N	2gram	Tiupa_Anal	Istorich
1	и в	30	181
2	и т	3	160
3	может быть	33	115
4	не только	30	114
5	что он	3	111
6	мы имеем	9	102
7	что в	7	90
8	но и	29	85
9	в этом	31	81
10	так как	3	75
11	то что	11	73
12	таким образом	5	72
13	вместе с	6	71
14	и не	33	67
15	все же	4	65
16	в этих	3	64
17	еще не	5	63
18	не может	26	61
19	этих случаях	2	60
20	то же	12	56
21	никогда не	4	56
22	в том	36	53
23	том что	21	53
24	с другой	7	52
25	а в	11	52
26	потому что	3	52
27	что и	5	51
28	и что	2	51
29	о том	11	48
30	а не	25	48
31	его в	2	47
32	не в	17	47
33	другой стороны	2	46
34	превращается в	3	45
35	мы должны	2	44
36	но в	11	44
37	это не	7	43
38	и его	9	43
39	в нем	3	42
40	только в	8	42
41	как в	3	42
42	или в	2	39
43	в его	15	38
44	тем что	2	38
45	и на	10	38
46	так и	16	37
47	он не	4	37
48	уже не	6	37
49	как и	23	37
50	мы уже	2	37
51	все эти	3	35
52	не всегда	4	34
53	но не	13	34
54	а именно	3	34
55	связи с	2	34
56	у него	5	34
57	попадает в	2	32
58	в качестве	38	32
59	представляет собой	23	31
60	ничего не	10	31
61	прежде всего	8	31
62	один из	4	31
63	при помощи	2	30
64	с одной	7	30
65	к нему	4	30
66	как мы	3	29
67	одной стороны	6	29
68	этом случае	4	29
69	и с	2	28
70	как он	4	27
71	так что	3	27
72	героя в	2	27
73	того что	5	27
74	могут быть	12	27
75	в ином	2	27
76	как это	5	26
77	представляют собой	4	26
78	на него	3	26
79	вопрос о	2	25
80	было бы	4	24
81	если бы	6	24
82	что мы	3	24
83	к этому	2	24
84	не менее	5	24
85	все это	2	23
86	тем не	3	23
87	в частности	32	23
88	в этой	12	23
89	как бы	15	23
90	при этом	20	22
91	и по	2	22
92	с ним	6	22
93	в одном	3	21
94	сказать что	2	21
95	ее в	2	21
96	в другом	4	21
97	к тому	12	21
98	здесь не	2	21
99	в связи	2	21
100	из них	2	20
101	в силу	4	20
102	из этих	2	20
103	так например	2	19
104	а затем	3	19
105	и как	6	19
106	на то	2	19
107	не все	3	18
108	в данном	6	18
109	вовсе не	4	18
110	в то	10	18
111	нас к	2	17
112	то и	2	17
113	дело не	5	17
114	не вполне	2	16
115	всех этих	2	16
116	со стороны	5	16
117	и все	5	16
118	между двумя	7	16
119	в котором	5	16
120	во всех	5	16
121	данном случае	3	15
122	в целом	9	15
123	на его	4	15
124	в своей	7	15
125	даже в	5	15
126	и то	4	15
127	его и	3	15
128	в пределах	11	15
129	и эти	2	15
130	и даже	10	15
131	как будто	6	15
132	и тем	4	15
133	он в	5	15
134	от него	2	14
135	отношение к	2	14
136	но мы	2	14
137	а также	8	14
138	с этой	2	14
139	на вопрос	5	14
140	отношению к	9	14
141	из которых	4	14
142	и есть	3	14
143	одной из	2	14
144	по отношению	10	14
145	и наконец	2	14
146	на себя	5	14
147	к своему	2	13
148	своего рода	12	13
149	что иное	6	13
150	и для	3	13
151	все что	3	13
152	на котором	3	13
153	тогда как	30	13
154	на этом	4	13
155	в своем	2	13
156	и если	2	13
157	в себе	17	13
158	с ними	2	13
159	не просто	2	13
160	по себе	6	13
161	не знаю	2	12
162	в их	8	12
163	ответ на	3	12
164	и их	2	12
165	одним из	3	12
166	хотя бы	4	12
167	за ним	2	12
168	о нем	4	12
169	не знает	4	12
170	что не	3	12
171	никто не	3	11
172	и более	5	11
173	только с	2	11
174	точки зрения	10	11
175	хотя и	4	11
176	иное как	6	11
177	далеко не	6	11
178	на которой	2	11
179	я не	2	11
180	не что	5	11
181	такой же	3	11
182	восходит к	2	11
183	на этой	2	10
184	что же	3	10
185	в ее	2	10
186	и тот	2	10
187	он может	2	10
188	вступает в	4	10
189	говорит о	5	10
190	вслед за	3	10
191	если не	2	10
192	как правило	7	10
193	он и	3	10
194	не мог	3	10
195	на основе	3	10
196	не как	2	10
197	а с	3	10
198	ли он	3	10
199	в которой	3	10
200	не должен	2	10
201	ни в	5	10
202	его к	3	10
203	о чем	3	10
204	себя в	8	10
205	друг с	2	10
206	и к	5	10
207	а как	4	9
208	тот же	2	9
209	в основе	6	9
210	из этого	2	9
211	в себя	8	9
212	не могут	3	9
213	означает что	3	9
214	тогда когда	3	9
215	на этот	2	9
216	более или	2	9
217	ты не	2	9
218	с другом	2	9
219	что на	3	9
220	не будет	3	9
221	том чтобы	7	9
222	или менее	2	9
223	же не	3	9
224	только на	3	9
225	в чем	2	9
226	себе в	2	9
227	с его	3	9
228	приводит к	2	9
229	ему в	3	9
230	тем самым	9	8
231	должен быть	6	8
232	роль в	3	8
233	одно из	2	8
234	здесь в	2	8
235	для этого	2	8
236	вообще не	2	8
237	именно в	6	8
238	тому как	5	8
239	или даже	3	8
240	смерть и	2	8
241	из его	2	8
242	на это	2	8
243	подобно тому	5	8
244	же самое	3	8
245	и потому	2	8
246	не так	3	8
247	тут же	2	8
248	с целью	2	8
249	которые в	3	8
250	и стал	2	8
251	и наоборот	3	8
252	он был	3	8
253	и сам	4	8
254	можно сказать	6	8
255	независимо от	2	8
256	с другими	4	8
257	не с	8	8
258	на самом	2	7
259	это означает	3	7
260	в конце	4	7
261	и о	3	7
262	состоит в	16	7
263	однако в	4	7
264	того чтобы	3	7
265	если в	3	7
266	еще одна	3	7
267	еще в	4	7
268	вплоть до	2	7
269	есть не	9	7
270	тому что	2	7
271	а то	3	7
272	одного из	4	7
273	что ни	2	7
274	в начале	3	7
275	в какой	3	7
276	того же	7	7
277	будто бы	4	7
278	ключ к	2	7
279	со своим	4	7
280	по его	2	7
281	между тем	7	7
282	совершенно не	2	7
283	в эту	3	7
284	те же	3	7
285	между собой	2	7
286	этого слова	10	7
287	то он	3	7
288	думать что	2	7
289	не есть	8	7
290	в области	4	7
291	самом деле	3	7
292	не столько	5	7
293	только через	2	7
294	для него	5	7
295	здесь совершенно	2	7
296	одну из	2	6
297	с той	2	6
298	для того	4	6
299	отличие от	8	6
300	нет ничего	2	6
301	борьбы с	3	6
302	как говорит	3	6
303	себе не	2	6
304	и за	3	6
305	дело с	5	6
306	этой точки	2	6
307	этой связи	2	6
308	это еще	2	6
309	от которого	4	6
310	что все	2	6
311	в роли	4	6
312	от себя	4	6
313	на место	3	6
314	я его	2	6
315	той же	4	6
316	то в	2	6
317	его как	3	6
318	даже не	2	6
319	что как	3	6
320	также и	3	6
321	так у	4	6
322	сводится к	6	6
323	его от	3	6
324	и тогда	3	6
325	тому же	6	6
326	не случайно	11	6
327	оно может	3	6
328	отношения к	4	6
329	это только	2	5
330	такого рода	6	5
331	никак не	2	5
332	или не	2	5
333	если они	2	5
334	бы быть	3	5
335	только для	3	5
336	соответствии с	3	5
337	художественного творчества	2	5
338	по своей	6	5
339	что из	2	5
340	в свое	3	5
341	том числе	3	5
342	для чего	2	5
343	в которую	2	5
344	особого рода	9	5
345	но при	2	5
346	бы в	3	5
347	с ее	2	5
348	не означает	2	5
349	мы узнаем	2	5
350	несмотря на	5	5
351	она может	3	5
352	в виду	2	5
353	от своего	3	5
354	в один	4	5
355	может иметь	2	5
356	как уже	5	5
357	ним и	2	5
358	отличается от	3	5
359	со своей	2	5
360	в сторону	6	5
361	или иначе	2	5
362	на все	2	5
363	не сам	2	5
364	да и	2	5
365	могла бы	3	5
366	при изучении	2	5
367	как о	2	5
368	в таком	5	5
369	в отличие	8	5
370	не говорит	2	5
371	однако не	4	5
372	см ниже	3	4
373	и во	3	4
374	тем более	2	4
375	все они	2	4
376	ни с	5	4
377	столь же	7	4
378	не исключают	2	4
379	себя и	5	4
380	в глубине	2	4
381	во второй	3	4
382	каждый из	3	4
383	и больше	2	4
384	особенно в	9	4
385	в результате	3	4
386	он по	2	4
387	ведет к	3	4
388	что касается	4	4
389	перед собой	2	4
390	сами по	3	4
391	как раз	5	4
392	знаю что	2	4
393	для нее	2	4
394	до его	2	4
395	случае в	2	4
396	который в	3	4
397	в литературе	4	4
398	содержит в	3	4
399	мысль о	2	4
400	отнюдь не	22	4
401	с точки	6	4
402	в действительности	2	4
403	в ответ	2	4
