N	2gram	Voloshinov	Russkaja
1	не может	30	22
2	и не	34	19
3	в том	10	17
4	в этом	28	17
5	и в	28	14
6	то что	17	13
7	точки зрения	31	11
8	то же	12	11
9	таким образом	34	11
10	в то	7	10
11	но и	10	10
12	же время	6	10
13	не только	10	9
14	том что	12	9
15	может быть	28	9
16	в себе	7	9
17	с точки	15	9
18	во всяком	9	9
19	того чтобы	5	8
20	как на	3	8
21	прежде всего	26	8
22	самого себя	2	7
23	и с	10	7
24	к тому	6	7
25	о том	3	7
26	в данном	4	7
27	мы должны	9	7
28	стремление к	2	7
29	отнюдь не	5	7
30	самом деле	14	7
31	на самом	6	6
32	и для	7	6
33	к которой	2	6
34	для всех	3	6
35	в своих	5	6
36	и к	7	6
37	если бы	4	6
38	всяком случае	8	6
39	все это	12	6
40	для того	6	6
41	и при	3	6
42	что он	12	6
43	в своем	4	6
44	для него	12	6
45	вопрос о	2	5
46	или иной	2	5
47	а в	8	5
48	было бы	8	5
49	хотя бы	7	5
50	из которых	2	5
51	между собой	4	5
52	и на	9	5
53	потому что	4	5
54	при этом	8	5
55	в нем	7	5
56	он должен	2	5
57	жизни в	3	5
58	в своей	14	5
59	себя и	4	5
60	конечно не	10	5
61	только в	11	5
62	никогда не	10	5
63	и только	6	5
64	он не	10	5
65	сих пор	3	5
66	между тем	3	5
67	во всех	13	5
68	до сих	3	5
69	а потому	4	5
70	и то	3	4
71	что в	7	4
72	но не	7	4
73	его в	11	4
74	все же	8	4
75	себя в	3	4
76	не могут	7	4
77	к этой	2	4
78	не в	10	4
79	как и	13	4
80	ли это	2	4
81	тому чтобы	3	4
82	в мире	2	4
83	как бы	19	4
84	все что	10	4
85	при таких	2	4
86	приводит к	3	4
87	так как	15	4
88	тогда когда	2	4
89	что же	10	4
90	которой он	3	4
91	жизни и	7	4
92	что такой	2	4
93	в его	25	4
94	со стороны	5	4
95	в их	2	4
96	то ни	4	4
97	точку зрения	12	4
98	отказаться от	2	4
99	в этой	7	4
100	в совершенно	3	4
101	себе и	3	4
102	вместе с	5	4
103	от того	5	4
104	бы то	3	4
105	в корне	6	4
106	данном случае	4	3
107	да и	2	3
108	все они	2	3
109	одна из	4	3
110	для этого	6	3
111	и этот	2	3
112	в большинстве	5	3
113	что все	7	3
114	что это	5	3
115	о которых	2	3
116	но мы	6	3
117	в сознании	3	3
118	именно в	4	3
119	из этих	6	3
120	что бы	2	3
121	должно быть	2	3
122	не есть	2	3
123	всех этих	6	3
124	и потому	12	3
125	что оно	4	3
126	в другом	4	3
127	главным образом	4	3
128	в конце	2	3
129	из них	7	3
130	но если	2	3
131	в самом	12	3
132	и как	3	3
133	можно ли	3	3
134	знаем что	8	3
135	для них	3	3
136	что и	5	3
137	конце концов	2	3
138	сил и	3	3
139	сводится к	4	3
140	он сам	5	3
141	из этого	2	3
142	и во	2	3
143	говорить о	5	3
144	и по	5	3
145	еще не	8	3
146	того что	7	3
147	в качестве	2	3
148	друг друга	2	3
149	не было	5	3
150	и ни	3	3
151	что может	5	3
152	мы говорили	2	3
153	а следовательно	3	3
154	то в	2	3
155	согласиться с	3	2
156	и о	6	2
157	всех людей	2	2
158	в течение	2	2
159	даже если	2	2
160	и от	3	2
161	не так	3	2
162	не к	2	2
163	с этим	8	2
164	в таких	4	2
165	есть и	2	2
166	и те	5	2
167	следовательно и	2	2
168	в культурном	2	2
169	большинстве случаев	6	2
170	ее в	5	2
171	для себя	2	2
172	тому что	5	2
173	к нему	9	2
174	на этой	3	2
175	она не	6	2
176	только с	4	2
177	но в	13	2
178	ни в	12	2
179	в котором	4	2
180	что такое	6	2
181	остается в	3	2
182	так же	4	2
183	их в	3	2
184	на себя	3	2
185	на почве	3	2
186	для нее	2	2
187	этого не	3	2
188	в ней	8	2
189	центр тяжести	3	2
190	уже не	9	2
191	на которой	2	2
192	на это	3	2
193	время в	2	2
194	этот вопрос	4	2
195	в некоторых	2	2
196	в результате	3	2
197	по отношению	13	2
198	но для	3	2
199	отличается от	2	2
200	и даже	3	2
201	а не	9	2
202	и тот	3	2
203	для нас	2	2
204	по себе	4	2
205	мы можем	20	2
206	не можем	6	2
207	нисколько не	4	2
208	к себе	3	2
209	зависит от	2	2
210	– не	12	2
211	отметить что	4	2
212	и тем	2	2
213	и является	3	2
214	и вот	8	2
215	и что	6	2
216	но это	4	2
217	что с	2	2
218	это только	4	2
219	это учение	4	2
220	все эти	15	2
221	совершенно не	9	2
222	только для	2	2
223	и наконец	12	2
224	а с	2	2
225	в этих	5	2
226	смотрят на	2	2
227	только на	4	2
228	в таком	6	2
229	и есть	3	2
230	всю эту	2	2
231	во время	6	2
232	у других	2	2
233	на основании	5	2
234	противоречие с	2	2
235	должна быть	2	2
236	его и	2	2
237	в заблуждение	2	2
238	отношения к	2	2
239	в области	4	2
240	если же	2	2
241	всем этим	3	2
242	это есть	2	2
243	с ним	14	2
244	быть и	7	2
245	у него	4	2
246	мы уже	10	2
247	их не	2	2
248	ясно что	2	2
