N	2gram	Voloshinov	VLabPisa
1	таким образом	8	32
2	в этом	10	29
3	не только	28	26
4	и в	42	26
5	может быть	13	23
6	хотя бы	18	20
7	и не	14	20
8	художественного творчества	5	19
9	объективной действительности	2	19
10	в процессе	6	17
11	не может	13	17
12	в том	3	15
13	в его	6	15
14	этом отношении	2	14
15	прежде всего	22	13
16	все это	4	13
17	в частности	3	12
18	как это	5	12
19	в качестве	4	12
20	из них	3	11
21	то же	16	10
22	но и	16	10
23	о том	4	10
24	к этому	2	9
25	об этом	3	9
26	для него	3	9
27	том что	3	8
28	ни один	2	8
29	все эти	3	8
30	было бы	7	8
31	только в	7	8
32	вместе с	5	8
33	очевидно что	2	7
34	это не	3	7
35	из этих	2	7
36	во всех	6	7
37	по отношению	2	7
38	то что	9	7
39	отношению к	2	7
40	тому что	5	7
41	как и	12	7
42	их в	3	7
43	в нем	6	7
44	главным образом	3	7
45	не было	2	7
46	а не	7	7
47	не в	6	6
48	в то	9	6
49	в себе	10	6
50	все же	9	6
51	том же	2	6
52	так и	7	6
53	один из	4	6
54	художественное творчество	3	6
55	в зависимости	7	6
56	и его	7	6
57	бы и	2	6
58	между тем	3	6
59	никогда не	7	5
60	сказать что	3	5
61	в одном	4	5
62	перед нами	3	5
63	в пределах	2	5
64	зависимости от	7	5
65	в их	2	5
66	не является	5	5
67	и при	2	5
68	к тому	4	5
69	он говорит	2	5
70	как бы	30	5
71	в целом	4	5
72	связи с	3	5
73	же время	7	5
74	в сознании	5	4
75	в нашей	2	4
76	роль в	3	4
77	в виду	3	4
78	что он	2	4
79	с тем	8	4
80	должен быть	2	4
81	муки слова	3	4
82	отнюдь не	10	4
83	в самом	5	4
84	равно как	2	4
85	в ее	3	4
86	в своей	2	4
87	в связи	2	4
88	можно сказать	4	4
89	в этой	6	4
90	с его	8	4
91	и от	7	3
92	и к	4	3
93	с этим	2	3
94	мы имеем	2	3
95	так же	4	3
96	но как	2	3
97	и он	2	3
98	этот процесс	2	3
99	бы в	6	3
100	но даже	2	3
101	деятельности человека	2	3
102	в форме	6	3
103	в значительной	2	3
104	в конце	6	3
105	его в	4	3
106	и как	10	3
107	если бы	4	3
108	для того	9	3
109	и их	5	3
110	у нас	4	3
111	его не	2	3
112	при всем	2	3
113	того что	4	3
114	так называемые	4	3
115	мы видели	5	3
116	нет и	3	3
117	этот вопрос	2	3
118	видели что	3	3
119	что у	3	3
120	а в	5	3
121	в котором	3	3
122	точки зрения	11	3
123	даже и	2	3
124	в которых	2	3
125	что оно	3	3
126	между ними	3	3
127	человека и	2	3
128	действительной жизни	2	3
129	жизни и	3	3
130	того чтобы	7	3
131	что и	3	3
132	или в	2	3
133	в слове	4	3
134	вовсе не	2	3
135	относится к	2	2
136	да и	4	2
137	одном и	2	2
138	на эти	2	2
139	на это	4	2
140	или иной	6	2
141	и потому	2	2
142	того или	5	2
143	как например	2	2
144	которые в	2	2
145	еще и	2	2
146	слова не	2	2
147	с другими	2	2
148	так сказать	4	2
149	а к	3	2
150	о чем	2	2
151	можно было	4	2
152	в каждом	4	2
153	должно быть	2	2
154	классовой борьбы	2	2
155	о своем	3	2
156	и даже	3	2
157	от того	3	2
158	чуть ли	2	2
159	ли не	2	2
160	конце концов	3	2
161	бы не	2	2
162	не всегда	2	2
163	в области	6	2
164	и наконец	5	2
165	у них	3	2
166	еще не	3	2
167	в которой	7	2
168	точном смысле	2	2
169	с чрезвычайной	2	2
170	всех его	2	2
171	сих пор	2	2
172	же самое	5	2
173	но вот	3	2
174	не с	3	2
175	одной из	2	2
176	в жизни	2	2
177	но не	2	2
178	и для	3	2
179	и этот	2	2
180	также и	2	2
181	на него	4	2
182	но в	5	2
183	что такое	4	2
184	зависит от	2	2
185	в точном	2	2
186	в своих	2	2
187	короче говоря	3	2
188	себе и	2	2
189	в реальной	2	2
190	в ней	8	2
191	но для	3	2
192	из которых	3	2
193	что мы	11	2
194	представить себе	3	2
195	для них	2	2
196	это высказывание	4	2
197	человека в	2	2
198	и том	2	2
199	было в	4	2
200	он не	2	2
201	и сам	2	2
202	ту же	2	2
203	эти вопросы	2	2
204	хотя и	3	2
205	лишь в	4	2
206	оно является	2	2
