N	2gram	Vygotskiy_	VerxiiNi
1	и в	47	26
2	таким образом	38	22
3	с тем	8	18
4	в этом	47	15
5	вместе с	19	15
6	точки зрения	39	13
7	как бы	13	12
8	в том	38	11
9	не только	36	10
10	из этих	6	10
11	и с	5	10
12	может быть	20	10
13	что в	23	9
14	так как	25	9
15	в области	5	9
16	связи с	4	9
17	но и	19	9
18	но не	13	8
19	с другой	7	8
20	и не	27	8
21	как на	8	8
22	но все	2	7
23	к нему	5	7
24	потому что	26	7
25	связанные с	3	7
26	одной стороны	7	7
27	из них	2	7
28	то что	40	7
29	с одной	7	7
30	но в	9	7
31	том что	28	7
32	а с	3	7
33	представление о	8	6
34	в отношении	9	6
35	все же	7	6
36	к тому	13	6
37	о том	5	6
38	мы должны	7	6
39	того же	7	6
40	в себе	14	6
41	в конце	5	6
42	несмотря на	2	6
43	что и	4	6
44	с точки	31	6
45	и т.д	4	6
46	все эти	7	6
47	все это	5	6
48	и потому	3	6
49	так и	8	6
50	во всяком	2	6
51	никогда не	7	5
52	одной из	4	5
53	и для	5	5
54	не имеет	6	5
55	так же	26	5
56	том числе	2	5
57	и к	11	5
58	в силу	21	5
59	друг с	6	5
60	отношение к	8	5
61	того чтобы	26	5
62	лишь в	3	5
63	в его	7	5
64	для того	24	5
65	с другом	6	5
66	а не	7	5
67	тому же	2	5
68	образом в	5	5
69	сих пор	6	5
70	до сих	6	5
71	на этот	2	4
72	и от	6	4
73	что все	6	4
74	а в	3	4
75	с другими	5	4
76	в котором	6	4
77	в самом	15	4
78	в нем	6	4
79	не может	23	4
80	в смысле	9	4
81	и тогда	3	4
82	в которых	3	4
83	что оно	9	4
84	и вместе	2	4
85	из которых	3	4
86	целый ряд	6	4
87	в виде	2	4
88	то же	16	4
89	числе и	2	4
90	должен был	2	4
91	и что	14	4
92	и по	6	4
93	в этих	2	4
94	только в	24	4
95	что он	13	4
96	и только	7	4
97	он не	5	4
98	во время	2	4
99	в этой	7	4
100	в то	10	4
101	учение о	3	4
102	что это	7	3
103	в своем	3	3
104	из всех	5	3
105	с самого	13	3
106	но с	4	3
107	если в	6	3
108	оказывается что	2	3
109	точно так	3	3
110	к этому	2	3
111	в результате	3	3
112	с ней	3	3
113	в которой	16	3
114	в значительной	3	3
115	тем не	4	3
116	представляет собой	23	3
117	и даже	3	3
118	и как	7	3
119	из которого	3	3
120	что эти	3	3
121	если бы	8	3
122	же как	14	3
123	в других	2	3
124	при этом	4	3
125	не менее	6	3
126	у них	2	3
127	когда он	2	3
128	в качестве	9	3
129	и при	2	3
130	с этой	5	3
131	в таком	2	3
132	так что	8	3
133	случае не	2	3
134	ясно что	4	3
135	и о	4	3
136	можно сказать	9	3
137	отношению к	9	3
138	в одном	4	3
139	того что	27	3
140	для него	6	3
141	по своему	11	2
142	мы видели	10	2
143	одно из	6	2
144	сказать что	18	2
145	но вместе	2	2
146	которые в	5	2
147	для этого	4	2
148	этой точки	4	2
149	этот факт	4	2
150	и является	5	2
151	из этого	4	2
152	по сравнению	23	2
153	и это	2	2
154	или иной	2	2
155	не могут	9	2
156	на то	5	2
157	в самой	3	2
158	для всех	2	2
159	этот путь	3	2
160	относится к	5	2
161	состоит в	3	2
162	одновременно и	3	2
163	мы имеем	3	2
164	ко всему	2	2
165	в процессе	12	2
166	мы можем	7	2
167	между этими	3	2
168	в начале	6	2
169	и другой	3	2
170	между тем	2	2
171	тенденции к	5	2
172	одним из	3	2
173	только что	7	2
174	к его	3	2
175	в свою	3	2
176	при таком	2	2
177	благодаря этому	3	2
178	связанных с	2	2
179	не могла	2	2
180	должно было	2	2
181	именно в	9	2
182	конечно не	2	2
183	отличается от	6	2
184	приводит к	10	2
185	тогда когда	12	2
186	поэтому что	2	2
187	но если	5	2
188	что мы	14	2
189	в них	3	2
190	только не	14	2
191	и особенно	2	2
192	и на	4	2
193	и здесь	5	2
194	уже в	3	2
195	еще не	5	2
196	для каждого	2	2
197	к другу	4	2
198	к которому	3	2
199	по своей	12	2
200	все что	7	2
201	наконец в	3	2
202	в новом	2	2
203	и больше	2	2
204	по своим	2	2
205	самого начала	13	2
206	этом отношении	7	2
207	этот период	2	2
208	не в	7	2
209	и наконец	4	2
210	той или	2	2
211	и все	5	2
212	на друга	2	2
213	значительной мере	2	2
214	никем не	2	2
215	один из	3	2
216	в виду	5	2
217	заключает в	2	2
218	со всеми	2	2
219	сравнению с	21	2
220	друг на	2	2
221	связано с	4	2
222	и иной	2	2
223	в пользу	6	2
224	прежде всего	9	2
225	признать что	2	2
226	исторического развития	3	2
227	и из	2	2
228	не могло	3	2
229	связана с	4	2
230	его от	2	2
231	во всех	9	2
232	в разных	6	2
233	же самое	12	2
234	тем и	2	2
235	не с	3	2
236	по существу	2	2
