N	2gram	Tiupa_Hudo	Literetu
1	уединенного сознания	4	70
2	а не	13	50
3	и не	16	47
4	не только	20	46
5	и в	23	44
6	может быть	19	43
7	при этом	19	41
8	но и	14	41
9	тогда как	15	40
10	в том	20	39
11	в этом	12	38
12	своего рода	9	37
13	том что	9	32
14	хх века	5	32
15	в частности	18	30
16	такого рода	12	30
17	то что	5	29
18	в мире	24	28
19	в качестве	31	27
20	в году	2	26
21	состоит в	20	26
22	то же	12	26
23	как и	3	23
24	в то	8	23
25	в стихотворении	3	23
26	не в	9	22
27	так и	12	22
28	того что	5	22
29	себя в	8	22
30	не может	9	22
31	я и	7	21
32	же время	7	21
33	в себе	13	20
34	и т.п	7	20
35	эстетического субъекта	3	19
36	прежде всего	5	19
37	лирический герой	5	19
38	я в	13	19
39	как бы	11	18
40	художественной культуры	9	18
41	то есть	26	17
42	точки зрения	11	17
43	в его	11	17
44	с другой	9	17
45	сознания в	4	16
46	в этой	2	16
47	в жизни	3	16
48	тем самым	5	15
49	со стороны	5	15
50	не менее	5	15
51	произведение искусства	12	15
52	в целом	3	15
53	я не	2	15
54	в русской	3	15
55	только в	7	15
56	по отношению	10	14
57	что он	5	14
58	однако в	4	14
59	в рамках	13	14
60	коммуникативного события	9	14
61	в своем	4	13
62	как это	7	13
63	в тексте	13	13
64	эстетического объекта	4	13
65	с одной	3	13
66	но не	13	13
67	уже не	6	13
68	и его	12	13
69	всего лишь	6	12
70	художественного мышления	3	12
71	парадигмы художественности	8	12
72	в данном	4	12
73	в своей	7	12
74	а также	6	12
75	художественного письма	9	12
76	еще не	4	12
77	одним из	2	12
78	отношению к	10	12
79	о том	2	12
80	одной стороны	3	12
81	никогда не	2	11
82	это не	4	11
83	в другом	4	11
84	лирического героя	2	11
85	причастности к	2	11
86	коммуникативное событие	2	11
87	отличие от	7	11
88	с его	6	11
89	и сам	3	11
90	не столько	7	11
91	как в	2	11
92	в отличие	7	11
93	а в	13	11
94	или иначе	5	11
95	в конечном	5	11
96	столь же	2	11
97	в основе	7	11
98	даже в	3	10
99	для себя	4	10
100	в принципе	8	10
101	другого в	3	10
102	в области	8	10
103	что в	7	10
104	так или	4	10
105	отнюдь не	2	10
106	в ее	6	10
107	по мысли	2	10
108	своего другого	2	10
109	конечном счете	5	10
110	жизни в	2	10
111	и на	3	10
112	потому что	3	10
113	не случайно	3	10
114	мыслится как	5	9
115	одно из	2	9
116	к тому	4	9
117	один из	2	9
118	связи с	3	9
119	лишь в	7	9
120	эстетической деятельности	2	9
121	с этой	3	9
122	на смену	4	9
123	искусства и	3	9
124	художественной деятельности	17	9
125	и т.д	4	9
126	представляет собой	11	9
127	одна из	2	8
128	в искусстве	9	8
129	xix века	2	8
130	но в	10	8
131	того же	3	8
132	для него	5	8
133	особого рода	8	8
134	и как	4	8
135	субъекта и	3	8
136	слова и	2	8
137	мира в	2	8
138	а именно	3	8
139	присутствия в	9	8
140	с точки	3	8
141	о себе	2	8
142	как раз	3	8
143	художественного творчества	6	8
144	парадигма художественности	3	7
145	в их	5	7
146	не как	2	7
147	по своей	7	7
148	и тем	4	7
149	на свою	2	7
150	так в	4	7
151	в художественном	5	7
152	русской литературе	2	7
153	другой стороны	6	7
154	в противоположность	3	7
155	и для	3	7
156	по преимуществу	3	7
157	и адресата	3	7
158	как правило	3	7
159	ведет к	2	7
160	говоря словами	5	7
161	именно в	2	7
162	в самом	7	7
163	в одном	3	7
164	он и	2	7
165	личности в	4	7
166	тому как	3	7
167	в случае	2	7
168	в нем	6	7
169	он не	4	7
170	с читателем	2	6
171	еще и	2	6
172	его в	4	6
173	при всей	2	6
174	рефлективного традиционализма	2	6
175	в виду	5	6
176	самом деле	2	6
177	самим собой	5	6
178	эстетический объект	4	6
179	по характеристике	2	6
180	культуры в	3	6
181	и др	2	6
182	а затем	2	6
183	при всем	2	6
184	например в	4	6
185	и то	4	6
186	право на	2	6
187	то в	2	6
188	во всех	3	6
189	с ее	6	6
190	в культуре	3	6
191	далеко не	4	6
192	подобно тому	3	6
193	произведения искусства	4	6
194	перед лицом	3	6
195	том числе	3	6
196	у него	2	6
197	в слове	4	6
198	в художественной	3	5
199	или иной	9	5
200	природы искусства	3	5
201	идет о	2	5
202	вслед за	2	5
203	в литературе	2	5
204	от себя	3	5
205	в романе	3	5
206	не знает	4	5
207	субъекта жизни	2	5
208	во втором	4	5
209	между тем	4	5
210	несмотря на	2	5
211	этой точки	2	5
212	что и	2	5
213	себя и	3	5
214	в связи	3	5
215	я как	2	5
216	место в	5	5
217	литературного произведения	13	5
218	читателя в	3	5
219	в равной	2	5
220	тем не	3	5
221	и одновременно	5	5
222	эстетическое переживание	2	5
223	этого текста	2	5
224	ни было	2	5
225	в силу	4	5
226	не с	2	5
227	автора и	3	5
228	в себя	4	5
229	в нашем	2	5
230	читателя зрителя	3	5
231	и к	3	5
232	жизни как	4	5
233	личности с	2	5
234	об искусстве	2	5
235	деятельности в	4	5
236	к жизни	2	5
237	входит в	4	4
238	я с	5	4
239	в свою	3	4
240	не является	5	4
241	для которого	2	4
242	как к	5	4
243	как совокупность	3	4
244	и прежде	3	4
245	по сути	6	4
246	не всегда	2	4
247	от своего	2	4
248	к своему	2	4
249	в формах	2	4
250	объекта и	3	4
251	художественной культуре	3	4
252	художественности как	2	4
253	эстетического отношения	11	4
254	зрителя слушателя	3	4
255	в творческом	2	4
256	могут быть	5	4
257	критерием художественности	3	4
258	духовной жизни	2	4
259	в них	2	4
260	более не	2	4
261	во всей	3	4
262	хотя и	4	4
263	бы то	2	4
264	самим собою	2	4
265	мышления и	2	4
266	одной из	2	4
267	нас самих	2	4
268	жизни на	2	4
269	воспринимающее сознание	3	4
270	за пределы	2	4
271	сводится к	11	4
272	от имени	2	4
273	художественного целого	3	4
274	бы не	2	4
275	художественного мира	2	4
276	художественное произведение	3	4
277	для того	5	4
278	никем не	2	4
279	ни к	2	4
280	в пределах	3	4
281	можно сказать	6	4
282	приводит к	6	4
283	на этом	2	4
284	в сторону	2	4
285	не вполне	2	4
286	жизни а	2	4
287	вовсе не	2	4
288	из этого	2	4
289	и что	4	4
290	работа с	3	4
291	то ни	2	4
292	и читателем	2	4
293	таким образом	3	4
294	силу своей	4	4
295	отношения к	4	4
296	художественного сознания	5	4
297	при котором	2	4
298	героя как	2	4
299	окружающей его	2	3
300	коммуникативных стратегий	3	3
301	и потому	2	3
302	творческого акта	4	3
303	так же	2	3
304	но как	2	3
305	с чем	2	3
306	о чем	3	3
307	по себе	2	3
308	адресата а	2	3
309	я на	2	3
310	в отношении	4	3
311	искусства как	3	3
312	общения людей	3	3
313	художественную реальность	2	3
314	отношение к	7	3
315	области искусства	3	3
316	из тех	2	3
317	в ходе	5	3
318	факторов художественного	4	3
319	своей жизни	2	3
320	системе ценностей	3	3
321	а на	5	3
322	без остатка	2	3
323	а с	2	3
324	и о	4	3
325	в душе	9	3
326	как уже	3	3
327	духовной культуры	2	3
328	читателем в	2	3
329	но только	2	3
330	той или	5	3
331	направленной на	3	3
332	времени в	2	3
333	являет собой	3	3
334	эстетического адресата	2	3
335	однако если	3	3
336	речь идет	2	3
337	классического реализма	2	3
338	того чтобы	5	3
339	числе и	2	3
340	художественная деятельность	2	3
341	все эти	2	3
342	автор герой	2	3
343	в знаковом	3	3
344	равной степени	2	3
345	не на	5	3
346	свою очередь	2	3
347	сути своей	3	3
348	духовного общения	2	3
349	по большей	2	3
350	на языке	3	3
351	который в	2	3
352	ее в	2	3
353	человеческого я	3	3
354	еще один	2	3
355	другого я	2	3
356	ту или	2	3
357	деятельность мыслится	2	3
358	текста как	3	3
359	с их	2	3
360	художественного произведения	4	3
361	не сводится	9	3
362	которая не	2	3
363	если бы	3	3
364	совокупность факторов	2	3
365	эстетических отношений	4	3
366	превращается в	2	3
367	однако с	2	3
368	большей части	2	3
369	героя и	5	3
370	в этих	4	3
371	вследствие этого	2	3
372	и состоит	3	3
373	а для	2	3
374	отношении к	3	3
375	не могло	2	3
376	в какой	2	3
377	субъект художественной	3	3
378	художественного впечатления	4	3
379	творческий акт	2	3
380	с.с аверинцева	2	3
381	всей своей	2	3
382	в роли	3	3
383	в чем	2	3
384	что такое	2	3
385	искусства в	6	3
386	или иную	2	3
387	из которых	2	3
388	в итоге	2	3
389	со своей	4	3
390	знаковом материале	3	3
391	и рецептивного	2	3
392	и того	3	3
393	здесь не	2	3
394	говорить о	4	3
395	отношение автор	3	3
396	не просто	2	3
397	мира и	2	3
398	с ним	2	3
399	определяющим отношением	3	3
400	отношением художественности	2	2
401	чтобы не	2	2
402	начиная с	2	2
403	императиву мастерства	2	2
