N	2gram	Vygotskiy_	FransuaR
1	и в	33	367
2	в этом	43	112
3	и т.п	2	108
4	и не	18	101
5	таким образом	30	100
6	и его	6	99
7	в его	15	98
8	прежде всего	5	92
9	не только	28	87
10	мы уже	4	85
11	но и	14	84
12	как бы	11	82
13	все эти	9	79
14	вовсе не	2	77
15	как и	13	76
16	в нем	10	75
17	но в	9	75
18	и на	11	72
19	в том	44	71
20	как мы	20	71
21	то же	12	66
22	и все	2	66
23	так и	8	65
24	в этой	8	65
25	в них	3	65
26	в сущности	17	64
27	и с	7	64
28	в то	5	63
29	все это	2	62
30	во всех	3	62
31	что в	33	52
32	в своем	11	51
33	только в	21	48
34	так как	20	46
35	том что	41	45
36	уже говорили	2	44
37	то что	48	41
38	жизни и	2	40
39	у него	8	40
40	в самом	10	38
41	точки зрения	27	37
42	в ней	2	37
43	с его	3	36
44	может быть	15	35
45	мы видим	6	35
46	о том	13	35
47	сказать что	18	34
48	и даже	3	34
49	в себе	4	34
50	в конце	3	32
51	он не	13	32
52	мы видели	10	32
53	для него	9	32
54	в своей	5	31
55	до конца	3	31
56	так же	22	30
57	никогда не	10	30
58	и потому	3	30
59	той же	7	30
60	один из	4	30
61	потому что	40	30
62	но он	8	30
63	в этих	7	29
64	не может	31	29
65	еще не	11	29
66	его в	6	29
67	не в	10	29
68	при этом	9	29
69	в одном	3	29
70	связи с	9	29
71	что он	40	29
72	из них	6	28
73	в основе	12	28
74	в той	8	28
75	также и	2	28
76	и к	7	28
77	сих пор	3	27
78	по своему	4	27
79	и другие	13	27
80	до сих	3	27
81	и их	4	27
82	том числе	2	27
83	все же	5	27
84	кроме того	2	26
85	в условиях	3	26
86	на самом	3	25
87	с помощью	32	25
88	в области	19	25
89	но это	4	25
90	отношение к	12	24
91	того чтобы	26	24
92	и от	2	24
93	в частности	9	24
94	но не	13	24
95	как в	7	24
96	и для	3	23
97	это не	8	23
98	в их	4	23
99	с ним	6	23
100	еще и	3	23
101	и здесь	2	23
102	к нему	4	23
103	форм и	2	22
104	и во	2	22
105	а в	5	22
106	что и	11	22
107	там где	2	22
108	и других	7	22
109	тем что	12	22
110	вместе с	9	22
111	именно в	8	21
112	в своих	5	21
113	в себя	4	21
114	в качестве	13	21
115	в отношении	18	21
116	и наконец	3	21
117	одним из	4	21
118	есть в	2	21
119	и как	7	21
120	уже в	4	21
121	как раз	5	20
122	одной из	5	20
123	этом отношении	7	20
124	в виду	4	20
125	с точки	12	20
126	самом деле	9	20
127	и это	3	20
128	в связи	6	20
129	того же	13	19
130	их в	3	19
131	во всем	2	19
132	к этому	7	19
133	было бы	18	19
134	за пределы	4	19
135	с другой	11	19
136	на протяжении	2	19
137	связанные с	6	18
138	это в	2	18
139	со всеми	2	18
140	на этом	8	18
141	но они	2	18
142	это и	3	18
143	в плане	2	17
144	числе и	2	17
145	для того	20	17
146	но все	2	17
147	того что	34	17
148	можно было	11	17
149	в результате	9	17
150	связана с	2	17
151	на его	4	17
152	еще более	5	17
153	такой же	4	17
