N	3gram	Propp_Isto	Problema
1	тем не менее	4	56
2	о том что	9	39
3	в том что	7	37
4	и т д	25	33
5	в данном случае	7	28
6	во всяком случае	3	25
7	с другой стороны	17	25
8	точно так же	2	16
9	до сих пор	4	14
10	в этом случае	4	14
11	можно было бы	3	13
12	это значит что	2	13
13	не может быть	5	12
14	в то время	4	12
15	так или иначе	2	12
16	то время как	4	12
17	с одной стороны	11	11
18	более или менее	3	10
19	вместе с тем	6	10
20	не только в	9	10
21	то и другое	2	9
22	мы не будем	2	8
23	но и в	4	7
24	о том как	3	7
25	так и в	3	6
26	то что в	4	6
27	и в других	2	6
28	на первый взгляд	5	6
29	то это значит	2	6
30	сих пор мы	3	5
31	в зависимости от	3	5
32	так же как	4	5
33	во всех этих	6	4
34	как мы видели	3	4
35	дело не в	3	4
36	и вместе с	3	4
37	этой точки зрения	3	4
38	но все же	3	4
39	на том что	2	4
40	в этих случаях	12	4
41	мы хотели бы	2	4
42	в том чтобы	2	4
43	в тех случаях	7	3
44	после того как	4	3
45	но это не	3	3
46	с этой точки	3	3
47	как и в	3	3
48	здесь мы имеем	8	3
49	что и в	3	3
50	тех случаях когда	6	3
51	том что в	2	3
52	мы уже видели	3	3
53	с тем что	2	3
54	мы имеем в	7	2
55	и здесь мы	2	2
56	и то и	2	2
57	по отношению к	3	2
58	все больше и	2	2
59	больше и больше	2	2
60	нам кажется что	4	2
61	так как он	4	2
62	то же что	2	2
63	друг на друга	2	2
64	мы не можем	2	2
65	и что он	2	2
66	но тем не	2	2
67	еще не вполне	2	2
68	что и здесь	3	2
69	и на земле	3	2
70	а именно что	2	2
71	а в том	2	2
