N	2gram	Bakhtin_Fr	Narrotol
1	не только	23	62
2	и не	23	50
3	при этом	5	47
4	но и	23	45
5	а не	6	38
6	в качестве	5	35
7	в частности	4	31
8	может быть	4	30
9	и в	67	30
10	в том	16	29
11	своего рода	7	28
12	том что	13	28
13	в этом	27	28
14	а в	4	27
15	только в	6	25
16	в данном	4	24
17	как и	19	24
18	не в	8	23
19	то что	9	23
20	то есть	49	22
21	не может	9	20
22	данном случае	4	17
23	в себе	3	17
24	так и	14	17
25	а также	4	17
26	в его	17	16
27	но в	20	15
28	можно сказать	4	15
29	к тому	4	15
30	и т.п	31	15
31	в жизни	4	14
32	и его	19	14
33	в своем	13	13
34	в своей	6	13
35	то же	18	13
36	времени и	4	13
37	у него	4	13
38	о том	8	13
39	перед нами	6	12
40	все же	7	12
41	прежде всего	19	12
42	как в	4	12
43	на протяжении	2	12
44	как бы	18	12
45	отличие от	3	11
46	об этом	5	11
47	в нем	20	11
48	в этой	13	11
49	если бы	2	11
50	жизни в	3	11
51	в отличие	3	11
52	хотя и	6	11
53	никогда не	6	10
54	в то	17	10
55	и т.д	2	10
56	ничего не	5	10
57	как это	5	10
58	один из	6	10
59	точки зрения	7	10
60	того что	4	10
61	и все	18	10
62	но не	6	10
63	жизни и	11	10
64	тому же	5	10
65	между тем	3	10
66	с его	11	10
67	во времени	2	9
68	еще не	5	9
69	что он	7	9
70	что в	14	9
71	для него	4	9
72	далеко не	6	9
73	потому что	8	9
74	с ним	6	9
75	как раз	5	9
76	о чем	5	8
77	самом деле	6	8
78	не менее	4	8
79	того чтобы	9	8
80	и он	4	8
81	у нее	3	8
82	этом отношении	7	8
83	у нас	3	8
84	в литературе	4	8
85	и для	4	8
86	в самом	7	8
87	и к	7	8
88	соответствии с	2	8
89	в той	2	8
90	же время	14	8
91	в таком	2	8
92	он не	9	8
93	не мог	8	8
94	это не	5	7
95	в конце	12	7
96	в чем	6	7
97	в ней	10	7
98	в целом	2	7
99	в ее	2	7
100	также и	11	7
101	с другой	3	7
102	в котором	3	7
103	и на	12	7
104	или в	3	7
105	в форме	2	7
106	одной стороны	2	6
107	вплоть до	2	6
108	о нем	2	6
109	они не	5	6
110	во втором	3	6
111	что и	8	6
112	например в	6	6
113	сказать что	12	6
114	никак не	3	6
115	то в	3	6
116	из этих	4	6
117	здесь не	7	6
118	в результате	5	6
119	на него	2	6
120	как у	2	6
121	с одной	2	6
122	что у	2	6
123	в нашем	3	6
124	на то	2	6
125	все что	3	6
126	таким образом	20	6
127	от его	4	5
128	на самом	8	5
129	том как	2	5
130	в другом	4	5
131	и у	7	5
132	а именно	2	5
133	точку зрения	3	5
134	и о	8	5
135	к нему	5	5
136	место в	3	5
137	мира и	10	5
138	не столько	5	5
139	было бы	5	5
140	мы не	6	5
141	и здесь	6	5
142	да и	2	5
143	и то	2	5
144	по поводу	5	5
145	и от	6	5
146	что это	4	5
147	так сказать	2	5
148	в начале	2	5
149	тем более	3	5
150	бы и	2	5
151	с ее	7	5
152	и даже	6	5
153	подобно тому	2	5
154	для того	8	5
155	в пределах	2	5
156	не случайно	3	5
157	их в	2	5
158	именно в	5	5
159	еще в	3	5
160	из них	5	5
161	тому как	2	5
162	в одном	7	5
163	не было	3	5
164	и сам	2	5
165	как будто	2	5
166	даже в	5	4
167	в третьем	3	4
168	и ее	2	4
169	начиная с	2	4
170	но именно	2	4
171	роль в	5	4
172	в виду	2	4
173	как он	3	4
174	в области	2	4
175	по своему	5	4
176	в них	12	4
177	на том	2	4
178	так в	3	4
179	что на	3	4
180	не будет	2	4
181	не все	2	4
182	войны и	2	4
183	о своей	2	4
184	когда в	2	4
185	и по	3	4
186	что они	3	4
187	в первом	3	4
188	как мы	16	4
189	в основе	6	4
190	хотя бы	2	4
191	к этому	4	4
192	существенную роль	9	4
193	это было	4	4
194	к ней	2	4
195	и как	7	4
196	которая не	2	4
197	не имеет	4	4
198	в эпизоде	11	4
199	со всеми	6	4
200	но они	6	4
201	не могло	3	4
202	раз в	2	4
203	и мира	2	4
204	и притом	2	4
205	и с	18	4
206	несмотря на	3	4
207	нового времени	6	4
208	в себя	6	4
209	вместе с	5	4
210	еще и	6	3
211	до конца	2	3
212	ни о	2	3
213	не подлежит	2	3
214	так же	13	3
215	как к	2	3
216	должен быть	2	3
217	подобного рода	2	3
218	а как	3	3
219	как известно	2	3
220	связано с	3	3
221	и вот	4	3
222	в романе	15	3
223	его не	5	3
224	одно из	2	3
225	одной из	6	3
226	к ним	2	3
227	и это	5	3
228	в церкви	2	3
229	своей жизни	2	3
230	самим собой	2	3
231	между ними	4	3
232	жизни на	2	3
233	же не	2	3
234	что не	4	3
235	же как	4	3
236	все эти	12	3
237	той же	6	3
238	связи с	7	3
239	в связи	5	3
240	более не	2	3
241	этого эпизода	4	3
242	во время	15	3
243	времени в	2	3
244	особенно в	4	3
245	первом случае	3	3
246	все время	3	3
247	характер и	2	3
248	в строгом	2	3
249	но это	10	3
250	можно было	5	3
251	в первой	5	3
252	дело в	5	3
253	что она	4	3
254	во второй	3	3
255	лишь в	3	3
256	бы не	2	3
257	от их	3	3
258	сих пор	3	3
259	всей своей	2	3
260	на этот	4	3
261	он и	6	3
262	с точки	5	3
263	и что	3	3
264	говорить о	5	3
265	и только	2	3
266	как на	6	3
267	же самое	3	3
268	на фоне	4	3
269	нам в	2	3
270	подчеркнуть что	5	3
271	но он	5	3
272	до сих	3	3
273	в которых	3	2
274	своего героя	2	2
275	всеми своими	2	2
276	или менее	2	2
277	и солнце	2	2
278	на столе	3	2
279	в их	4	2
280	казалось бы	2	2
281	к своему	2	2
282	нем не	4	2
283	одновременно и	4	2
284	они и	3	2
285	в наиболее	3	2
286	в общем	5	2
287	более или	2	2
288	которая в	2	2
289	где они	3	2
290	в году	6	2
291	для них	2	2
292	ли он	2	2
293	и во	4	2
294	все те	2	2
295	было в	2	2
296	в сущности	13	2
297	признать что	2	2
298	вовсе не	19	2
299	если в	3	2
300	и вообще	3	2
301	все то	6	2
302	тут же	2	2
303	меньшей степени	2	2
304	но все	2	2
305	в отрыве	2	2
306	церкви и	4	2
307	другой стороны	2	2
308	это в	3	2
309	нас в	4	2
310	его как	4	2
311	бы в	5	2
312	в этот	3	2
313	мы можем	5	2
314	границы между	9	2
315	целый ряд	2	2
316	и одновременно	5	2
317	на первый	4	2
318	слова и	2	2
319	превращается в	5	2
320	все это	15	2
321	тем что	3	2
322	та же	2	2
323	в особенности	7	2
324	и наконец	5	2
325	и есть	5	2
326	одним из	7	2
327	его и	2	2
328	в течение	3	2
329	и наиболее	2	2
330	во всех	20	2
331	в пределе	6	2
332	есть в	5	2
333	ни с	2	2
334	играют существенную	2	2
335	а за	2	2
336	мир и	5	2
337	он может	2	2
338	в городе	3	2
339	когда он	2	2
340	в мировой	3	2
341	того же	6	2
342	в ряде	4	2
343	зрения на	5	2
344	и внутренней	2	2
345	в других	2	2
346	отрыве от	2	2
347	значения и	2	2
348	это был	2	2
349	это и	10	2
350	дело здесь	3	2
351	если же	2	2
352	глазами и	2	2
353	это время	2	2
354	мы будем	2	2
355	в системе	2	2
356	с помощью	6	2
357	а потому	2	2
