N	2gram	Bakhtin_Fr	EvropaiC
1	таким образом	22	34
2	в том	12	31
3	и в	68	24
4	том что	6	20
5	все эти	16	19
6	не может	5	18
7	то что	11	18
8	может быть	10	17
9	до сих	6	15
10	все же	6	15
11	сих пор	6	15
12	точки зрения	8	14
13	в этом	28	13
14	все это	6	13
15	в своем	11	12
16	с этим	2	12
17	самом деле	5	12
18	между тем	3	12
19	по отношению	3	11
20	но и	17	11
21	отношению к	2	11
22	культуры и	7	11
23	не только	21	10
24	так и	8	10
25	во всех	8	10
26	мы знаем	3	10
27	как и	17	10
28	культуры в	3	10
29	все что	4	10
30	как бы	7	10
31	и не	25	9
32	не в	2	9
33	что в	14	9
34	и все	16	9
35	того же	4	9
36	потому что	3	9
37	при этом	5	9
38	и что	2	9
39	так же	3	8
40	из этих	2	8
41	если бы	3	8
42	для того	5	8
43	в самом	6	8
44	того чтобы	6	8
45	с точки	4	8
46	мы говорили	2	8
47	на самом	7	7
48	для этого	3	7
49	так как	7	7
50	по своей	4	7
51	что он	7	7
52	того что	3	7
53	о котором	2	7
54	не менее	2	7
55	о том	5	7
56	из этого	3	7
57	что и	3	7
58	в этой	15	7
59	вместе с	4	7
60	в мире	6	6
61	только в	9	6
62	все они	5	6
63	еще не	3	6
64	и при	2	6
65	в то	14	6
66	и для	6	6
67	с другой	8	6
68	в общем	2	6
69	и если	2	6
70	и на	16	6
71	как на	3	6
72	с ним	3	6
73	и от	4	5
74	его в	7	5
75	но все	5	5
76	по сравнению	2	5
77	в себе	5	5
78	в состоянии	2	5
79	к этому	6	5
80	в которой	6	5
81	тех кто	2	5
82	лишь в	3	5
83	и их	5	5
84	из них	8	5
85	что это	4	5
86	из всех	4	5
87	по своему	3	5
88	у него	14	5
89	что все	2	5
90	далеко не	3	5
91	но в	20	5
92	именно в	5	5
93	и с	15	5
94	и к	4	5
95	другой стороны	5	5
96	в целом	3	5
97	в его	21	5
98	как будто	2	5
99	сравнению с	2	5
100	быть и	2	5
101	никогда не	2	4
102	и то	2	4
103	что эта	2	4
104	всех этих	5	4
105	хотя бы	2	4
106	в конце	8	4
107	отношение к	11	4
108	и у	2	4
109	конце концов	3	4
110	то же	14	4
111	в их	6	4
112	том же	4	4
113	в области	5	4
114	одним из	2	4
115	в виде	2	4
116	в течение	3	4
117	что для	2	4
118	не так	3	4
119	связи с	8	4
120	в таком	2	4
121	он не	11	4
122	это есть	2	4
123	мы сказали	2	4
124	в дальнейшем	4	4
125	хотя и	2	4
126	мы уже	19	4
127	даже в	4	3
128	данном случае	3	3
129	представление о	2	3
130	и вообще	3	3
131	это не	5	3
132	и потому	6	3
133	не подлежит	4	3
134	и до	14	3
135	гораздо больше	3	3
136	в начале	5	3
137	в настоящее	2	3
138	каждый из	2	3
139	но даже	2	3
140	настоящее время	2	3
141	в этих	8	3
142	конечно не	4	3
143	и других	7	3
144	в связи	7	3
145	и наконец	5	3
146	за ними	2	3
147	у нас	4	3
148	вследствие этого	2	3
149	они должны	2	3
150	сомнению что	3	3
151	прежде всего	23	3
152	отличие от	3	3
153	жизнь и	2	3
154	с одной	5	3
155	в разных	3	3
156	образом в	3	3
157	как известно	3	3
158	одно из	3	3
159	но не	4	3
160	и это	5	3
161	в данном	5	3
162	а в	3	3
163	в нем	12	3
164	в ней	6	3
165	ко всем	3	3
166	с в	2	3
167	в эти	2	3
168	подлежит сомнению	2	3
169	эти элементы	2	3
170	должны быть	2	3
171	было бы	4	3
172	и по	4	3
173	в истории	5	3
174	во всем	4	3
175	в нашем	5	3
176	уже и	2	3
177	тот же	4	3
178	как мы	18	3
179	чем в	2	3
180	образом и	2	2
181	одна из	3	2
182	все то	2	2
183	другими словами	4	2
184	этого явления	2	2
185	меньше чем	3	2
186	то в	2	2
187	только то	2	2
188	но как	5	2
189	из этой	3	2
190	и ее	3	2
191	этот процесс	4	2
192	в свет	3	2
193	то есть	31	2
194	в другом	3	2
195	свою очередь	2	2
196	ему и	2	2
197	друг друга	2	2
198	к тем	2	2
199	в виду	8	2
200	не было	7	2
201	следовательно и	2	2
202	в частности	4	2
203	что они	3	2
204	такой же	3	2
205	одной и	2	2
206	в один	2	2
207	для него	7	2
208	мы видели	6	2
209	он считает	2	2
210	от них	2	2
211	ни для	4	2
212	и так	5	2
213	в эту	7	2
214	для этой	3	2
215	также и	6	2
216	что у	2	2
217	к нему	4	2
218	со своими	2	2
219	в ту	8	2
220	на том	2	2
221	они не	4	2
222	в котором	3	2
223	их в	7	2
224	все его	2	2
225	те же	6	2
226	в своих	7	2
227	в свою	3	2
228	что на	2	2
229	одной стороны	4	2
230	на этом	3	2
231	между ними	4	2
232	на такой	2	2
233	в них	19	2
234	ко всему	2	2
235	всяком случае	2	2
236	общества и	2	2
237	жизни и	6	2
238	а затем	2	2
239	них в	2	2
240	с ними	4	2
241	во всяком	2	2
242	в общей	2	2
243	и особенно	2	2
244	и его	26	2
245	в сущности	15	2
246	же время	13	2
247	и сам	5	2
248	во всей	3	2
249	и весь	2	2
250	и более	2	2
251	этого слова	3	2
252	в себя	2	2
253	той же	9	2
254	все в	2	2
255	вовсе не	18	2
256	в основе	7	2
257	почти все	2	2
258	тем же	2	2
