N	2gram	Trubetskoy	Formalny
1	и в	26	95
2	и не	8	78
3	может быть	10	66
4	в этом	15	61
5	не может	4	57
6	таким образом	22	52
7	так и	6	50
8	точки зрения	13	47
9	в нем	4	42
10	в его	5	42
11	прежде всего	2	41
12	с точки	6	40
13	не в	2	35
14	в самом	4	35
15	в процессе	2	34
16	а не	5	34
17	но и	9	33
18	то же	4	32
19	не только	10	30
20	в том	11	26
21	если бы	3	26
22	то что	7	25
23	при этом	3	24
24	лишь в	5	24
25	связи с	9	23
26	в то	4	22
27	как бы	12	21
28	что в	9	21
29	и с	10	21
30	не менее	3	20
31	и от	4	20
32	с тем	18	20
33	же время	2	20
34	не могут	2	19
35	все это	6	19
36	хотя бы	3	19
37	все же	6	18
38	и все	2	18
39	все эти	6	18
40	в связи	3	18
41	с его	2	18
42	только в	4	18
43	так же	5	16
44	во всяком	6	16
45	с другой	8	16
46	потому что	7	16
47	всяком случае	6	16
48	но в	7	15
49	с другими	4	15
50	так как	9	15
51	во всех	2	15
52	именно в	2	15
53	и на	2	15
54	что он	4	14
55	в своем	3	14
56	еще не	2	14
57	в этой	4	14
58	и потому	6	14
59	жизни и	2	14
60	вместе с	15	14
61	того что	3	13
62	а в	4	13
63	что и	6	13
64	в результате	3	13
65	того чтобы	5	12
66	и здесь	2	12
67	к тому	6	12
68	отношению к	3	12
69	и для	5	12
70	уже не	3	12
71	никогда не	5	11
72	этом отношении	2	11
73	в общем	8	11
74	но не	8	11
75	то ни	2	11
76	для него	3	11
77	между тем	2	11
78	не как	2	10
79	не было	2	10
80	по существу	2	10
81	бы то	2	10
82	мы видели	2	10
83	как о	3	10
84	и как	3	10
85	главным образом	8	10
86	конечно не	2	10
87	он не	4	10
88	быть и	2	9
89	и даже	3	9
90	не могло	2	9
91	в свою	2	9
92	ни было	2	9
93	в других	3	8
94	до сих	5	8
95	одной стороны	7	8
96	и те	3	8
97	в них	2	8
98	с одной	7	8
99	в области	9	8
100	же как	3	8
101	для этого	2	8
102	что это	3	8
103	сих пор	5	8
104	из этого	2	8
105	и является	2	8
106	и к	5	8
107	для того	5	8
108	ясно что	3	8
109	том что	7	7
110	в себе	6	7
111	что именно	2	7
112	или менее	5	7
113	его от	2	7
114	более или	5	7
115	сказать что	2	7
116	к этому	3	7
117	и наконец	2	7
118	и только	4	7
119	но все	7	7
120	ничем не	4	7
121	из них	7	7
122	в которой	3	6
123	в конце	6	6
124	отношение к	5	6
125	в россии	2	6
126	по учению	3	6
127	у них	3	6
128	и это	2	6
129	в этих	4	6
130	те же	2	6
131	его не	2	6
132	один из	2	6
133	к его	2	6
134	из этих	10	6
135	при таком	2	6
136	особенно в	2	6
137	отличается от	2	6
138	о том	6	6
139	в смысле	4	6
140	уже в	2	6
141	только не	2	6
142	учение о	4	6
143	должен был	4	5
144	мы должны	6	5
145	должно было	2	5
146	что оно	4	5
147	к которому	2	5
148	в виду	2	5
149	на все	2	5
150	одной из	5	5
151	так например	2	5
152	не могла	2	5
153	в значительной	3	5
154	и по	4	5
155	можно сказать	3	5
156	как от	2	5
157	если в	3	5
158	в эпоху	7	5
159	в мире	5	5
160	перестает быть	2	5
161	мы можем	2	5
162	в эту	2	5
163	с этой	3	5
164	к нему	7	5
165	не имеет	5	5
166	в самой	2	5
167	в котором	4	5
168	в отношении	6	5
169	приводит к	2	5
170	и что	4	5
171	как на	8	5
172	и сами	2	4
173	наконец в	2	4
174	одним из	2	4
175	конце концов	3	4
176	тогда когда	2	4
177	должна была	2	4
178	он в	2	4
179	того же	6	4
180	так чтобы	2	4
181	самого начала	2	4
182	и тогда	4	4
183	с самого	3	4
184	но при	2	4
185	тем не	3	4
186	целый ряд	4	4
187	превращается в	2	4
188	в таком	3	4
189	и другие	3	4
190	и о	3	4
191	но если	2	4
192	на западе	3	4
193	не к	2	4
194	или иначе	3	4
195	и действительно	2	4
196	или иное	2	4
197	между этими	2	4
198	и если	3	3
199	или иной	2	3
200	всех других	2	3
201	для всех	2	3
202	не всегда	2	3
203	и при	3	3
204	так что	3	3
205	связано с	2	3
206	к сожалению	3	3
207	со всеми	2	3
208	подойти к	3	3
209	что о	2	3
210	от них	2	3
211	и иной	2	3
212	так или	3	3
213	с другом	5	3
214	состоит в	2	3
215	числе и	4	3
216	ли они	2	3
217	в качестве	3	3
218	исторического развития	2	3
219	требует от	2	3
220	тот же	2	3
221	культуры и	3	3
222	можно только	2	3
223	этими двумя	2	3
224	из своих	2	3
225	друг с	5	3
226	то или	2	3
227	том числе	5	3
228	и из	2	3
229	не с	2	3
230	на нее	3	3
231	на то	2	3
232	когда он	3	3
233	к одной	2	3
234	в которых	4	3
235	из себя	2	3
236	именно из	2	3
237	в одном	3	3
238	можно назвать	2	3
239	и особенно	2	3
240	ничего общего	2	3
241	же самое	2	3
242	тем и	2	3
243	оно является	2	3
244	связанных с	2	2
245	не потому	2	2
246	в виде	4	2
247	а с	7	2
248	не должны	2	2
249	к ним	3	2
250	общего с	2	2
251	связь с	2	2
252	ему в	2	2
253	и материальной	2	2
254	мы имеем	2	2
255	этой точки	2	2
256	в русском	2	2
257	в создании	2	2
258	для этих	2	2
259	в силу	5	2
260	быть даже	2	2
261	представление о	6	2
262	и мир	2	2
263	творца и	2	2
264	и нет	3	2
265	из этой	2	2
266	литературы мы	2	2
267	той или	2	2
268	нее не	2	2
269	совершенно иной	2	2
270	ее с	2	2
271	так называемые	3	2
272	связан с	2	2
273	на этот	4	2
274	очень много	2	2
275	далеко не	4	2
276	бы например	2	2
