N	2gram	Tiupa_Narr	slovoVRo
1	и в	19	92
2	то есть	19	64
3	в нем	4	59
4	может быть	25	59
5	и его	5	59
6	и не	20	51
7	не только	32	44
8	не может	10	41
9	но и	23	39
10	в этом	17	36
11	а не	12	34
12	так и	9	30
13	точки зрения	10	30
14	могут быть	3	29
15	и др	2	29
16	языка и	2	29
17	в пределах	2	29
18	в его	9	27
19	как бы	4	24
20	то же	4	23
21	и на	3	22
22	не в	14	21
23	в сущности	3	21
24	как в	7	21
25	в то	3	20
26	прежде всего	4	19
27	как мы	3	19
28	или иной	5	18
29	как и	7	18
30	себя в	5	18
31	же время	4	18
32	все же	7	17
33	оно не	2	17
34	все эти	2	17
35	в основе	5	17
36	и даже	3	17
37	отличие от	5	16
38	при этом	9	16
39	но в	6	16
40	той или	4	15
41	и с	4	15
42	в той	6	15
43	с точки	2	15
44	в отличие	5	14
45	только в	4	14
46	это не	2	13
47	точка зрения	6	13
48	с его	6	13
49	в особенности	4	13
50	и для	2	13
51	с другой	8	13
52	никогда не	3	12
53	и потому	2	12
54	отношение к	2	12
55	а в	11	12
56	или в	2	12
57	еще не	7	12
58	точек зрения	2	12
59	один из	3	11
60	одной стороны	7	11
61	всех его	2	11
62	с одной	7	11
63	для него	2	11
64	в своем	2	10
65	в том	18	10
66	и все	2	10
67	она не	2	10
68	в себе	8	10
69	далеко не	5	10
70	уже не	5	10
71	зрения на	2	10
72	может не	3	10
73	его в	2	9
74	одним из	2	9
75	или менее	2	9
76	к нему	5	9
77	более или	2	9
78	сказать что	4	9
79	одна из	3	9
80	с ее	3	9
81	героя и	4	9
82	но не	6	9
83	он не	3	9
84	в ней	3	8
85	не на	2	8
86	в значительной	2	8
87	человека в	2	8
88	перед нами	4	7
89	том что	14	7
90	о нем	4	7
91	связи с	4	7
92	например в	2	7
93	у него	4	7
94	значительной степени	2	7
95	здесь не	4	7
96	но все	4	7
97	жизни и	3	7
98	не было	2	7
99	в таком	2	7
100	даже в	2	6
101	ничего не	2	6
102	наконец в	2	6
103	как к	2	6
104	роль в	2	6
105	точку зрения	4	6
106	а также	7	6
107	что в	3	6
108	ни в	3	6
109	дело с	2	6
110	двуголосого слова	3	6
111	в качестве	21	6
112	можно сказать	5	6
113	другой стороны	4	6
114	говорить о	2	6
115	хотя бы	4	6
116	именно в	6	6
117	в свою	3	6
118	себя и	2	6
119	по себе	5	6
120	мира и	2	6
121	между тем	3	6
122	не как	2	5
123	героя в	8	5
124	не менее	3	5
125	отношению к	6	5
126	хотя и	3	5
127	особенно в	3	5
128	или напротив	4	5
129	в данном	5	5
130	по отношению	7	5
131	в результате	2	5
132	этом отношении	3	5
133	не является	8	5
134	должна быть	2	5
135	на протяжении	6	5
136	не с	3	5
137	они не	2	5
138	о том	6	5
139	оно может	2	5
140	уже в	3	5
141	или даже	2	5
142	в противовес	4	5
143	так же	2	4
144	но как	2	4
145	и ее	2	4
146	вокруг него	2	4
147	что он	6	4
148	не всегда	2	4
149	однако в	2	4
150	свою очередь	3	4
151	в частности	14	4
152	того что	2	4
153	те же	4	4
154	не столько	4	4
155	же как	3	4
156	одной из	4	4
157	его как	2	4
158	и как	5	4
159	к тому	7	4
160	зрения и	2	4
161	в литературе	2	4
162	при всем	2	4
163	они в	2	4
164	из них	3	4
165	отношения к	2	4
166	в себя	6	4
167	по существу	2	4
168	на первый	2	4
169	как раз	2	4
170	данном случае	4	3
171	нуждается в	5	3
172	включает в	2	3
173	которого он	2	3
174	такого рода	7	3
175	как это	6	3
176	на том	3	3
177	говорит и	2	3
178	между собой	2	3
179	не предполагает	5	3
180	и до	2	3
181	было бы	4	3
182	а иногда	2	3
183	в первом	3	3
184	этого слова	2	3
185	или иного	2	3
186	того или	2	3
187	из этих	3	3
188	подход к	2	3
189	в собственном	2	3
190	высказывания и	3	3
191	не все	5	3
192	по всей	2	3
193	отличается от	4	3
194	в чужой	2	3
195	на него	3	3
196	во второй	2	3
197	тем что	3	3
198	в связи	2	3
199	жизни в	3	3
200	не могло	2	3
201	рассказ в	2	3
202	всей вероятности	2	3
203	не есть	3	3
204	в этой	5	3
205	в форме	5	3
206	и тем	4	3
207	мифологическое мышление	2	2
208	она может	2	2
209	к себе	5	2
210	как ни	2	2
211	по своей	3	2
212	и есть	2	2
213	это и	3	2
214	есть в	2	2
215	а с	3	2
216	то что	11	2
217	в прошлом	3	2
218	одного из	4	2
219	высказывания в	6	2
220	которая в	2	2
221	этой точки	2	2
222	и т.п	8	2
223	между ними	2	2
224	в известном	2	2
225	что не	4	2
226	в ее	3	2
227	что они	3	2
228	во всей	2	2
229	без исключения	2	2
230	в двух	2	2
231	для автора	2	2
232	да и	4	2
233	все то	2	2
234	первом случае	2	2
235	известном смысле	2	2
236	то в	6	2
237	утверждать что	2	2
238	независимо от	2	2
239	время в	2	2
240	можно было	2	2
241	бы быть	3	2
242	та же	2	2
243	же в	4	2
244	в области	2	2
245	то или	3	2
246	при всех	2	2
247	мира в	5	2
248	ни было	3	2
249	тем не	3	2
250	совершенно не	2	2
251	а именно	3	2
252	в какой	2	2
253	с человеком	2	2
254	как известно	2	2
255	нет и	2	2
256	от всех	2	2
257	столь же	3	2
258	в последние	2	2
259	или иначе	3	2
260	приводит к	2	2
261	и одновременно	2	2
262	несмотря на	2	2
263	или иное	2	2
264	не обязательно	3	2
265	только о	2	2
266	и только	2	2
267	нового времени	2	2
268	жизни но	2	2
