N	2gram	Bakhtin_Pr	FransuaR
1	и в	59	367
2	то есть	64	209
3	в этом	40	112
4	и т.п	8	108
5	и не	66	101
6	таким образом	22	100
7	и его	21	99
8	в его	44	98
9	прежде всего	17	92
10	не только	26	87
11	мы уже	4	85
12	но и	22	84
13	как бы	40	82
14	все эти	12	79
15	вовсе не	13	77
16	в романе	12	77
17	как и	21	76
18	в нем	38	75
19	но в	7	75
20	и на	15	72
21	в том	17	71
22	как мы	10	71
23	то же	15	66
24	и все	4	66
25	так и	13	65
26	в этой	5	65
27	в них	5	65
28	в сущности	11	64
29	и с	10	64
30	в то	15	63
31	все это	12	62
32	во всех	8	62
33	же время	10	55
34	что в	14	52
35	в своем	12	51
36	только в	15	48
37	так как	11	46
38	и до	5	46
39	том что	15	45
40	уже говорили	2	44
41	здесь в	3	41
42	то что	21	41
43	жизни и	21	40
44	у него	9	40
45	в самом	19	38
46	точки зрения	36	37
47	в ней	8	37
48	с его	14	36
49	может быть	38	35
50	мы видим	5	35
51	о том	5	35
52	сказать что	9	34
53	и даже	4	34
54	в себе	9	34
55	рядом с	16	32
56	в конце	9	32
57	он не	11	32
58	мы видели	3	32
59	для него	23	32
60	в своей	17	31
61	нового времени	4	31
62	до конца	11	31
63	в литературе	7	31
64	так же	10	30
65	никогда не	19	30
66	и потому	9	30
67	той же	7	30
68	один из	4	30
69	потому что	20	30
70	но он	3	30
71	в духе	3	29
72	в этих	5	29
73	не может	31	29
74	еще не	11	29
75	его в	6	29
76	не в	10	29
77	при этом	5	29
78	в одном	14	29
79	в особенности	2	29
80	что он	16	29
81	из них	8	28
82	в основе	6	28
83	всех этих	3	28
84	в той	9	28
85	здесь и	2	28
86	и к	5	28
87	роль в	2	27
88	сих пор	3	27
89	и другие	4	27
90	до сих	3	27
91	и их	7	27
92	все же	9	27
93	кроме того	3	26
94	все они	4	26
95	в условиях	4	26
96	на самом	5	25
97	в области	3	25
98	но это	7	25
99	мира и	8	25
100	отношение к	4	24
101	того чтобы	5	24
102	в ее	4	24
103	и от	3	24
104	в частности	2	24
105	например в	5	24
106	но не	13	24
107	в большинстве	3	24
108	как в	10	24
109	и у	6	24
110	он и	9	24
111	так сказать	8	23
112	и для	5	23
113	это не	13	23
114	в их	5	23
115	с ним	13	23
