N	2gram	Propp_Morf	Freidism
1	и не	16	34
2	таким образом	26	34
3	точки зрения	7	31
4	не может	19	30
5	и пр	45	29
6	может быть	61	28
7	и в	17	28
8	в этом	18	28
9	прежде всего	14	26
10	и его	3	22
11	мы можем	5	20
12	как бы	6	19
13	как мы	8	18
14	то что	10	17
15	вовсе не	6	16
16	так как	20	15
17	с точки	6	15
18	все эти	5	15
19	самом деле	4	14
20	так и	10	14
21	во всех	6	13
22	но в	4	13
23	как и	4	13
24	по отношению	7	13
25	том что	7	12
26	то же	10	12
27	что он	5	12
28	ни в	3	12
29	для него	2	12
30	все это	2	12
31	сказать что	4	11
32	его в	4	11
33	отношению к	7	11
34	только в	3	11
35	не только	8	10
36	но и	9	10
37	не в	3	10
38	он не	5	10
39	в том	10	10
40	мы уже	4	10
41	один из	7	10
42	что же	2	10
43	мы должны	3	9
44	могут быть	21	9
45	к этому	4	9
46	и др	12	9
47	к нему	3	9
48	в чем	2	9
49	уже не	4	9
50	мы не	8	9
51	а не	11	9
52	во всяком	2	9
53	с его	3	9
54	все же	9	8
55	с этим	14	8
56	было бы	5	8
57	еще не	4	8
58	с другими	2	8
59	а в	8	8
60	на этом	4	8
61	всяком случае	2	8
62	в каком	2	7
63	не могут	7	7
64	в то	4	7
65	что в	10	7
66	и ее	5	7
67	хотя бы	5	7
68	и для	4	7
69	быть и	2	7
70	роль в	2	7
71	не является	4	7
72	того что	3	7
73	и у	3	7
74	но не	8	7
75	об этом	5	7
76	если мы	6	7
77	и к	4	7
78	из них	4	7
79	в этой	3	7
80	на самом	4	6
81	но мы	3	6
82	мы имеем	19	6
83	из этих	2	6
84	не менее	7	6
85	для того	3	6
86	и только	3	6
87	если он	2	6
88	в пределах	3	6
89	она не	2	6
90	к тому	5	6
91	что такое	3	6
92	можно сказать	2	6
93	большинстве случаев	3	6
94	совсем не	3	6
95	и что	3	6
96	во время	6	6
97	учение о	5	6
98	в основе	2	6
99	что это	3	5
100	ничего не	5	5
101	со стороны	5	5
102	тех же	4	5
103	что она	2	5
104	в которой	3	5
105	и по	3	5
106	от того	4	5
107	во второй	2	5
108	на первый	3	5
109	в этих	17	5
110	как это	7	5
111	не знает	2	5
112	увидим что	2	5
113	что и	10	5
114	ее в	3	5
115	тому что	5	5
116	далеко не	5	5
117	в своих	2	5
118	в большинстве	3	5
119	это не	6	5
120	того чтобы	4	5
121	говорить о	4	5
122	данном случае	2	4
123	одна из	5	4
124	в таких	3	4
125	так же	4	4
126	но это	6	4
127	в собственном	3	4
128	в другом	2	4
129	тем не	7	4
130	на него	4	4
131	этом отношении	2	4
132	если бы	3	4
133	мы увидим	10	4
134	не всегда	10	4
135	в последнем	3	4
136	и за	2	4
137	у него	2	4
138	как в	5	4
139	к ней	3	4
140	между собой	5	4
141	по своему	2	4
142	потому что	7	4
143	а потому	2	4
144	этот вопрос	4	4
145	не существует	3	4
146	главным образом	5	4
147	смысле слова	4	4
148	в целом	5	4
149	должны быть	2	4
150	себя и	2	4
151	то ни	3	4
152	это и	3	4
153	в данном	2	4
154	а вовсе	2	3
155	независимо от	4	3
156	не будем	5	3
157	в результате	8	3
158	к себе	2	3
159	где оно	2	3
160	и даже	2	3
161	и тот	2	3
162	тем же	2	3
163	и как	6	3
164	и таким	2	3
165	одним из	2	3
166	и при	3	3
167	у нас	3	3
168	этого не	2	3
169	о мотивах	2	3
170	чаще всего	11	3
171	наших дней	2	3
172	в какой	3	3
173	на этот	2	3
174	не так	2	3
175	сказать о	2	3
176	в самых	2	3
177	о том	6	3
178	это уже	3	3
179	они не	3	3
180	в совершенно	2	3
181	оно может	4	3
182	если это	3	3
183	собственном смысле	3	3
184	оно не	2	3
185	их в	2	3
186	но для	3	3
187	ответ на	2	3
188	приводит к	3	3
189	и этим	7	3
190	в одном	2	3
191	в основу	2	3
192	что мы	2	3
193	очень важный	2	3
194	себя в	2	3
195	мы видим	15	3
196	на другие	2	3
197	и есть	3	3
198	случае не	4	3
199	в нашем	6	3
200	во втором	7	3
201	между тем	5	3
202	бы то	3	3
203	во сне	2	3
204	в одну	2	2
205	самого себя	2	2
206	вопрос о	10	2
207	вот как	2	2
208	в различных	2	2
209	а также	7	2
210	то в	3	2
211	но эти	3	2
212	выпадает из	2	2
213	в круг	2	2
214	не входит	2	2
215	или другими	2	2
216	в одной	2	2
217	таких случаях	2	2
218	пр и	3	2
219	бы в	2	2
220	превращается в	2	2
221	дело не	2	2
222	это было	3	2
223	в глаза	2	2
224	его и	2	2
225	также в	2	2
226	есть и	4	2
227	то мы	5	2
228	или же	7	2
229	друг друга	3	2
230	возникает вопрос	3	2
231	а на	3	2
232	но так	2	2
233	связана с	3	2
234	при помощи	12	2
235	и тем	3	2
236	он должен	3	2
237	в некоторых	4	2
238	в поле	5	2
239	только для	2	2
240	ни было	2	2
241	и другие	6	2
242	можно сделать	2	2
243	ничем не	2	2
244	для нас	2	2
245	между собою	2	2
246	по всему	3	2
247	с одной	2	2
248	должна быть	2	2
249	а с	2	2
250	очень много	2	2
251	на работу	2	2
252	наука о	2	2
253	и этот	2	2
254	не имеет	2	2
255	вообще не	2	2
256	также и	6	2
257	с другой	9	2
258	реагирует на	3	2
259	они и	5	2
260	заметить что	11	2
261	входит в	4	2
262	но все	4	2
263	одной стороны	2	2
264	от других	2	2
265	из которых	5	2
266	представляет собой	17	2
267	и их	3	2
268	но как	3	2
269	но если	10	2
270	всех других	2	2
271	там где	5	2
272	три года	4	2
273	могли бы	2	2
274	в качестве	8	2
275	по их	5	2
276	в первом	5	2
277	если же	5	2
278	что при	3	2
279	ясно что	5	2
