N	3gram	Vygotskiy_	StatiiOP
1	в том что	41	47
2	о том что	3	29
3	в этом отношении	9	24
4	для того чтобы	14	19
5	до сих пор	3	19
6	с точки зрения	11	14
7	во всяком случае	10	13
8	с другой стороны	5	13
9	то обстоятельство что	4	11
10	не может быть	5	11
11	в самом деле	4	9
12	на то что	5	9
13	можно было бы	8	9
14	вместе с тем	11	9
15	тем не менее	6	8
16	по этому поводу	4	7
17	в этой области	2	7
18	заключается в том	18	7
19	в то время	5	7
20	и в этом	2	7
21	по отношению к	3	6
22	так и в	2	6
23	в том отношении	2	6
24	так же как	9	6
25	том что в	3	6
26	речь идет о	2	6
27	в том смысле	3	6
28	в этом смысле	7	6
29	с тем что	4	5
30	с самого начала	6	5
31	что он не	2	5
32	в свое время	2	5
33	то время как	5	5
34	то что в	3	5
35	тот факт что	7	5
36	в том чтобы	2	5
37	ничего общего с	2	4
38	говорит об этом	2	4
39	сами по себе	4	4
40	в другом месте	3	4
41	в связи с	8	4
42	с одной стороны	8	4
43	что и в	6	4
44	того или иного	2	4
45	в первую очередь	2	3
46	в известном смысле	2	3
47	в том числе	3	3
48	только в том	4	3
49	одним и тем	4	3
50	том смысле что	2	3
51	совершенно так же	2	3
52	на этот раз	2	3
53	так как в	2	3
54	в этом случае	4	3
55	и тем же	4	3
56	а с другой	4	3
57	более или менее	3	3
58	состоит в том	4	3
59	только потому что	2	3
60	если принять во	2	3
61	принять во внимание	2	3
62	нельзя не признать	2	2
63	то же самое	9	2
64	как мы видели	4	2
65	сам по себе	2	2
66	если бы мы	2	2
67	в какой степени	2	2
68	как и в	3	2
69	и в результате	3	2
70	той или иной	2	2
71	независимо от того	3	2
72	в обоих случаях	2	2
73	в отличие от	8	2
74	между тем как	4	2
75	на этот вопрос	2	2
76	в зависимости от	6	2
77	точно так же	4	2
78	хотя бы и	2	2
79	том числе и	3	2
80	что мы знаем	7	2
81	и вместе с	2	2
82	и то что	3	2
83	в свою очередь	3	2
