N	2gram	Voloshinov	EvropaiC
1	таким образом	29	34
2	в том	13	31
3	и в	32	24
4	том что	12	20
5	все эти	8	19
6	не может	40	18
7	то что	12	18
8	может быть	50	17
9	до сих	10	15
10	все же	13	15
11	сих пор	10	15
12	точки зрения	48	14
13	в этом	27	13
14	все это	4	13
15	в своем	3	12
16	с этим	6	12
17	самом деле	18	12
18	между тем	8	12
19	по отношению	10	11
20	но и	17	11
21	отношению к	9	11
22	культуры и	2	11
23	не только	18	10
24	так и	21	10
25	во всех	13	10
26	мы знаем	7	10
27	как и	19	10
28	как бы	31	10
29	в результате	9	9
30	друг с	2	9
31	и не	42	9
32	не в	13	9
33	что в	5	9
34	и все	8	9
35	на то	4	9
36	с другом	2	9
37	того же	11	9
38	потому что	2	9
39	при этом	13	9
40	и что	2	9
41	так же	10	8
42	из этих	3	8
43	или менее	3	8
44	если бы	12	8
45	для того	8	8
46	к тому	8	8
47	более или	3	8
48	в самом	14	8
49	того чтобы	9	8
50	с точки	31	8
51	касается до	2	8
52	мы говорили	3	8
53	ясно что	6	8
54	на самом	10	7
55	в сознании	2	7
56	в психике	2	7
57	так как	5	7
58	что он	5	7
59	того что	5	7
60	не менее	5	7
61	о том	4	7
62	из этого	2	7
63	что и	5	7
64	в этой	3	7
65	вместе с	2	7
66	только в	14	6
67	у них	2	6
68	еще не	7	6
69	и при	3	6
70	так что	2	6
71	в то	7	6
72	должна быть	6	6
73	и для	15	6
74	с другой	6	6
75	и если	2	6
76	и на	8	6
77	мы можем	6	6
78	лишь при	2	6
79	как на	2	6
80	тому же	2	6
81	и от	6	5
82	его в	7	5
83	но все	4	5
84	в себе	5	5
85	должно быть	4	5
86	к этому	10	5
87	в которой	4	5
88	как к	2	5
89	лишь в	17	5
90	на все	2	5
91	и их	2	5
92	из них	3	5
93	что это	3	5
94	так или	2	5
95	у него	2	5
96	что все	3	5
97	далеко не	5	5
98	но в	13	5
99	столь же	2	5
100	именно в	6	5
101	или иначе	3	5
102	и с	4	5
103	и к	3	5
104	другой стороны	7	5
105	в целом	2	5
106	не будет	7	5
107	между двумя	4	5
108	в его	10	5
109	быть и	9	5
110	никогда не	7	4
111	и то	4	4
112	не могут	4	4
113	мы должны	4	4
114	всех этих	2	4
115	хотя бы	8	4
116	то ни	12	4
117	тем не	3	4
118	в конце	5	4
119	целый ряд	3	4
120	социальной жизни	3	4
121	и т.д	6	4
122	конце концов	3	4
123	то же	19	4
124	в их	5	4
125	в области	3	4
126	одним из	4	4
127	совершенно не	6	4
128	между собой	3	4
129	не так	2	4
130	этом случае	3	4
131	культуры как	2	4
132	не есть	6	4
133	из которых	2	4
134	данный момент	2	4
135	связи с	22	4
136	в таком	8	4
137	он не	5	4
138	мы сказали	4	4
139	если мы	17	4
140	в дальнейшем	3	4
141	мы уже	7	4
142	и вообще	3	3
143	вопрос о	6	3
144	это не	5	3
145	и потому	7	3
146	и до	4	3
147	от него	4	3
148	в начале	7	3
149	тем более	3	3
150	в настоящее	6	3
151	бы в	4	3
152	ни было	15	3
