N	2gram	Vygotskiy_	Analitik
1	не только	16	71
2	и в	65	66
3	в качестве	2	61
4	но и	6	57
5	в том	46	52
6	может быть	33	52
7	в частности	3	51
8	в этом	37	51
9	как и	12	50
10	и не	20	48
11	а не	11	42
12	том что	28	40
13	при этом	10	40
14	так и	3	35
15	то есть	30	35
16	в мире	3	31
17	состоит в	4	30
18	представляет собой	3	30
19	не может	17	29
20	как бы	29	29
21	отнюдь не	2	29
22	а в	9	28
23	в его	11	27
24	и его	8	27
25	не в	12	26
26	но не	3	26
27	в себе	9	24
28	иначе говоря	10	23
29	к тому	18	22
30	и даже	4	22
31	в этой	20	22
32	что в	36	22
33	о том	17	20
34	но в	5	19
35	в своей	6	19
36	то же	17	19
37	в самом	41	19
38	с его	2	19
39	в то	5	18
40	в данном	5	18
41	тем самым	4	17
42	с другой	8	17
43	со стороны	4	17
44	в целом	8	17
45	только в	9	17
46	то что	61	16
47	что и	7	16
48	в их	3	15
49	прежде всего	2	15
50	в сущности	16	15
51	уже не	2	15
52	и на	7	15
53	между тем	10	15
54	данном случае	5	14
55	того же	4	14
56	мы имеем	2	14
57	далеко не	3	14
58	столь же	5	14
59	по себе	5	13
60	ничего не	4	13
61	точки зрения	19	13
62	как раз	14	13
63	этого слова	5	13
64	для него	4	13
65	он не	11	13
66	тому же	2	13
67	никогда не	9	12
68	и к	5	12
69	есть не	2	12
70	как это	13	12
71	в первой	2	12
72	еще не	3	12
73	как в	8	12
74	в конечном	2	12
75	даже в	2	11
76	в свою	6	11
77	это не	7	11
78	и как	10	11
79	не с	2	11
80	можно сказать	2	11
81	той же	6	11
82	в той	8	11
83	не следует	3	11
84	в конце	5	10
85	едва ли	4	10
86	все же	10	10
87	один из	7	10
88	было бы	22	10
89	того или	2	10
90	и одновременно	2	10
91	с одной	7	10
92	именно в	3	10
93	со своей	3	10
94	совпадает с	2	10
95	здесь не	3	10
96	отношения к	3	10
97	в своем	8	9
98	того что	9	9
99	одной стороны	6	9
100	свою очередь	3	9
101	имеет место	2	9
102	или иного	2	9
103	другой стороны	5	9
104	во всех	4	9
105	в результате	3	9
106	только не	3	9
107	что касается	2	9
108	том чтобы	2	9
109	автора и	2	9
110	в русской	4	9
111	говорит о	6	9
112	говорить о	3	9
113	таким образом	21	9
114	вместе с	10	9
115	перед нами	12	8
116	роль в	2	8
117	что он	23	8
118	дело с	5	8
119	и все	14	8
120	одного из	2	8
121	в основе	5	8
122	между двумя	3	8
123	о его	2	8
124	дело не	3	8
125	если бы	22	8
126	не является	2	8
127	как известно	2	8
128	в сторону	2	8
129	с точки	11	8
130	с ним	6	8
131	в другом	6	7
132	как говорит	2	7
133	и тем	4	7
134	место в	6	7
135	на его	2	7
136	в ее	9	7
137	все это	12	7
138	во всяком	6	7
139	одна из	6	7
140	по преимуществу	2	7
141	художественного произведения	2	7
142	несмотря на	7	7
143	как будто	13	7
144	и для	4	7
145	у него	6	7
146	или иначе	2	7
147	в одном	9	7
148	однако не	3	7
149	всяком случае	6	7
150	внимание на	4	7
151	как мы	12	7
152	в таком	6	7
153	не мог	4	7
154	его в	5	6
155	для всех	2	6
156	если в	2	6
157	что не	5	6
158	с другим	2	6
159	в силу	2	6
160	должен быть	4	6
161	казалось бы	7	6
162	от своего	2	6
163	те же	2	6
164	в нем	8	6
165	что на	4	6
166	не будет	2	6
167	тем более	2	6
168	или в	6	6
169	он был	3	6
170	и то	10	6
171	хотя бы	3	6
172	могла бы	6	6
173	из этих	6	6
174	же в	2	6
175	во всем	2	6
176	художественное произведение	2	6
177	одного и	2	6
178	более чем	2	6
179	и более	4	6
180	есть в	3	6
181	на этом	6	6
182	из которых	6	6
183	из них	10	6
184	не более	3	6
185	по его	3	6
186	вовсе не	11	6
187	не могут	2	5
188	но как	3	5
189	каждый из	3	5
190	совершенно не	8	5
191	так что	10	5
192	самом деле	33	5
193	в романе	2	5
194	в один	4	5
195	в искусстве	2	5
196	а с	4	5
197	может служить	8	5
198	не так	4	5
199	в эту	2	5
200	в общем	4	5
201	он в	3	5
202	в них	4	5
203	речь идет	7	5
204	с той	8	5
205	и по	2	5
206	и до	4	5
207	все эти	7	5
208	мы не	7	5
209	на примере	3	5
210	в первом	3	5
211	принадлежит к	3	5
212	тот же	5	5
213	я не	9	5
214	и здесь	9	5
215	к его	2	5
216	одно из	4	5
217	к этому	5	5
218	по выражению	2	5
219	и он	5	5
220	бы быть	2	5
221	с ее	5	5
222	и смерти	3	5
223	для того	18	5
224	и их	2	5
225	в этих	3	5
226	такой же	2	5
227	тем что	7	5
228	еще и	2	5
229	ни в	6	5
230	в котором	7	5
231	все что	2	5
232	будто бы	3	5
233	с таким	4	5
234	что мы	6	5
235	все они	3	4
236	его к	2	4
237	в полном	4	4
238	и ее	4	4
239	вслед за	4	4
240	отношение к	2	4
241	как к	6	4
242	одним из	2	4
243	были бы	5	4
244	как он	2	4
245	как у	2	4
246	только на	3	4
247	в действительности	3	4
248	была бы	5	4
249	на две	3	4
250	о нем	2	4
251	и о	6	4
252	шекспира и	2	4
253	к нему	2	4
254	указывает на	8	4
255	и что	29	4
256	потому что	26	4
257	все прочие	2	4
258	связь с	5	4
259	нам не	2	4
260	в чем	3	4
261	что же	3	4
262	здесь в	4	4
263	того чтобы	21	4
264	и во	3	4
265	воли и	2	4
266	жизнь и	2	4
267	и т	19	4
268	бы и	2	4
269	сказать что	14	4
270	по своему	6	4
271	но при	2	4
272	обратиться к	4	4
273	с этим	11	4
274	но это	6	4
275	однако и	3	4
276	что она	34	4
277	бы в	3	4
278	в которой	8	4
279	представляют собой	3	4
280	в двух	11	4
281	который не	7	4
282	отличается от	2	4
283	об этом	4	4
284	на него	3	4
285	что по	3	4
286	сюжет и	2	4
287	ее в	7	4
288	мы уже	12	4
289	в своих	6	4
290	и если	13	4
291	могли бы	6	4
292	к самому	4	4
293	смысл его	2	4
294	не было	4	4
295	бы не	5	4
296	это и	4	4
297	и есть	3	4
298	ясно говорит	2	4
299	на самом	3	3
300	очевидно что	4	3
301	идет о	8	3
302	мы должны	3	3
303	повествования и	2	3
304	же мере	2	3
305	от него	2	3
306	она может	4	3
307	для нее	2	3
308	автор как	3	3
309	слова как	3	3
310	в виду	6	3
311	к своему	2	3
312	т п	7	3
313	одной и	4	3
314	при таком	4	3
315	тем в	3	3
316	в такой	5	3
317	рассказ о	2	3
318	с тем	14	3
319	нам кажется	2	3
320	она не	10	3
321	мы узнаем	3	3
322	к этой	3	3
323	при анализе	2	3
324	для читателя	2	3
325	гораздо более	2	3
326	тех пор	2	3
327	в ней	23	3
328	и те	2	3
329	между собой	2	3
330	ли он	4	3
331	что все	10	3
332	в тех	5	3
333	заключается в	13	3
334	связи с	2	3
335	и я	3	3
336	что они	9	3
337	во время	4	3
338	и больше	2	3
339	как нельзя	3	3
340	иметь дело	3	3
341	в одну	2	3
342	для этого	9	3
343	никак не	12	3
344	например в	5	3
345	не от	2	3
346	и той	4	3
347	независимо от	2	3
348	так как	13	3
349	так сказать	6	3
350	в словах	2	3
351	можно было	7	3
352	всех этих	2	3
353	о котором	5	3
354	это было	4	3
355	который как	2	3
356	и может	5	3
357	что как	4	3
358	только для	3	3
359	и наконец	2	3
360	в речи	3	3
361	в жизни	6	3
362	с этой	5	3
363	где он	3	3
364	смысл и	8	3
365	в рассказе	9	3
366	в какой	8	3
367	сюжета и	2	3
368	сами по	3	3
369	на этот	2	3
370	они не	2	3
371	что у	7	3
372	на свою	2	3
373	на то	25	3
374	сам автор	5	3
375	когда он	8	3
376	и с	4	3
377	тогда когда	2	3
378	жизни и	6	3
379	о ее	5	3
380	из этого	10	3
381	сам по	2	3
382	как на	9	3
383	только одно	3	3
384	же самое	14	3
385	быть не	2	3
386	всякий раз	6	3
387	не к	5	3
388	но с	2	3
389	и без	2	3
390	мы могли	5	3
391	но он	5	3
392	смысла и	3	3
393	все более	4	2
394	оно есть	2	2
395	при помощи	7	2
396	о которых	10	2
397	в драме	2	2
398	с теми	4	2
399	к художественному	2	2
400	сущности говоря	10	2
401	но мы	4	2
402	могло бы	4	2
403	следует отнести	2	2
404	так же	12	2
405	для нас	14	2
406	не имеют	4	2
407	композиции как	2	2
408	в одной	2	2
409	на эту	2	2
410	человек и	2	2
411	еще раз	3	2
412	у читателя	4	2
413	внимание к	2	2
414	к себе	2	2
415	не могла	2	2
416	означало бы	2	2
417	к которому	3	2
418	и прежде	2	2
419	он как	2	2
420	для художественного	3	2
421	и эти	2	2
422	как показывает	2	2
423	что именно	3	2
424	события в	3	2
425	к чему	6	2
426	это только	4	2
427	имеет в	2	2
428	ни одно	2	2
429	когда мы	5	2
430	своей жизни	2	2
431	противоречие с	4	2
432	но сам	2	2
433	в обратном	3	2
434	что ни	3	2
435	от других	2	2
436	не должна	2	2
437	в отдельности	2	2
438	так например	5	2
439	как я	2	2
440	на которую	2	2
441	со всей	3	2
442	тому что	10	2
443	следует что	2	2
444	борьбу с	4	2
445	с другом	2	2
446	у всех	4	2
447	что этот	5	2
448	этой точки	2	2
449	для чего	2	2
450	смысле этого	5	2
451	на все	2	2
452	вступить в	2	2
453	там где	7	2
454	для автора	2	2
455	что даже	2	2
456	все их	2	2
457	по одному	2	2
458	что с	4	2
459	следует понимать	3	2
460	одновременно и	3	2
461	в нас	7	2
462	и другими	2	2
463	здесь мы	6	2
464	же точно	6	2
465	во всей	3	2
466	прибегать к	3	2
467	слов и	2	2
468	по существу	4	2
469	в которую	3	2
470	но эта	3	2
471	одно и	4	2
472	мы видим	15	2
473	под этим	2	2
474	событий и	3	2
475	что это	19	2
476	или не	3	2
477	в стихах	3	2
478	совершенно очевидно	3	2
479	интересно что	3	2
480	с этими	2	2
481	то и	3	2
482	утверждать что	2	2
483	дело и	3	2
484	время в	5	2
485	истинный смысл	5	2
486	создания и	2	2
487	а на	2	2
488	на это	6	2
489	и конечно	3	2
490	думать что	3	2
491	мы можем	12	2
492	в глаза	3	2
493	до тех	2	2
494	бы это	5	2
495	и та	3	2
496	автора в	2	2
497	либо в	6	2
498	как если	3	2
499	полагал что	3	2
500	та же	6	2
501	это делает	2	2
502	и вот	6	2
503	должен был	4	2
504	что автор	6	2
505	у нас	4	2
506	со всеми	2	2
507	не по	3	2
508	в течение	5	2
509	обратимся к	3	2
510	но они	2	2
511	сих пор	6	2
512	но если	6	2
513	том и	3	2
514	друг с	2	2
515	всех прочих	2	2
516	творческий акт	2	2
517	перед собой	2	2
518	смысл этой	3	2
519	по словам	2	2
520	не имеет	8	2
521	с целым	2	2
522	о самом	2	2
523	в самой	9	2
524	раз в	7	2
525	он может	2	2
526	утверждал что	2	2
527	их в	4	2
528	к ним	3	2
529	зависит от	2	2
530	здравого смысла	2	2
531	героев в	2	2
532	целым рядом	4	2
533	еще более	2	2
534	что при	5	2
535	этот вопрос	5	2
536	так ли	2	2
537	здесь совершенно	4	2
538	если он	5	2
539	разговора с	3	2
540	не можем	4	2
541	не могу	3	2
542	русской поэзии	2	2
543	под маской	3	2
544	нельзя лучше	3	2
545	не просто	7	2
546	к тем	3	2
547	и только	8	2
548	в противоречие	3	2
549	у меня	2	2
550	до сих	7	2
551	мы будем	4	2
552	и остается	2	2
