N	2gram	Ircho_Kome	VeschiIm
1	т е	18	81
2	и не	28	57
3	не только	13	48
4	то что	5	48
5	не может	9	46
6	и в	37	45
7	и есть	3	40
8	может быть	14	39
9	и т	5	39
10	а не	5	37
11	что я	5	26
12	потому что	19	25
13	было бы	7	24
14	в себе	4	23
15	что она	10	23
16	только в	3	23
17	сказать что	4	22
18	и что	8	22
19	в смысле	2	22
20	как бы	7	20
21	и ее	3	19
22	но и	18	19
23	что же	2	19
24	все же	9	18
25	в этом	18	18
26	и это	4	17
27	прежде всего	7	17
28	так как	16	17
29	что мы	4	17
30	таким образом	16	16
31	как раз	9	16
32	в том	24	15
33	как и	10	15
34	в ней	7	15
35	не в	7	14
36	том что	22	13
37	не будет	2	13
38	и для	7	13
39	в самом	17	13
40	то ни	4	13
41	ничего не	6	12
42	но если	3	12
43	вещей и	2	12
44	совершенно не	2	12
45	что в	11	12
46	точки зрения	8	12
47	что и	12	12
48	что они	3	12
49	если она	2	12
50	и как	3	12
51	то же	14	12
52	ни было	3	12
53	еще не	10	12
54	и даже	6	12
55	о том	21	12
56	если мы	2	12
57	и с	5	12
58	бы то	3	12
59	в то	14	11
60	не менее	9	11
61	что не	5	11
62	вовсе не	6	11
63	себя в	3	11
64	тем не	3	11
65	ни в	14	11
66	в чем	7	10
67	ясно что	12	10
68	это не	3	9
69	нисколько не	3	9
70	со стороны	16	9
71	так что	7	9
72	в своем	9	9
73	она не	3	9
74	хотя бы	5	9
75	бы в	5	9
76	в результате	2	9
77	я и	2	9
78	на то	3	9
79	но не	9	9
80	говорить о	6	9
81	и его	10	9
82	с ним	10	9
83	в отношении	4	8
84	его в	9	8
85	и потому	2	8
86	даже не	5	8
87	что он	15	8
88	но в	7	8
89	в ее	3	8
90	мы не	6	8
91	себя и	2	8
92	все это	7	8
93	должна быть	2	8
94	по сравнению	3	8
95	с другими	2	8
96	мы имеем	4	8
97	если бы	18	8
98	с тем	6	8
99	не с	2	8
100	с другой	5	8
101	отнюдь не	5	8
102	от того	2	7
103	и тем	4	7
104	из них	11	7
105	самом деле	13	7
106	а в	12	7
107	в сущности	3	7
108	е в	2	7
109	я не	4	7
110	никак не	2	7
111	по имени	4	7
112	тем что	12	7
113	с этой	5	7
114	сравнению с	3	7
115	без всякого	2	7
116	никогда не	5	6
117	вопрос о	2	6
118	как же	2	6
119	независимо от	4	6
120	от ее	3	6
121	и все	6	6
122	так или	3	6
123	больше того	2	6
124	в нем	8	6
125	между ними	4	6
126	и до	2	6
127	в своей	6	6
128	как мы	6	6
129	можно было	3	6
130	все равно	3	6
131	или иначе	3	6
132	этот вопрос	2	6
133	их в	3	6
134	из себя	3	6
135	несмотря на	7	6
136	в той	2	6
137	с точки	6	6
138	как только	2	6
139	в одном	3	6
140	и если	3	5
141	да и	3	5
142	как к	3	5
143	должен быть	2	5
144	и мы	5	5
145	свою очередь	10	5
146	ничем не	4	5
147	вместе с	16	5
148	себе в	6	5
149	как это	5	5
150	того же	9	5
151	на себе	2	5
152	и без	2	5
153	то это	5	5
154	один из	6	5
155	на себя	10	5
156	мы видим	2	5
157	в его	12	5
158	и когда	2	5
159	о ней	2	5
160	хотя и	6	5
161	для этого	3	5
162	на это	3	5
163	во всех	4	5
164	в которой	6	5
165	об этом	12	5
166	и здесь	11	5
167	как о	3	5
168	нет и	4	5
169	что у	2	5
170	что для	7	5
171	все что	6	5
172	в свою	12	5
173	как можно	2	5
174	как она	2	5
175	если же	2	5
176	чем же	2	5
177	она должна	2	4
178	так же	8	4
179	том как	5	4
180	к себе	9	4
181	в силу	2	4
182	в конце	14	4
183	отношение к	7	4
184	и у	4	4
185	в их	5	4
186	что вы	2	4
187	сам себя	3	4
188	так и	4	4
189	не мешает	3	4
190	в этой	7	4
191	более или	2	4
192	то время	3	4
193	же не	3	4
194	его на	5	4
195	того чтобы	9	4
196	в качестве	4	4
197	не было	6	4
198	тот же	11	4
199	во всяком	3	4
200	в основе	3	4
201	и от	3	4
202	тут же	8	4
203	с этим	5	4
204	дело не	2	4
205	и эта	2	4
206	и еще	4	4
207	к ней	9	4
208	мы можем	7	4
209	на него	6	4
210	и вот	3	4
211	в и	3	4
212	по своей	2	4
213	его и	3	4
214	и о	3	4
215	время как	3	4
216	в котором	6	4
217	образом и	2	4
218	на этом	3	4
219	главным образом	2	4
220	или менее	2	4
221	равно как	7	4
222	еще более	4	4
223	говорит о	2	4
224	же время	12	4
225	он не	11	4
226	и сам	11	4
227	о которой	2	4
228	ему не	4	3
229	что ему	4	3
230	для человека	2	3
231	из того	3	3
232	не является	5	3
233	человека и	2	3
234	в другом	2	3
235	что из	2	3
236	то мы	2	3
237	себе не	2	3
238	в частности	4	3
239	если он	3	3
240	на ее	4	3
241	а с	2	3
242	по существу	4	3
243	бы на	2	3
244	к нему	8	3
245	к тому	11	3
246	ли в	3	3
247	была бы	2	3
248	с которой	2	3
249	одной стороны	4	3
250	другой стороны	2	3
251	если не	7	3
252	в целом	4	3
253	и во	3	3
254	было в	2	3
255	и может	2	3
256	в истории	2	3
257	из самых	2	3
258	все еще	2	3
259	из его	3	3
260	только один	2	3
261	тем более	9	3
262	только что	11	3
263	для того	9	3
264	как в	4	3
265	с одной	5	3
266	не мог	2	3
267	но все	5	3
268	у него	10	3
269	не имеет	6	3
270	в своих	4	3
271	выражение в	3	3
272	стало быть	2	3
273	из которых	7	3
274	к другому	2	3
275	однако в	5	3
276	из этого	2	3
277	но еще	2	3
278	отношения к	2	3
279	у меня	5	3
280	этих двух	2	3
281	и всякий	2	3
282	но он	3	3
283	не о	3	2
284	в свой	2	2
285	как ее	2	2
286	чтобы не	3	2
287	в здравом	2	2
288	тому что	5	2
289	о чем	11	2
290	чтобы они	2	2
291	не как	2	2
292	в это	2	2
293	наряду с	4	2
294	не был	2	2
295	едва ли	16	2
296	конце концов	3	2
297	в виду	3	2
298	как он	5	2
299	в свое	2	2
300	и со	2	2
301	теперь же	3	2
302	в с	2	2
303	на вопрос	5	2
304	е и	2	2
305	его от	5	2
306	в руки	2	2
307	одно из	3	2
308	не так	4	2
309	и новой	2	2
310	он говорит	3	2
311	с другом	3	2
312	или его	2	2
313	уже в	3	2
314	знает что	2	2
315	нет ничего	4	2
316	всяком случае	3	2
317	она и	2	2
318	между собой	5	2
319	не столько	3	2
320	нуждается в	2	2
321	себя от	2	2
322	а затем	4	2
323	здравом уме	2	2
324	при всем	5	2
325	связи с	5	2
326	в связи	4	2
327	не на	3	2
328	в первом	2	2
329	признать что	5	2
330	в первой	3	2
331	еще один	2	2
332	к его	4	2
333	а также	3	2
334	что эта	2	2
335	ее на	2	2
336	здесь не	2	2
337	в начале	5	2
338	к этому	11	2
339	бы к	2	2
340	друг с	3	2
341	стороны и	4	2
342	что здесь	2	2
343	как не	2	2
344	человека в	4	2
345	этом отношении	2	2
346	раз в	3	2
347	чем не	2	2
348	же теперь	2	2
349	одного из	4	2
350	начиная от	2	2
351	же и	2	2
352	подходим к	2	2
353	она была	2	2
354	именно потому	2	2
355	том чтобы	4	2
356	не случайно	3	2
357	далеко не	3	2
358	каждой из	4	2
359	в последние	2	2
360	когда он	5	2
361	и к	4	2
362	приводит к	4	2
363	что между	2	2
364	он и	5	2
365	для нас	7	2
366	и на	6	2
367	ближе к	3	2
368	от нее	5	2
369	только как	2	2
370	с собой	4	2
371	конечно не	4	2
372	есть для	2	2
373	как будто	3	2
374	во всем	2	2
375	один и	3	2
376	хотя это	2	2
377	той же	2	2
378	во втором	2	2
379	с его	6	2
380	основе своей	2	2
381	тем же	3	2
