N	3gram	Voloshinov	DiskursI
1	по отношению к	2	17
2	не может быть	2	12
3	той или иной	4	10
4	то же время	7	10
5	о том что	2	9
6	в то же	9	8
7	в этом отношении	2	8
8	с точки зрения	5	6
9	но при этом	2	5
10	то же самое	4	5
11	и как бы	2	5
12	в значительной степени	2	5
13	не только в	3	5
14	в свою очередь	4	5
15	тот или иной	2	4
16	можно сказать что	2	4
17	в этом случае	3	4
18	и т.п но	2	4
19	одно и то	5	3
20	и то же	5	3
21	и вследствие этого	2	3
22	на первый взгляд	2	3
23	того или иного	5	3
24	речевого общения в	2	2
25	прежде всего в	4	2
26	и той же	4	2
27	как мы видели	3	2
28	все то что	2	2
29	в тех случаях	2	2
30	и тем же	2	2
31	тех случаях когда	2	2
32	но и в	3	2
33	и не только	2	2
34	заключает в себе	4	2
35	с самого начала	4	2
36	одной и той	4	2
37	которое может быть	3	2
38	и в то	2	2
