N	2gram	Vinokur_Vv	EvropaiC
1	таким образом	21	34
2	в том	38	31
3	и в	35	24
4	том что	30	20
5	все эти	3	19
6	не может	19	18
7	то что	19	18
8	может быть	30	17
9	до сих	7	15
10	все же	9	15
11	сих пор	7	15
12	к культуре	2	14
13	точки зрения	12	14
14	в этом	35	13
15	все это	6	13
16	в своем	3	12
17	с этим	3	12
18	самом деле	7	12
19	между тем	10	12
20	по отношению	4	11
21	но и	7	11
22	отношению к	4	11
23	не только	26	10
24	так и	2	10
25	во всех	2	10
26	как и	7	10
27	культуры в	5	10
28	как бы	7	10
29	в результате	4	9
30	и не	13	9
31	не в	10	9
32	что в	13	9
33	на то	2	9
34	того же	3	9
35	потому что	18	9
36	при этом	3	9
37	и что	6	9
38	так же	3	8
39	из этих	9	8
40	если бы	3	8
41	для того	23	8
42	идет речь	3	8
43	к тому	4	8
44	в самом	13	8
45	а между	2	8
46	того чтобы	22	8
47	с точки	4	8
48	ясно что	11	8
49	для этого	3	7
50	о которых	2	7
51	так как	15	7
52	в силу	3	7
53	что он	5	7
54	данного народа	3	7
55	того что	12	7
56	о котором	8	7
57	не менее	9	7
58	о том	16	7
59	что и	5	7
60	национальной культуры	4	7
61	в этой	3	7
62	по существу	2	7
63	вместе с	6	7
64	только в	16	6
65	у них	2	6
66	еще не	4	6
67	и при	2	6
68	так что	5	6
69	в то	6	6
70	должна быть	2	6
71	и для	4	6
72	с другой	8	6
73	в общем	14	6
74	и на	3	6
75	мы можем	2	6
76	несмотря на	2	6
77	тогда как	2	6
78	что с	3	6
79	как на	12	6
80	народов и	2	6
81	его в	6	5
82	но все	4	5
83	по сравнению	4	5
84	в себе	4	5
85	котором идет	2	5
86	должно быть	2	5
87	к этому	3	5
88	из них	4	5
89	что это	3	5
90	так или	4	5
91	по своему	5	5
92	но в	10	5
93	именно в	8	5
94	или иначе	4	5
95	и истории	2	5
96	и без	2	5
97	а потому	5	5
98	и с	2	5
99	и к	3	5
100	другой стороны	5	5
101	в целом	5	5
102	в его	12	5
103	как будто	3	5
104	сравнению с	4	5
105	быть и	2	5
106	никогда не	3	4
107	и то	7	4
108	как сказано	2	4
109	не могут	6	4
110	из того	2	4
111	мы должны	2	4
112	хотя бы	6	4
113	чем больше	2	4
114	тем не	9	4
115	в конце	3	4
116	отношение к	3	4
117	и т.д	5	4
118	конце концов	2	4
119	факт что	2	4
120	то же	11	4
121	с течением	7	4
122	в их	12	4
123	том же	2	4
124	в области	4	4
125	а с	2	4
126	одним из	5	4
127	в виде	4	4
128	в течение	5	4
129	с тем	6	4
130	в в	3	4
131	этом случае	6	4
132	и сейчас	2	4
133	культуры как	6	4
134	течением времени	7	4
135	на вопрос	6	4
136	не есть	5	4
137	из которых	3	4
138	что мы	2	4
139	связи с	3	4
140	этой области	3	4
141	это есть	2	4
142	в дальнейшем	2	4
143	хотя и	5	4
144	мы уже	2	4
145	сильнее чем	2	4
146	данном случае	5	3
147	и вообще	3	3
148	вопрос о	10	3
149	при помощи	3	3
150	это не	8	3
151	что если	2	3
152	и потому	2	3
153	и до	2	3
154	в начале	3	3
155	тем более	2	3
156	в тех	2	3
157	каждый из	2	3
158	бы в	2	3
159	которые не	2	3
160	от того	3	3
161	только что	4	3
162	с этой	5	3
163	в этих	3	3
164	и других	3	3
165	в связи	2	3
166	одного и	2	3
167	у нас	2	3
168	прежде всего	10	3
169	отличие от	4	3
170	с одной	4	3
171	в разных	7	3
172	одно из	5	3
173	но не	9	3
174	и это	6	3
175	целом ряде	2	3
176	в данном	11	3
177	на этой	3	3
178	а в	6	3
179	может служить	3	3
180	на почве	5	3
181	не вполне	4	3
182	в нем	13	3
183	в ней	3	3
184	что оно	2	3
185	тогда когда	4	3
186	ближе к	2	3
187	было бы	7	3
188	в истории	9	3
189	в с	3	3
190	во всем	2	3
191	если же	2	3
192	же как	3	3
193	и того	3	3
194	заключается в	4	3
195	уже и	10	3
196	как мы	11	3
197	чем в	3	3
198	одна из	3	2
199	с которыми	2	2
200	группы народов	4	2
201	невозможно но	3	2
202	независимо от	5	2
203	но как	2	2
204	и ее	4	2
205	есть только	2	2
206	этот процесс	4	2
207	что она	3	2
208	в другом	3	2
209	понять что	3	2
210	свою очередь	2	2
211	но если	6	2
212	должен быть	4	2
213	что несмотря	2	2
214	зависимости от	3	2
215	этих двух	2	2
216	в виду	5	2
217	не было	2	2
218	следовательно и	2	2
219	из двух	4	2
220	в частности	3	2
221	по его	2	2
222	него в	2	2
223	что они	2	2
224	от себя	3	2
225	это может	2	2
226	одной и	2	2
227	том виде	3	2
228	же касается	2	2
229	как две	3	2
230	и из	2	2
231	мы видели	3	2
232	на нее	3	2
233	том чтобы	6	2
234	смотреть на	5	2
235	и так	2	2
236	не имеет	4	2
237	также и	20	2
238	тому что	2	2
239	к нему	3	2
240	следует что	2	2
241	на том	3	2
242	гораздо более	3	2
243	в котором	4	2
244	если это	2	2
245	во втором	2	2
246	в своих	2	2
247	в свою	2	2
248	этот вопрос	7	2
249	о них	2	2
250	в которых	6	2
251	при том	5	2
252	одной стороны	4	2
253	на этом	3	2
254	и те	2	2
255	между ними	3	2
256	по этому	3	2
257	в них	5	2
258	представить себе	7	2
259	что же	3	2
260	так чтобы	3	2
261	всяком случае	5	2
262	жизни и	2	2
263	а затем	2	2
264	по тем	2	2
265	но вместе	2	2
266	во всяком	5	2
267	и уже	3	2
268	во внимание	3	2
269	из него	2	2
270	говорить о	5	2
271	и его	6	2
272	в сущности	3	2
273	же время	6	2
274	и сам	3	2
275	не следует	3	2
276	из таких	2	2
277	этого слова	2	2
278	о которой	2	2
279	но с	5	2
280	широком смысле	8	2
281	той же	4	2
282	принять во	2	2
283	вовсе не	6	2
284	к таким	2	2
