N	2gram	Bakhtin_Fr	Morfolog
1	может быть	4	61
2	таким образом	20	26
3	так как	16	20
4	не может	9	19
5	в этом	27	18
6	и в	67	17
7	и не	23	16
8	мы видим	6	15
9	перед нами	6	14
10	с этим	6	14
11	прежде всего	19	14
12	по существу	4	13
13	и др	11	12
14	связи с	7	12
15	видим что	2	12
16	а не	6	11
17	заметить что	2	11
18	то же	18	10
19	в том	16	10
20	то что	9	10
21	так и	14	10
22	что в	14	10
23	что и	8	10
24	а затем	7	10
25	в связи	5	10
26	все же	7	9
27	но и	23	9
28	с другой	3	9
29	не только	23	8
30	в результате	5	8
31	но не	6	8
32	а в	4	8
33	мы не	6	8
34	в качестве	5	8
35	как мы	16	8
36	не могут	3	7
37	том что	13	7
38	если в	3	7
39	не менее	4	7
40	как это	5	7
41	а также	4	7
42	и здесь	6	7
43	и этим	2	7
44	точки зрения	7	7
45	во втором	3	7
46	один из	6	7
47	потому что	8	7
48	очень часто	4	6
49	это не	5	6
50	но это	10	6
51	не все	2	6
52	во всех	20	6
53	и как	7	6
54	или в	3	6
55	во время	15	6
56	и другие	5	6
57	также и	11	6
58	подобно тому	2	6
59	в нашем	3	6
60	о том	8	6
61	если мы	3	6
62	в образе	9	6
63	с точки	5	6
64	в форме	2	6
65	как бы	18	6
66	вовсе не	19	6
67	ничего не	5	5
68	они и	3	5
69	и ее	2	5
70	хотя бы	2	5
71	не будем	3	5
72	мы можем	5	5
73	это явление	2	5
74	было бы	5	5
75	об этом	5	5
76	что он	7	5
77	как в	4	5
78	два раза	2	5
79	далеко не	6	5
80	к тому	4	5
81	между тем	3	5
82	в целом	2	5
83	другой стороны	2	5
84	на его	2	5
85	тому как	2	5
86	там где	10	5
87	в других	2	5
88	все эти	12	5
89	что они	3	5
90	он не	9	5
91	в первом	3	5
92	если же	2	5
93	хотя и	6	5
94	этот момент	3	5
95	сказать что	12	4
96	на самом	8	4
97	его в	10	4
98	к началу	3	4
99	независимо от	3	4
100	так же	13	4
101	в то	17	4
102	можно было	5	4
103	к этому	4	4
104	нами в	2	4
105	на него	2	4
106	есть и	8	4
107	тем что	3	4
108	еще не	5	4
109	самом деле	6	4
110	из них	5	4
111	но в	20	4
112	на котором	2	4
113	но все	2	4
114	и для	4	4
115	как и	19	4
116	и к	7	4
117	на этом	7	4
118	несмотря на	3	4
119	того чтобы	9	4
120	говорить о	5	4
121	от того	3	4
122	мы уже	13	4
123	первом случае	3	3
124	то в	3	3
125	здесь не	7	3
126	это было	4	3
127	что это	4	3
128	и их	6	3
129	и у	7	3
130	целый ряд	2	3
131	если бы	2	3
132	состоит из	2	3
133	это и	10	3
134	на первый	4	3
135	есть нечто	2	3
136	кроме того	11	3
137	связана с	5	3
138	та же	2	3
139	он должен	2	3
140	имеется в	2	3
141	не в	8	3
142	для того	8	3
143	и при	2	3
144	у нас	3	3
145	в один	2	3
146	к ней	2	3
147	в пределах	2	3
148	того что	4	3
149	так например	3	3
150	для этой	2	3
151	к нему	5	3
152	они не	5	3
153	на то	2	3
154	ни в	5	3
155	на нем	2	3
156	вступают в	2	3
157	но мы	3	3
158	в большинстве	6	3
159	благодаря этому	3	3
160	большинстве случаев	6	3
161	здесь же	4	3
162	в начале	2	3
163	и что	3	3
164	то время	4	3
165	животных и	3	3
166	и по	3	3
167	и его	19	3
168	или на	2	3
169	только в	6	3
170	в сущности	13	3
171	и есть	5	3
172	и только	2	3
173	значение и	3	3
174	в этой	13	3
175	и другим	2	3
176	мы будем	2	3
177	по всему	2	3
178	с его	11	3
179	данном случае	4	2
180	переходит на	2	2
181	в доме	4	2
182	в данном	4	2
183	ряд других	2	2
184	из этих	4	2
185	том как	2	2
186	от него	2	2
187	одной стороны	2	2
188	что многие	2	2
189	дается в	4	2
190	бы в	5	2
191	во второй	3	2
192	у нее	3	2
193	в другом	4	2
194	и даже	6	2
195	и тот	2	2
196	или менее	2	2
197	что она	4	2
198	роль в	5	2
199	играют в	4	2
200	нельзя было	2	2
201	превращается в	5	2
202	этом отношении	7	2
203	в частности	4	2
204	только для	4	2
205	одним из	7	2
206	встреча с	2	2
207	и за	2	2
208	между собою	6	2
209	его и	2	2
210	право на	10	2
211	в чем	6	2
212	с одной	2	2
213	а потому	2	2
214	одной из	6	2
215	на этот	4	2
216	с тем	3	2
217	и этот	2	2
218	не имеет	4	2
219	вообще не	3	2
220	формы эти	2	2
221	он может	2	2
222	более или	2	2
223	их в	2	2
224	один раз	2	2
225	здесь только	5	2
226	в различных	3	2
227	ту же	3	2
228	но они	6	2
229	в которых	3	2
230	с другими	3	2
231	но здесь	3	2
232	в основу	2	2
233	в одной	3	2
234	как они	4	2
235	чтобы его	2	2
236	и больше	2	2
237	когда в	2	2
238	что эта	3	2
239	себя и	2	2
240	все это	15	2
241	в основе	6	2
242	у него	4	2
243	как будто	2	2
244	например в	6	2
245	можно сказать	4	2
246	но оно	4	2
247	из его	2	2
248	момент в	2	2
249	для него	4	2
250	в одном	7	2
251	по своему	5	2
