N	2gram	Voloshinov	Psycholo
1	то что	3	193
2	и в	16	190
3	в том	3	163
4	что в	3	123
5	том что	3	113
6	может быть	17	107
7	таким образом	9	102
8	в этом	9	100
9	в самом	2	82
10	как бы	5	80
11	что он	2	76
12	не только	7	75
13	и не	4	73
14	самом деле	6	70
15	точки зрения	8	69
16	не может	8	68
17	если мы	2	66
18	так как	4	63
19	так же	2	63
20	было бы	2	56
21	и мы	2	54
22	то же	2	54
23	о том	2	54
24	при этом	6	52
25	как и	2	51
26	что и	2	50
27	что это	2	49
28	только в	4	46
29	сказать что	7	46
30	в этой	4	43
31	никогда не	2	42
32	и все	4	42
33	вместе с	3	41
34	как это	3	40
35	но и	4	40
36	и это	6	37
37	мы видим	2	37
38	и как	3	36
39	и его	8	34
40	все это	4	32
41	мы не	2	31
42	в его	4	31
43	он не	2	31
44	для нас	2	31
45	и для	2	29
46	с точки	6	29
47	в нем	4	29
48	что мы	2	28
49	мы можем	9	28
50	в основе	3	27
51	а в	3	27
52	все то	2	27
53	и на	4	27
54	совершенно не	8	26
55	жизни и	3	25
56	до сих	3	24
57	сих пор	3	23
58	для этого	2	23
59	могут быть	3	23
60	что оно	2	23
61	один из	2	23
62	и даже	4	22
63	с этим	2	22
64	в своей	2	21
65	как мы	4	21
66	и вот	3	21
67	ни в	5	21
68	и только	9	21
69	все эти	5	20
70	на этом	3	20
71	у него	2	19
72	в одном	3	19
73	мы уже	2	19
74	в каком	2	18
75	на самом	4	18
76	но в	4	18
77	с этой	2	18
78	и есть	3	18
79	во всяком	3	17
80	из этих	2	17
81	но это	2	17
82	и о	2	17
83	так и	4	16
84	самого начала	4	16
85	сводится к	2	16
86	и к	6	16
87	же как	2	16
88	к этому	2	16
89	с самого	4	16
90	чувства и	2	16
91	и потому	3	15
92	мы знаем	3	15
93	еще не	5	15
94	не могут	2	15
95	только на	3	15
96	в частности	2	15
97	в них	2	15
98	во всех	3	15
99	для него	6	15
100	и так	2	15
101	не можем	2	15
102	что на	2	14
103	хотя бы	4	14
104	с ним	2	14
105	прежде всего	9	14
106	в области	3	14
107	в жизни	2	14
108	те же	3	14
109	всяком случае	3	14
110	отнюдь не	4	13
111	едва ли	3	13
112	знаем что	2	13
113	и этот	2	12
114	того же	2	12
115	в этих	3	12
116	их в	3	12
117	не менее	2	12
118	что не	2	12
119	и может	4	12
120	в конечном	3	12
121	и с	8	12
122	не будет	2	11
123	по сравнению	3	11
124	сравнению с	3	11
125	и других	2	11
126	его в	4	11
127	этой теории	2	11
128	но мы	4	11
129	с его	7	11
130	конечном счете	2	11
131	есть в	2	11
132	конечно не	6	11
133	и их	4	10
134	но как	2	10
135	совсем не	2	10
136	нам кажется	2	10
137	ее в	2	10
138	и ее	4	9
139	ту же	2	9
140	и по	2	9
141	и наконец	4	9
142	не есть	2	9
143	в чем	5	9
144	по своему	2	9
145	в него	5	9
146	можно сказать	4	9
147	с ее	4	9
148	и таким	2	8
149	чувств и	3	8
150	кажется что	2	8
151	художественного творчества	4	8
152	в общем	3	8
153	во время	3	8
154	только то	2	8
155	и значение	3	8
156	и вообще	2	8
157	меньше всего	2	8
158	этом смысле	3	8
159	они не	2	7
160	для всех	4	7
161	себя и	2	7
162	что такое	5	7
163	все что	4	7
164	а на	2	7
165	и действительно	2	7
166	к ним	2	7
167	мысли и	4	7
168	со всеми	2	7
169	не существует	2	7
170	отношение к	5	6
171	эмоций и	2	6
172	а потому	4	6
173	за пределы	2	6
174	на две	3	6
175	как не	2	6
176	оно не	2	6
177	таким путем	2	6
178	нуждается в	5	6
179	и вся	2	6
180	только как	3	6
181	говорить о	2	6
182	в область	2	5
183	между ними	3	5
184	в один	4	5
185	в душе	2	5
186	между собой	2	5
187	и она	3	5
188	и теперь	3	5
189	это делает	2	5
190	только для	5	5
191	не знает	2	5
192	во всей	2	5
193	нет и	2	5
194	отношения к	3	5
195	к другим	2	4
196	сделать это	2	4
197	всех других	2	4
198	почти не	2	4
199	аналогии с	2	4
200	всю жизнь	2	4
201	не на	2	4
202	находится в	2	4
203	с помощью	2	4
204	и говорить	2	4
205	в детской	2	4
206	на два	2	4
207	с ними	4	4
208	все остальные	2	4
209	во сне	2	4
210	в пределах	2	4
211	можно назвать	2	4
212	но ведь	2	3
213	ни было	2	3
214	из тех	2	3
215	что можно	2	3
216	в сознание	7	3
217	к следующему	2	3
218	по аналогии	2	3
219	нем нет	2	3
220	к себе	3	3
221	на первый	2	3
222	для меня	2	3
223	даже не	3	3
224	за счет	2	3
225	быть это	3	3
226	и проч	9	3
227	и оно	3	3
228	быть может	2	3
229	здесь же	2	3
230	на них	2	3
231	и др	3	3
232	на язык	3	3
233	организма и	2	3
234	с другими	3	3
235	ребенка и	3	3
236	бессознательного и	4	3
237	в этот	2	3
238	и содержание	2	3
239	все и	2	3
240	этих трех	2	3
241	можем сказать	2	3
242	на основе	2	3
243	другими словами	2	2
244	с историей	2	2
245	своей жизни	2	2
246	на этой	3	2
247	похожим на	2	2
248	цели и	2	2
249	в бессознательное	6	2
250	и художественного	3	2
251	тех же	3	2
252	полагаем что	3	2
253	а может	2	2
254	между собою	2	2
255	чем не	3	2
256	по крайней	3	2
257	вообще не	2	2
258	бессознательное и	5	2
259	можно определить	2	2
260	почти совершенно	2	2
261	крайней мере	3	2
262	представлений и	3	2
263	понятия и	2	2
264	в науке	2	2
265	в свое	2	2
266	это последнее	2	2
267	и бессознательное	3	2
268	нечего и	2	2
269	в начале	2	2
270	поэтому и	2	2
271	на протяжении	2	2
272	какое значение	2	2
273	метода и	2	2
274	так называемый	2	2
275	как с	2	2
276	и всех	2	2
277	к матери	8	2
278	это нечто	2	2
279	учение о	3	2
