N	2gram	Vygotskiy_	Komedia
1	и в	37	77
2	и не	15	47
3	в том	47	44
4	том что	42	42
5	о том	14	33
6	едва ли	5	32
7	но и	23	32
8	может быть	19	30
9	таким образом	39	29
10	из них	4	29
11	в то	7	28
12	и его	10	28
13	в этом	32	27
14	потому что	11	27
15	что он	16	26
16	к тому	10	26
17	не только	29	25
18	вместе с	14	25
19	так как	11	24
20	как и	20	23
21	ни в	6	23
22	что в	25	23
23	что и	3	22
24	если бы	10	22
25	в самом	16	22
26	в конце	2	21
27	так и	12	21
28	а в	4	21
29	то же	12	21
30	ясно что	2	21
31	в его	16	20
32	со стороны	4	19
33	к этому	7	19
34	в этой	13	18
35	тем что	7	17
36	в нем	2	17
37	же время	2	17
38	все же	6	16
39	у него	2	16
40	при этом	6	16
41	тот же	7	16
42	и сам	2	16
43	сих пор	4	16
44	он не	11	16
45	до сих	4	16
46	в своем	10	15
47	не в	9	15
48	точки зрения	49	15
49	между тем	10	15
50	прежде всего	12	15
51	один из	3	15
52	было бы	12	15
53	в которой	6	15
54	и на	8	15
55	все это	9	14
56	об этом	6	14
57	на протяжении	3	14
58	в свою	4	14
59	и с	10	14
60	столь же	8	14
61	о чем	2	13
62	то что	32	13
63	так что	2	13
64	самом деле	8	13
65	но в	9	13
66	в них	5	13
67	того чтобы	23	13
68	в двух	3	13
69	что она	6	13
70	мы можем	11	13
71	только что	7	13
72	в одном	5	13
73	как раз	8	13
74	так же	18	12
75	с другой	16	12
76	для того	19	12
77	как это	6	12
78	уже в	8	12
79	несмотря на	6	12
80	в качестве	12	12
81	в истории	7	12
82	хотя и	2	12
83	в начале	2	12
84	не может	16	12
85	как в	7	12
86	но не	6	12
87	в котором	6	12
88	из которых	6	12
89	по отношению	12	11
90	должны были	6	11
91	наряду с	3	11
92	в их	5	11
93	в частности	8	11
94	с тем	8	11
95	одного из	4	11
96	что его	6	11
97	речь идет	4	11
98	как мы	11	11
99	то время	5	11
100	и даже	5	11
101	на этот	7	11
102	и для	3	11
103	с ним	3	11
104	в отношении	14	10
105	в целом	29	10
106	к себе	2	10
107	ничего не	6	10
108	на основании	6	10
109	одной из	4	10
110	и все	7	10
111	в чем	5	10
112	мы не	13	10
113	свою очередь	3	10
114	с его	7	10
115	с этим	8	10
116	тем более	7	10
117	на него	3	10
118	с одной	14	10
119	как бы	16	10
120	и что	11	10
121	в тех	2	9
122	отличие от	3	9
123	тому что	6	9
124	одной стороны	15	9
125	ответ на	4	9
126	и по	3	9
127	в своей	7	9
128	того как	6	9
129	независимо от	10	9
130	и еще	2	9
131	отношению к	11	9
132	время как	4	9
133	но все	3	9
134	все что	4	9
135	друг друга	5	9
136	вовсе не	5	9
137	говорить о	4	9
138	только в	8	9
139	в ней	2	9
140	первую очередь	3	8
141	идет о	5	8
142	и ее	9	8
143	и других	4	8
144	как он	7	8
145	с самого	9	8
