N	2gram	Ircho_Kome	slovoVRo
1	и в	37	92
2	и т	5	82
3	т п	5	72
4	в нем	8	59
5	может быть	14	59
6	и его	10	59
7	и не	28	51
8	не только	13	44
9	не может	9	41
10	но и	18	39
11	до конца	4	37
12	в этом	18	36
13	а не	5	34
14	во всех	4	32
15	так и	4	30
16	точки зрения	8	30
17	могут быть	3	29
18	в пределах	3	29
19	в его	12	27
20	все это	7	25
21	как бы	7	24
22	то же	14	23
23	и на	6	22
24	не в	7	21
25	в сущности	3	21
26	как в	4	21
27	вовсе не	6	21
28	в то	14	20
29	прежде всего	7	19
30	как мы	6	19
31	как и	10	18
32	себя в	3	18
33	же время	12	18
34	с ним	10	18
35	все же	9	17
36	в истории	2	17
37	в основе	3	17
38	и даже	6	17
39	таким образом	16	17
40	к своему	4	16
41	отличие от	5	16
42	при этом	11	16
43	в них	6	16
44	но в	7	16
45	и с	5	15
46	в той	2	15
47	с точки	6	15
48	в отличие	3	14
49	только в	3	14
50	это не	3	13
51	с его	6	13
52	и для	7	13
53	с другой	5	13
54	на фоне	2	13
55	никогда не	5	12
56	в отношении	4	12
57	и потому	2	12
58	отношение к	7	12
59	а в	12	12
60	во всяком	3	12
61	еще не	10	12
62	и к	4	12
63	один из	6	11
64	на его	5	11
65	одной стороны	4	11
66	в этих	2	11
67	с одной	5	11
68	в своем	9	10
69	в том	24	10
70	и все	6	10
71	она не	3	10
72	в себе	4	10
73	с другими	2	10
74	далеко не	3	10
75	его в	9	9
76	и от	3	9
77	одним из	2	9
78	или менее	2	9
79	к нему	8	9
80	более или	2	9
81	здесь в	2	9
82	в их	5	9
83	в своей	6	9
84	этом случае	2	9
85	сказать что	4	9
86	так как	16	9
87	но не	9	9
88	в смысле	2	9
89	конечно не	4	9
90	он не	11	9
91	не могут	2	8
92	в одной	2	8
93	человека и	2	8
94	для понимания	3	8
95	в ней	7	8
96	не на	3	8
97	все время	3	8
98	с этим	5	8
99	человека в	4	8
100	в самом	17	8
101	для нас	7	8
102	всяком случае	3	8
103	том что	22	7
104	от него	2	7
105	друг друга	7	7
106	его не	3	7
107	того же	9	7
108	в целом	4	7
109	связи с	5	7
110	известной степени	2	7
111	например в	3	7
112	у него	10	7
113	здесь не	2	7
114	за пределы	3	7
115	но все	5	7
116	еще более	4	7
117	с которым	3	7
118	не было	6	7
119	в таком	2	7
120	же и	2	7
121	во всем	2	7
122	даже в	3	6
123	ничего не	6	6
124	как к	3	6
125	роль в	3	6
126	на этом	3	6
127	а также	3	6
128	что в	11	6
129	ни в	14	6
130	дело с	4	6
131	в качестве	4	6
132	другой стороны	2	6
133	говорить о	6	6
134	и там	3	6
135	и здесь	11	6
136	стороны и	4	6
137	хотя бы	5	6
138	он в	2	6
139	в свою	12	6
140	себя и	2	6
141	в одном	3	6
142	между тем	6	6
143	в каждом	3	5
144	не как	2	5
145	а как	2	5
146	не знает	7	5
147	не менее	9	5
148	отношению к	4	5
149	остается в	3	5
150	а затем	4	5
151	мы не	6	5
152	и по	3	5
153	должен быть	2	5
154	в других	4	5
155	хотя и	6	5
156	для этого	3	5
157	по отношению	6	5
158	в результате	2	5
159	и может	2	5
160	этом отношении	2	5
161	не является	5	5
162	для того	9	5
163	его и	3	5
164	должна быть	2	5
165	не с	2	5
166	они не	2	5
167	в дальнейшем	5	5
168	о том	21	5
169	и этим	3	5
170	к его	4	5
171	той же	2	5
172	уже в	3	5
173	и сам	11	5
174	как его	4	5
175	но он	3	5
176	с помощью	4	5
177	вместе с	16	5
178	в свой	2	4
179	в построении	4	4
180	так же	8	4
181	его на	5	4
182	образом в	2	4
183	и ее	3	4
184	а на	3	4
185	в другом	2	4
186	что и	12	4
187	в виду	3	4
188	что он	15	4
189	том же	2	4
190	не всегда	2	4
191	однако в	5	4
192	свою очередь	10	4
193	в частности	4	4
194	до сих	12	4
195	с другом	3	4
196	все его	2	4
197	в чем	7	4
198	не столько	3	4
199	того чтобы	9	4
200	и во	3	4
201	обстоит дело	3	4
202	одной из	4	4
203	и дальше	2	4
204	дело не	2	4
205	в которой	6	4
206	мы найдем	3	4
207	и как	3	4
208	если бы	18	4
209	с этой	5	4
210	со всеми	2	4
211	и о	3	4
212	в известной	3	4
213	сих пор	12	4
214	к тому	11	4
215	друг с	3	4
216	при всем	5	4
217	в другой	5	4
218	выражение в	3	4
219	из них	11	4
220	в лучшем	2	4
221	из этого	2	4
222	как только	2	4
223	отношения к	2	4
224	и речи	4	4
225	по существу	4	4
226	как раз	9	4
227	или к	2	3
228	нисколько не	3	3
229	нуждается в	2	3
230	такая же	2	3
231	его от	5	3
232	не был	2	3
233	такого рода	2	3
234	в свое	2	3
235	как это	5	3
236	людей и	2	3
237	они были	2	3
238	тому что	5	3
239	не приходится	5	3
240	и без	2	3
241	между собой	5	3
242	ввести в	2	3
243	и до	2	3
244	было бы	7	3
245	в первом	2	3
246	конечно в	2	3
247	на которые	3	3
248	к этому	11	3
249	из этих	2	3
250	если она	2	3
251	на него	6	3
252	во второй	2	3
253	тем что	12	3
254	в связи	4	3
255	такой же	2	3
256	за ней	2	3
257	за пределами	3	3
258	в этой	7	3
259	потому что	19	3
260	все что	6	3
261	целый ряд	5	3
262	если мы	2	3
263	и это	4	3
264	из себя	3	3
265	вещей и	2	3
266	в диалоге	2	3
267	в устах	2	3
268	и тем	4	3
269	без всякого	2	3
270	чем в	5	3
271	пор не	3	2
272	ему не	4	2
273	из всех	3	2
274	могло быть	2	2
275	чаще всего	2	2
276	различных жанров	2	2
277	к себе	9	2
278	по своей	2	2
279	и у	4	2
280	и есть	3	2
281	слов в	2	2
282	на пути	2	2
283	как он	5	2
284	ни одной	2	2
285	не остается	3	2
286	так что	7	2
287	тем как	2	2
288	или вовсе	2	2
289	а его	2	2
290	самого начала	5	2
291	а с	2	2
292	то что	5	2
293	х годов	2	2
294	по своему	3	2
295	в руках	3	2
296	в герое	3	2
297	характерные для	2	2
298	одного из	4	2
299	среди которых	4	2
300	с самого	5	2
301	к ним	5	2
302	или его	2	2
303	на себе	2	2
304	в образе	5	2
305	материал для	2	2
306	не могла	3	2
307	между ними	4	2
308	на них	3	2
309	себя от	2	2
310	что не	5	2
311	в ее	3	2
312	для развития	2	2
313	мы видим	2	2
314	его для	2	2
315	только как	2	2
316	войти в	2	2
317	что они	3	2
318	был бы	4	2
319	в социальном	2	2
320	из самых	2	2
321	в двух	7	2
322	требует от	4	2
323	того как	5	2
324	да и	3	2
325	к началу	3	2
326	время как	3	2
327	до нас	7	2
328	меньше чем	2	2
329	как например	2	2
330	независимо от	4	2
331	и что	8	2
332	можно было	3	2
333	и эта	2	2
334	ответственность за	2	2
335	что она	10	2
336	же в	3	2
337	он был	6	2
338	в области	3	2
339	об этом	12	2
340	как о	3	2
341	ни было	3	2
342	тем не	3	2
343	совершенно не	2	2
344	за свое	2	2
345	и со	2	2
346	чем не	2	2
347	в течение	3	2
348	действующих лиц	7	2
349	к ней	9	2
350	мы можем	7	2
351	не меньше	2	2
352	в какой	4	2
353	за ним	3	2
354	нет и	4	2
355	при его	2	2
356	на то	3	2
357	что для	7	2
358	столь же	5	2
359	в котором	6	2
360	из его	3	2
361	есть для	2	2
362	в своих	4	2
363	в последние	2	2
364	или иначе	3	2
365	приводит к	4	2
366	в начале	5	2
367	главным образом	2	2
368	стихов в	5	2
369	несмотря на	7	2
370	ближе к	3	2
371	то время	3	2
372	и особенно	2	2
373	нового времени	5	2
374	друг другу	3	2
