N	2gram	Vygotskiy_	Tragedij
1	и в	38	18
2	в этом	35	9
3	не только	16	8
4	и не	16	7
5	и на	9	7
6	как бы	17	7
7	и с	5	7
8	может быть	25	7
9	что он	13	6
10	но в	4	6
11	и его	5	6
12	у него	3	6
13	что это	8	5
14	к жизни	2	5
15	все же	11	5
16	это не	5	5
17	то же	18	5
18	как и	20	5
19	в дальнейшем	3	5
20	так и	11	5
21	не может	11	5
22	в то	5	5
23	что в	31	4
24	еще не	6	4
25	в целом	22	4
26	но и	9	4
27	прежде всего	6	4
28	об этом	2	4
29	том что	44	4
30	в этой	7	4
31	и что	15	4
32	так же	26	4
33	и все	5	4
34	все это	8	4
35	в нем	4	4
36	то что	27	4
37	но это	7	4
38	и даже	4	4
39	в себе	9	4
40	один из	8	3
41	и как	11	3
42	в мире	2	3
43	уже в	10	3
44	тем самым	6	3
45	в своем	9	3
46	при этом	13	3
47	в его	22	3
48	что с	8	3
49	все эти	9	3
50	мог бы	5	3
51	отнюдь не	6	3
52	в основном	6	3
53	с ее	5	3
54	и сам	4	3
55	должно быть	3	3
56	как в	14	3
57	как это	16	3
58	для него	6	3
59	с ним	4	3
60	никогда не	11	2
61	в самом	8	2
62	и то	9	2
63	но все	4	2
64	до конца	2	2
65	с тем	18	2
66	одна из	2	2
67	точно так	4	2
68	друг друга	7	2
69	тем что	12	2
70	перед нами	15	2
71	вопрос о	2	2
72	в одном	4	2
73	его в	8	2
74	не имеет	3	2
75	в виде	4	2
76	то и	5	2
77	имеет в	2	2
78	не могут	5	2
79	что все	2	2
80	к тому	8	2
81	а как	2	2
82	о том	6	2
83	что и	14	2
84	ни в	12	2
85	не в	10	2
86	столь же	7	2
87	и здесь	5	2
88	потому что	14	2
89	ребенка в	14	2
90	между этими	2	2
91	что этот	2	2
92	не просто	3	2
93	в частности	4	2
94	к области	2	2
95	как у	2	2
96	в таком	4	2
97	так что	3	2
98	он не	6	2
99	ничем не	2	2
100	бы и	2	2
101	уже не	3	2
102	только к	2	2
103	что она	7	2
104	что эти	4	2
105	и это	7	2
106	ребенка и	20	2
107	но они	4	2
108	отличие от	8	2
109	в том	59	2
110	с первого	3	2
111	в глаза	2	2
112	который в	4	2
113	в отличие	8	2
114	как говорит	7	2
115	не мог	4	2
116	еще в	2	2
117	с его	3	2
118	что говорит	2	2
