N	2gram	Voloshinov	Myslijsy
1	потому что	2	182
2	то есть	2	142
3	и в	32	121
4	может быть	50	107
5	в том	13	103
6	то что	12	83
7	в слове	13	78
8	что в	5	73
9	и не	42	73
10	только в	14	72
11	не только	18	67
12	а не	15	67
13	таким образом	29	64
14	в языке	8	60
15	том что	12	59
16	так как	5	59
17	в этом	27	59
18	но и	17	59
19	то же	19	56
20	не в	13	54
21	если бы	12	53
22	в себе	5	53
23	не может	40	52
24	по себе	5	52
25	того что	5	47
26	в сознании	2	46
27	в душе	3	45
28	в нем	17	45
29	было бы	8	45
30	не есть	6	42
31	как и	19	42
32	так что	2	39
33	вместе с	2	39
34	мы не	6	38
35	что и	5	38
36	так и	21	37
37	при этом	13	37
38	как в	5	37
39	тогда когда	2	36
40	тем что	3	33
41	и что	2	32
42	по отношению	10	30
43	а в	5	30
44	но не	2	29
45	что не	4	29
46	между тем	8	29
47	вовсе не	15	28
48	мы можем	6	28
49	для него	18	28
50	что язык	2	27
51	могут быть	4	27
52	с этим	6	27
53	не было	6	26
54	независимо от	3	26
55	язык есть	5	26
56	отношению к	9	26
57	языка и	28	25
58	этого слова	7	25
59	в то	7	24
60	от того	4	23
61	как бы	31	23
62	но в	13	22
63	по мере	6	22
64	не имеет	6	22
65	с другой	6	22
66	что слово	5	22
67	и потому	7	21
68	не менее	5	21
69	в ней	5	20
70	в одном	2	20
71	это не	5	20
72	мысли и	7	19
73	и как	8	19
74	и то	4	19
75	сказать что	7	19
76	что это	3	19
77	из этих	3	19
78	должно быть	4	19
79	тем не	3	19
80	о том	4	19
81	того же	11	19
82	в каком	6	18
83	для того	8	18
84	еще не	7	18
85	не могут	4	18
86	бы не	2	18
87	в самом	14	18
88	в таком	8	18
89	в его	10	17
90	слова и	8	17
91	со стороны	2	17
92	точки зрения	48	17
93	что оно	3	17
94	во всяком	8	17
95	уже в	3	17
96	слова в	8	17
97	в своем	3	16
98	к тому	8	16
99	а только	2	16
100	в которой	4	16
101	только что	2	16
102	так же	10	16
103	или же	2	16
104	если б	2	16
105	каждый раз	3	16
106	на то	4	16
107	и на	8	16
108	в этих	2	15
109	с одной	2	15
110	и тем	4	15
111	что он	5	15
112	прежде всего	19	15
113	с другими	6	15
114	в свою	6	15
115	уже не	2	15
116	мы должны	4	14
117	свою очередь	5	14
118	в действительности	3	14
119	должны быть	4	14
120	связи с	22	14
121	в истории	5	14
122	там где	4	14
123	само по	2	14
124	то в	3	14
125	мысли в	3	14
126	так сказать	19	14
127	столь же	2	14
128	в котором	6	14
129	все же	13	14
130	во всех	13	14
131	же время	7	14
132	смысле этого	7	13
133	что все	3	13
134	и все	8	13
135	те же	5	13
136	звука и	2	13
137	зависит от	2	13
138	не следует	2	13
139	например в	2	13
140	в смысле	11	13
141	из них	3	13
142	языка в	17	13
143	и его	33	13
144	как на	2	13
145	никогда не	7	12
146	язык не	4	12
147	от него	4	12
148	друг друга	10	12
149	и при	3	12
150	что же	5	12
151	все это	4	12
152	как мы	26	12
153	тем более	3	12
154	сих пор	10	12
155	что такое	3	12
156	или менее	3	12
157	в чем	2	12
158	все остальные	3	12
159	относится к	4	12
160	другой стороны	7	12
161	в каждом	8	12
162	более или	3	12
163	возможно только	2	12
164	всяком случае	4	12
165	до сих	10	12
166	к одному	5	11
167	другими словами	4	11
168	той же	5	11
169	того чтобы	9	11
170	в первом	3	11
171	и вообще	3	11
172	только на	7	11
173	и если	2	11
174	и их	2	11
175	его в	7	11
176	мы видели	5	11
177	к нему	5	11
178	речи и	6	11
179	и это	6	11
180	и только	2	11
181	быть не	2	11
182	и следовательно	8	10
183	одной стороны	2	10
184	и для	15	10
185	хотя бы	8	10
186	если же	2	10
187	тем же	4	10
188	слово в	5	10
189	одной и	2	10
190	тому что	6	10
191	тех пор	2	10
192	мы видим	2	10
193	образ и	2	10
194	и от	6	10
195	бы в	4	10
196	он не	5	10
197	если мы	17	10
198	и с	4	10
199	и есть	3	10
200	вопрос о	6	9
201	таком случае	5	9
202	и других	3	9
203	зрения и	2	9
204	могли бы	2	9
205	не будет	7	9
206	слова для	3	9
207	не все	3	9
208	это было	2	9
209	и даже	4	9
210	язык в	5	9
211	далеко не	5	9
212	о происхождении	2	9
213	с точки	31	9
214	и того	11	9
215	от нее	2	9
216	самом деле	18	9
217	в целом	2	9
218	во время	2	9
219	языка с	3	9
220	можно сказать	4	9
221	на язык	3	9
222	до тех	2	9
223	одного и	9	9
224	на самом	10	8
225	то мы	4	8
226	так например	2	8
227	в более	3	8
228	для говорящего	4	8
229	тот же	4	8
230	одно и	3	8
231	не как	5	8
232	слово как	6	8
233	и более	6	8
234	но все	4	8
235	именно в	6	8
236	одним словом	2	8
237	влияние на	3	8
238	и той	2	8
239	между ними	6	8
240	на все	2	8
241	с ними	5	8
242	одно слово	2	8
243	этом случае	3	8
244	и тогда	2	8
245	не так	2	8
246	словом и	2	8
247	от одного	5	8
248	говорить о	2	8
249	перестает быть	2	8
250	или в	4	8
251	слова но	3	7
252	не имеют	5	7
253	для себя	4	7
254	а как	7	7
255	самого начала	9	7
256	языка как	26	7
257	она не	2	7
258	с самого	9	7
259	связь с	4	7
260	во втором	2	7
261	и та	2	7
262	и во	2	7
263	себя и	2	7
264	из одного	4	7
265	значение и	3	7
266	место в	5	7
267	все эти	8	7
268	в собственном	2	7
269	за пределы	8	7
270	происхождении языка	2	7
271	и тот	4	7
272	превращается в	2	7
273	находятся в	2	7
274	слове и	2	7
275	с этой	2	7
276	касается до	2	7
277	в своих	2	7
278	к одной	2	7
279	но что	2	7
280	как она	2	7
281	из него	4	7
282	один и	3	7
283	все в	2	7
284	его к	4	7
285	слово может	2	7
286	но как	3	7
287	говорящего и	4	7
288	в разных	2	7
289	самое слово	2	7
290	для понимания	4	7
291	даже и	2	7
292	язык как	13	7
293	могла бы	2	7
294	языке и	2	7
295	в данном	8	7
296	бы и	2	7
297	к этому	10	7
298	сама по	2	7
299	не с	2	7
300	к языку	2	7
301	в жизни	2	7
302	этом смысле	2	7
303	не существует	6	7
304	допустим что	4	7
305	но если	2	6
306	в виду	2	6
307	как он	3	6
308	оно должно	2	6
309	из сказанного	2	6
310	в ее	9	6
311	в своей	5	6
312	должна быть	6	6
313	в этой	3	6
314	слово и	4	6
315	от их	2	6
316	у нас	4	6
317	на нее	2	6
318	из виду	2	6
319	главным образом	2	6
320	языка то	2	6
321	друг другу	2	6
322	все более	2	6
323	и к	3	6
324	для всех	2	6
325	в их	5	6
326	может стать	7	6
327	его не	2	6
328	между двумя	4	6
329	это будет	2	6
330	и до	4	6
331	имеет значение	3	6
332	в сущности	17	6
333	как оно	2	6
334	ни было	15	6
335	не могло	3	6
336	же самое	9	6
337	явлений и	2	6
338	язык и	2	6
339	и значением	6	6
340	мог бы	2	6
341	жизни и	4	6
342	ничего общего	5	6
343	же и	3	6
344	у него	2	6
345	лишь в	17	6
346	мы уже	7	6
347	в процессе	31	5
348	всех остальных	2	5
349	эта мысль	2	5
350	были бы	2	5
351	от своего	2	5
352	как же	5	5
353	можно было	2	5
354	общего с	3	5
355	они не	2	5
356	как слово	5	5
357	рядом с	7	5
358	одна из	6	5
359	можно только	2	5
360	нет ничего	4	5
361	переход от	4	5
362	формы в	3	5
363	то к	2	5
364	входит в	5	5
365	языка не	5	5
366	этот вопрос	5	5
367	что само	2	5
368	в нашем	4	5
369	оно и	2	5
370	лишь тогда	2	5
371	в области	3	5
372	стремится к	2	5
373	ответ на	3	5
374	мы его	2	5
375	в организме	6	5
376	не столько	5	5
377	с языком	2	5
378	известной степени	2	5
379	слов и	3	5
380	значительной степени	3	5
381	но при	3	5
382	самое это	2	5
383	в начале	7	5
384	к другой	3	5
385	о языке	9	5
386	в единстве	5	5
387	человека в	3	5
388	одним из	4	5
389	отношении к	8	5
390	в какой	5	5
391	и значение	6	5
392	на этот	3	5
393	но уже	2	5
394	в живой	2	5
395	только при	4	5
396	и здесь	9	5
397	в той	6	5
398	можно назвать	2	5
399	то на	2	5
400	к другому	7	5
401	конечно не	9	5
402	не к	3	5
403	следовательно и	4	4
404	иное как	2	4
405	не что	2	4
406	в другом	5	4
407	не могла	2	4
408	здесь как	2	4
409	к своему	2	4
410	от этого	3	4
411	живой речи	2	4
412	ту же	2	4
413	то ни	12	4
414	не на	2	4
415	значение не	3	4
416	его как	2	4
417	если оно	2	4
418	точке зрения	2	4
419	он может	3	4
420	ни в	7	4
421	история языка	4	4
422	это так	2	4
423	из этого	2	4
424	в противном	2	4
425	или даже	2	4
426	существует для	4	4
427	одним и	2	4
428	не дает	4	4
429	ничего не	9	4
430	бы они	2	4
431	между этими	2	4
432	противном случае	2	4
433	мы тем	2	4
434	в науке	6	4
435	не знает	4	4
436	мы только	3	4
437	одно только	2	4
438	говорит он	2	4
439	одного из	3	4
440	пока не	2	4
441	эта последняя	3	4
442	в связи	12	4
443	бы то	11	4
444	имеет место	2	4
445	с его	6	4
446	и между	5	4
447	более и	2	4
448	значение то	2	4
449	еще только	2	4
450	стороны и	2	4
451	сознания и	6	4
452	этом отношении	4	4
453	имеет свою	4	4
454	так или	2	4
455	к которым	3	4
456	и так	2	4
457	этот предмет	2	4
458	и значения	3	4
459	что во	2	4
460	отношения к	2	4
461	собственном смысле	2	4
462	как ее	6	3
463	ни о	2	3
464	к этим	3	3
465	различие между	5	3
466	и сама	2	3
467	она может	3	3
468	и ее	4	3
469	или поздно	2	3
470	в отношении	7	3
471	должно было	2	3
472	самого говорящего	3	3
473	должен быть	2	3
474	и прежде	4	3
475	ни были	2	3
476	и всегда	2	3
477	о слове	4	3
478	действительности и	3	3
479	же касается	2	3
480	быть в	2	3
481	же мы	2	3
482	отличие от	7	3
483	и др	3	3
484	мы знаем	7	3
485	здесь мы	7	3
486	отражается в	2	3
487	одной из	5	3
488	рано или	2	3
489	для одного	2	3
490	к самому	2	3
491	и непосредственно	2	3
492	по законам	3	3
493	как ни	2	3
494	для них	2	3
495	слова мы	2	3
496	без помощи	2	3
497	которой мы	2	3
498	об одном	2	3
499	во внутренней	3	3
500	языка а	5	3
501	бы это	2	3
502	притом так	2	3
503	кроме того	7	3
504	от его	2	3
505	или как	3	3
506	себе и	2	3
507	слово для	3	3
508	содержания в	2	3
509	различие в	2	3
510	чтобы понять	3	3
511	по которым	2	3
512	значения в	5	3
513	речь и	2	3
514	его жизни	2	3
515	и относительно	3	3
516	значения и	4	3
517	мысль и	2	3
518	не идет	3	3
519	именно на	3	3
520	ясно что	6	3
521	в одной	4	3
522	как знак	3	3
523	ближайшим образом	2	3
524	но для	4	3
525	до известной	2	3
526	из всего	3	3
527	первом случае	3	3
528	как это	2	3
529	со всех	2	3
530	к этой	2	3
531	что делает	3	3
532	большинстве случаев	7	3
533	совсем не	2	3
534	здесь не	2	3
535	истории языка	5	3
536	в двух	4	3
537	именно эти	3	3
538	это значение	2	3
539	всех сторон	2	3
540	в результате	9	3
541	мы увидим	3	3
542	его значения	2	3
543	как о	2	3
544	как всякое	2	3
545	ее в	2	3
546	пор пока	2	3
547	или иначе	3	3
548	в большинстве	7	3
549	настоящего времени	7	3
550	связи между	5	3
551	можем сказать	2	3
552	на первый	2	3
553	в форме	3	3
554	не значит	2	3
555	однако не	3	3
556	еще и	2	2
557	выражения и	4	2
558	языка по	2	2
559	как из	2	2
560	не будем	4	2
561	во все	2	2
562	к более	2	2
563	чужого языка	4	2
564	уже с	2	2
565	же слово	2	2
566	слова является	2	2
567	которое он	2	2
568	что самое	2	2
569	следующим образом	2	2
570	все остальное	2	2
571	следует что	7	2
572	ни к	3	2
573	и слушающего	3	2
574	различные степени	2	2
575	может получить	2	2
576	выражения как	2	2
577	этом последнем	2	2
578	же не	2	2
579	формы и	4	2
580	в единство	4	2
581	себя от	2	2
582	и самого	3	2
583	эти формы	3	2
584	принадлежит к	2	2
585	в каждую	2	2
586	быть и	9	2
587	художественный образ	2	2
588	гуманитарных наук	5	2
589	бы он	3	2
590	какой бы	4	2
591	лежит в	2	2
592	в систему	3	2
593	и эта	5	2
594	в первой	2	2
595	с их	2	2
596	речи в	4	2
597	существует лишь	2	2
598	оно ни	5	2
599	целый ряд	3	2
600	и формы	5	2
601	нет ни	2	2
602	с первым	2	2
603	понятно что	4	2
604	нами в	4	2
605	есть лишь	2	2
606	тому же	2	2
607	один момент	2	2
608	они еще	3	2
609	если он	2	2
610	не об	2	2
611	имеет дело	2	2
612	понимание в	3	2
613	им как	2	2
614	от общего	2	2
615	звука а	2	2
616	при более	2	2
617	связь и	2	2
618	нуждается в	4	2
619	какого бы	4	2
620	такая же	2	2
621	языка для	6	2
622	него как	2	2
623	и нельзя	2	2
624	как выражение	2	2
625	является в	5	2
626	превращаются в	2	2
627	для других	5	2
628	случае оно	2	2
629	это и	3	2
630	мы постараемся	3	2
631	группы и	3	2
632	к нашему	2	2
633	нас не	3	2
634	смысле совокупности	5	2
635	что значение	2	2
636	языка нет	3	2
637	бы на	2	2
638	из представителей	2	2
639	связано с	3	2
640	только с	3	2
641	прибавить еще	2	2
642	нужно прибавить	3	2
643	этой связи	4	2
644	же как	2	2
645	на которое	2	2
646	слове в	4	2
647	этот процесс	4	2
648	всех этих	2	2
649	себя в	2	2
650	с ее	2	2
651	тесной связи	3	2
652	совершенно справедливо	2	2
653	вне его	5	2
654	может существовать	2	2
655	слова как	9	2
656	его и	3	2
657	это положение	2	2
658	переходим к	3	2
659	нет и	4	2
660	оно может	6	2
661	есть прежде	2	2
662	как с	2	2
663	к его	4	2
664	в устах	4	2
665	из которых	2	2
666	или точнее	2	2
667	зависимости от	4	2
668	данного слова	5	2
669	не найдем	2	2
670	жизни но	2	2
671	из основных	3	2
672	есть деятельность	2	2
673	а следовательно	2	2
674	в системе	3	2
