N	2gram	Propp_Isto	Narrotol
1	не только	28	62
2	и не	16	50
3	при этом	4	47
4	но и	24	45
5	а не	13	38
6	в качестве	4	35
7	в частности	6	31
8	может быть	22	30
9	и в	43	30
10	в том	13	29
11	том что	12	28
12	тогда как	6	28
13	в этом	25	28
14	а в	13	27
15	состоит в	4	25
16	представляет собой	6	25
17	только в	8	25
18	в данном	7	24
19	как и	9	24
20	не в	9	23
21	то что	20	23
22	не может	8	20
23	данном случае	6	17
24	в себе	2	17
25	так и	6	17
26	а также	5	17
27	со стороны	3	16
28	в его	7	16
29	но в	15	15
30	можно сказать	3	15
31	к тому	9	15
32	в жизни	3	14
33	и его	10	14
34	в своем	2	13
35	в своей	4	13
36	то же	11	13
37	у него	4	13
38	о том	4	13
39	уже не	11	13
40	перед нами	4	12
41	все же	13	12
42	прежде всего	3	12
43	как в	6	12
44	как бы	5	12
45	по отношению	2	11
46	к себе	3	11
47	и тем	2	11
48	героя в	6	11
49	об этом	8	11
50	в нем	11	11
51	в этой	7	11
52	если бы	7	11
53	отношению к	2	11
54	хотя и	4	11
55	никогда не	9	10
56	в то	2	10
57	ничего не	12	10
58	как это	5	10
59	один из	7	10
60	точки зрения	3	10
61	того что	8	10
62	как правило	3	10
63	и все	4	10
64	но не	10	10
65	жизни и	2	10
66	тому же	4	10
67	между тем	2	10
68	еще не	15	9
69	что он	17	9
70	что в	29	9
71	тем не	6	9
72	далеко не	3	9
73	потому что	8	9
74	матери и	3	8
75	не менее	6	8
76	одна из	2	8
77	мы имеем	24	8
78	и он	2	8
79	у нее	4	8
80	у нас	7	8
81	и для	3	8
82	и к	4	8
83	он не	11	8
84	не мог	2	8
85	в свою	5	7
86	это не	10	7
87	в чем	4	7
88	в ней	3	7
89	одного из	2	7
90	на себя	5	7
91	в целом	4	7
92	же в	6	7
93	в силу	2	7
94	с другой	10	7
95	в котором	5	7
96	и на	7	7
97	или в	14	7
98	одной стороны	2	6
99	вплоть до	2	6
100	в современной	2	6
101	о нем	2	6
102	они не	4	6
103	могло бы	2	6
104	не могла	3	6
105	на другой	3	6
106	между двумя	6	6
107	что и	17	6
108	о ней	2	6
109	представляют собой	5	6
110	например в	3	6
111	сказать что	5	6
112	то и	7	6
113	из этих	5	6
114	здесь не	6	6
115	на него	4	6
