N	2gram	Bakhtin_Pr	Vladivir
1	и в	64	116
2	то что	21	71
3	и не	55	67
4	не только	26	65
5	у него	11	65
6	в этом	33	53
7	в том	12	52
8	том что	8	51
9	что в	11	48
10	но и	26	47
11	в конце	8	41
12	в его	30	40
13	и с	9	39
14	то есть	3	37
15	сказать что	4	36
16	и даже	5	36
17	также и	3	36
18	так что	6	35
19	потому что	8	33
20	что он	15	32
21	не может	26	31
22	о том	5	30
23	только в	13	30
24	никогда не	11	29
25	как мы	13	29
26	для него	23	29
27	вовсе не	12	27
28	а в	10	27
29	не было	5	26
30	в то	15	25
31	но в	14	25
32	в себе	11	25
33	и его	21	25
34	точки зрения	31	23
35	может быть	43	23
36	он не	14	23
37	что же	9	23
38	так как	9	22
39	он был	2	22
40	кроме того	5	22
41	об этом	3	22
42	ни в	5	22
43	в своей	11	21
44	а именно	2	20
45	в своем	12	20
46	прежде всего	16	20
47	для нас	2	20
48	и что	5	20
49	и потому	7	19
50	так и	8	19
51	не менее	3	19
52	как раз	9	19
53	таким образом	15	19
54	тем не	2	19
55	не в	15	18
56	не был	2	18
57	как и	25	18
58	хотя и	5	18
59	с его	11	18
60	что и	7	17
61	в этой	5	17
62	то это	3	17
63	у нас	3	17
64	в письме	2	17
65	а не	29	17
66	и если	2	17
67	уже не	15	16
68	все же	11	16
69	того что	3	16
70	было бы	8	16
71	к тому	4	16
72	и все	6	16
73	для себя	3	16
74	в котором	7	16
75	не есть	4	16
76	до конца	10	15
77	письме к	2	15
78	но это	6	15
79	несмотря на	7	15
80	то же	18	15
81	в своих	4	15
82	и к	5	15
83	того же	3	14
84	уже в	5	14
85	все эти	13	14
86	его жизни	2	14
87	и как	9	14
88	и на	16	14
89	раз и	6	14
90	мы уже	4	14
91	так же	8	13
92	можно сказать	2	13
93	да и	2	13
94	и от	3	13
95	что это	2	13
96	в результате	7	13
97	дело в	2	13
98	жизни и	3	13
99	на этот	4	13
100	то время	2	13
101	и у	3	12
102	только на	3	12
103	ничего не	8	12
104	в нем	28	12
105	связи с	3	12
106	во всяком	7	12
107	то в	2	12
108	и это	8	12
109	по себе	16	12
110	всяком случае	4	12
111	в отношении	5	11
112	мы должны	3	11
113	или менее	4	11
114	и о	7	11
115	я не	6	11
116	при этом	8	11
117	все это	9	11
118	никак не	4	11
119	в данном	2	11
120	хотя бы	4	11
121	в которой	2	11
122	и здесь	6	11
123	него в	5	11
124	то он	3	11
125	на то	5	11
126	более или	4	11
127	конце концов	7	11
128	тому же	2	11
129	в основном	2	11
130	даже в	6	10
131	о нем	15	10
132	к нему	11	10
133	в ней	2	10
134	которую он	3	10
135	что все	2	10
136	в истории	2	10
137	в россии	2	10
138	можно было	3	10
139	еще не	10	10
140	но не	12	10
141	что для	2	10
142	в самом	17	10
143	он и	8	10
144	с точки	21	10
145	здесь не	7	10
146	с ним	8	10
147	это не	12	9
148	но как	4	9
149	а с	2	9
150	смысле слова	2	9
151	своей жизни	2	9
152	в целом	8	9
153	по существу	6	9
154	что если	3	9
155	с этим	3	9
156	и сам	6	9
157	с другой	7	9
158	именно в	5	9
159	этом смысле	12	9
160	же время	13	9
161	отношения к	5	9
162	мы будем	2	9
163	но он	4	9
164	отношение к	4	8
165	тоже не	3	8
166	себя в	3	8
167	как бы	33	8
168	тот же	2	8
169	из этих	3	8
170	и он	5	8
171	должно быть	8	8
172	тем что	6	8
173	с этой	2	8
174	в этих	5	8
175	как в	7	8
176	и для	7	8
177	когда он	2	8
178	конечно не	4	8
179	в смысле	3	8
180	и особенно	2	8
181	как он	3	7
182	не имеет	2	7
183	себе и	5	7
184	на его	2	7
185	нисколько не	3	7
186	того чтобы	2	7
187	же в	2	7
188	здесь мы	4	7
189	е в	3	7
190	из его	3	7
191	бы и	6	7
192	и мы	2	7
193	то и	3	7
194	за пределы	7	7
195	если бы	12	7
196	или как	8	7
197	но все	6	7
198	в одном	20	7
199	что этот	2	7
200	в таком	3	7
201	и есть	3	7
202	в нашем	2	7
203	в них	5	7
204	мы и	2	7
205	данном случае	2	6
206	его в	8	6
207	те же	3	6
208	на себя	4	6
209	в настоящее	3	6
210	в отличие	4	6
211	от того	4	6
212	есть и	5	6
213	и всегда	2	6
214	том же	4	6
215	к своему	2	6
216	в виду	3	6
217	само по	4	6
218	отличие от	4	6
219	тому что	3	6
220	его на	2	6
221	настоящее время	3	6
222	нельзя сказать	2	6
223	здесь в	2	6
224	время как	2	6
225	другой стороны	6	6
226	что она	7	6
227	на него	6	6
228	не раз	2	6
229	мысли и	6	6
230	и вполне	2	6
231	но у	4	6
232	и наконец	7	6
233	же и	5	6
234	такой же	4	6
235	мы не	4	6
236	в жизни	5	6
237	почему же	2	6
238	сказать о	2	6
239	если мы	3	6
240	но на	3	6
241	той же	8	6
242	он пишет	2	6
243	он сам	5	6
244	чем в	3	6
245	вопрос о	3	5
246	друг друга	4	5
247	в их	6	5
248	в последний	3	5
249	для своего	2	5
250	она не	10	5
251	а то	3	5
252	он в	3	5
253	заметить что	2	5
254	весь этот	2	5
255	один из	3	5
256	и до	6	5
257	то ни	3	5
258	того и	4	5
259	ее в	3	5
260	бы то	3	5
261	все то	5	5
262	только то	3	5
263	и еще	2	5
264	во всех	4	5
265	по преимуществу	2	5
266	со своим	2	5
267	он писал	2	5
268	что я	7	5
269	и так	2	5
270	далеко не	7	5
271	него не	4	5
272	что у	2	5
273	еще более	2	5
274	для его	4	5
275	и глубоко	2	5
276	из них	3	5
277	и только	3	5
278	как на	4	5
279	не о	3	4
280	на самом	5	4
281	перед нами	12	4
282	всех этих	2	4
283	не могут	10	4
284	он понимает	2	4
285	крайней мере	2	4
286	человека и	2	4
287	но для	3	4
288	в духе	4	4
289	была для	3	4
290	как к	3	4
291	это и	5	4
292	есть нечто	2	4
293	совершенно не	5	4
294	оно должно	2	4
295	нам кажется	7	4
296	и т	14	4
297	он говорит	2	4
298	с которой	2	4
299	и во	3	4
300	себя и	5	4
301	в сущности	10	4
302	уже и	2	4
303	но зато	2	4
304	кажется что	4	4
305	как например	2	4
306	и эта	2	4
307	это вовсе	2	4
308	т д	4	4
309	во второй	2	4
310	мы увидим	6	4
311	лишь в	4	4
312	этом отношении	3	4
313	не на	7	4
314	если оно	3	4
315	по крайней	2	4
316	всего на	2	4
317	со своими	2	4
318	их в	8	4
319	я в	2	4
320	этом не	2	4
321	на этом	2	4
322	только не	2	4
323	с начала	2	4
324	сам по	2	4
325	но с	4	4
326	является как	2	4
327	по своим	4	4
328	вполне понятно	2	4
329	знаю что	4	4
330	бы с	2	3
331	в книге	2	3
332	так сказать	9	3
333	следовательно и	3	3
334	как можно	2	3
335	к этим	2	3
336	указывает на	2	3
337	а что	5	3
338	ему не	2	3
339	и ее	5	3
340	не как	20	3
341	в другом	3	3
342	него как	3	3
343	наконец в	4	3
344	не хочет	3	3
345	он ни	2	3
346	но эта	5	3
347	между ними	6	3
348	жизни а	3	3
349	от своего	2	3
350	и при	2	3
351	мы здесь	2	3
352	точка зрения	13	3
353	самом деле	10	3
354	на вопрос	2	3
355	здесь нет	4	3
356	на котором	3	3
357	для понимания	4	3
