N	2gram	Bakhtin_Fr	Formalny
1	и в	67	95
2	и не	23	78
3	может быть	4	66
4	в этом	27	61
5	не может	9	57
6	вовсе не	19	53
7	таким образом	20	52
8	и его	19	51
9	так и	14	50
10	точки зрения	7	47
11	в нем	20	42
12	в его	17	42
13	прежде всего	19	41
14	с точки	5	40
15	как и	19	39
16	не в	8	35
17	в самом	7	35
18	а не	6	34
19	но и	23	33
20	то же	18	32
21	самом деле	6	32
22	не только	23	30
23	в пределах	2	28
24	в том	16	26
25	если бы	2	26
26	то что	9	25
27	на самом	8	24
28	при этом	5	24
29	в своей	6	24
30	лишь в	3	24
31	в ней	10	23
32	связи с	7	23
33	было бы	5	23
34	с помощью	6	23
35	в то	17	22
36	и ее	2	22
37	в истории	2	21
38	как бы	18	21
39	что в	14	21
40	и с	18	21
41	в их	4	20
42	не менее	4	20
43	между ними	4	20
44	и от	6	20
45	с тем	3	20
46	как мы	16	20
47	же время	14	20
48	место в	3	20
49	не могут	3	19
50	все это	15	19
51	хотя бы	2	19
52	все же	7	18
53	и все	18	18
54	все эти	12	18
55	в связи	5	18
56	с его	11	18
57	и их	6	18
58	только в	6	18
59	более того	3	17
60	как в	4	17
61	как раз	5	17
62	так же	13	16
63	в искусстве	3	16
64	с другой	3	16
65	потому что	8	16
66	его в	10	15
67	все время	3	15
68	но в	20	15
69	в поэзии	3	15
70	бы в	5	15
71	с другими	3	15
72	так как	16	15
73	во всех	20	15
74	в литературе	4	15
75	именно в	5	15
76	и на	12	15
77	что он	7	14
78	в целом	2	14
79	в ее	2	14
80	в своем	13	14
81	еще не	5	14
82	в жизни	4	14
83	в этой	13	14
84	если мы	3	14
85	жизни и	11	14
86	вместе с	5	14
87	как ее	2	13
88	до конца	2	13
89	того что	4	13
90	а в	4	13
91	для них	2	13
92	что и	8	13
93	независимо от	3	13
94	в результате	5	13
95	тем что	3	13
96	ни в	5	13
97	как его	2	13
98	как это	5	12
99	того чтобы	9	12
100	там где	10	12
101	и здесь	6	12
102	к тому	4	12
103	и для	4	12
104	никогда не	6	11
105	этом отношении	7	11
106	это и	10	11
