N	2gram	Bakhtin_Fr	Analitik
1	не только	23	71
2	и в	67	66
3	в качестве	5	61
4	но и	23	57
5	в том	16	52
6	может быть	4	52
7	в частности	4	51
8	в этом	27	51
9	как и	19	50
10	и не	23	48
11	а не	6	42
12	том что	13	40
13	при этом	5	40
14	так и	14	35
15	то есть	49	35
16	своего рода	7	30
17	не может	9	29
18	как бы	18	29
19	а в	4	28
20	в его	17	27
21	и его	19	27
22	не в	8	26
23	но не	6	26
24	в себе	3	24
25	не случайно	3	24
26	к тому	4	22
27	и даже	6	22
28	в этой	13	22
29	что в	14	22
30	лишь в	3	21
31	и т.п	31	20
32	о том	8	20
33	но в	20	19
34	в своей	6	19
35	то же	18	19
36	в самом	7	19
37	с его	11	19
38	в то	17	18
39	в данном	4	18
40	с другой	3	17
41	в целом	2	17
42	только в	6	17
43	то что	9	16
44	в пределах	2	16
45	что и	8	16
46	в их	4	15
47	прежде всего	19	15
48	в сущности	13	15
49	и на	12	15
50	между тем	3	15
51	данном случае	4	14
52	отличие от	3	14
53	не менее	4	14
54	того же	6	14
55	в отличие	3	14
56	далеко не	6	14
57	же время	14	14
58	в себя	6	14
59	ничего не	5	13
60	точки зрения	7	13
61	в начале	2	13
62	как раз	5	13
63	для него	4	13
64	а также	4	13
65	он не	9	13
66	тому же	5	13
67	никогда не	6	12
68	и к	7	12
69	как это	5	12
70	в первой	5	12
71	еще не	5	12
72	в эпизоде	11	12
73	как в	4	12
74	и сам	2	12
75	даже в	5	11
76	это не	5	11
77	во второй	3	11
78	нуждается в	3	11
79	и как	7	11
80	можно сказать	4	11
81	той же	6	11
82	в той	2	11
83	в конце	12	10
84	все же	7	10
85	один из	6	10
86	было бы	5	10
87	особенно в	4	10
88	и одновременно	5	10
89	подобно тому	2	10
90	с одной	2	10
91	именно в	5	10
92	здесь не	7	10
93	в своем	13	9
94	того что	4	9
95	не столько	5	9
96	одной стороны	2	9
97	по поводу	5	9
98	другой стороны	2	9
99	за пределы	4	9
100	во всех	20	9
101	в результате	5	9
102	на фоне	4	9
103	тому как	2	9
104	говорить о	5	9
105	таким образом	20	9
106	вместе с	5	9
107	перед нами	6	8
108	о чем	5	8
109	в игре	3	8
110	роль в	5	8
111	что он	7	8
112	одной из	6	8
113	и все	18	8
114	этом отношении	7	8
115	хотя и	6	8
116	в основе	6	8
117	если бы	2	8
118	времени и	4	8
119	как известно	2	8
120	он и	6	8
121	в сторону	2	8
122	с точки	5	8
123	с ним	6	8
124	во времени	2	7
125	вплоть до	2	7
126	в литературе	4	7
127	в другом	4	7
128	в новом	3	7
129	в году	6	7
130	место в	3	7
131	на его	2	7
132	в ее	2	7
133	все это	15	7
134	по преимуществу	2	7
135	себя и	2	7
136	несмотря на	3	7
137	как будто	2	7
138	и для	4	7
139	у него	4	7
140	и т.д	2	7
141	в одном	7	7
142	как мы	16	7
143	времени в	2	7
144	в таком	2	7
145	в нашем	3	7
146	не мог	8	7
147	его в	10	6
148	для всех	4	6
149	если в	3	6
150	что не	4	6
151	должен быть	2	6
152	казалось бы	2	6
153	в нем	20	6
154	самим собой	2	6
155	что на	3	6
156	не будет	2	6
157	тем более	3	6
158	или в	3	6
159	он был	8	6
160	и то	2	6
161	хотя бы	2	6
162	то в	3	6
163	из этих	4	6
164	его как	4	6
165	превращается в	5	6
166	есть в	5	6
167	на этом	7	6
168	напомним что	3	6
169	из них	5	6
170	соответствии с	2	6
171	вовсе не	19	6
172	не могут	3	5
173	не как	3	5
174	жизни в	3	5
175	самом деле	6	5
176	в романе	15	5
177	в один	2	5
178	в искусстве	3	5
179	в эту	2	5
180	в общем	5	5
181	он в	4	5
182	говорит и	2	5
183	которая в	2	5
184	во втором	3	5
185	в них	12	5
186	а затем	7	5
187	и по	3	5
188	и до	3	5
189	все эти	12	5
190	мы не	6	5
191	в первом	3	5
192	тот же	4	5
193	и здесь	6	5
194	да и	2	5
195	одно из	2	5
196	к этому	4	5
197	с другими	3	5
198	и он	4	5
199	с ее	7	5
200	и смерти	2	5
201	в особенности	7	5
202	для того	8	5
203	и их	6	5
204	такой же	5	5
205	тем что	3	5
206	еще и	6	5
207	ни с	2	5
208	ни в	5	5
209	в котором	3	5
210	романа в	2	5
211	все что	3	5
212	еще в	3	5
213	нового времени	6	5
214	все они	7	4
215	в отношении	2	4
216	и ее	2	4
217	в области	2	4
218	до известной	4	4
219	в каждом	3	4
220	как к	2	4
221	одним из	7	4
222	а как	3	4
223	как он	3	4
224	как у	2	4
225	а именно	2	4
226	самом начале	2	4
227	игры и	2	4
228	его и	2	4
229	о нем	2	4
230	и о	8	4
231	шекспира и	2	4
232	более того	3	4
233	к нему	5	4
234	и что	3	4
235	потому что	8	4
236	связь с	3	4
237	так в	3	4
238	в чем	6	4
239	его не	5	4
240	здесь в	9	4
241	о своей	2	4
242	того чтобы	9	4
243	и во	4	4
244	известной степени	4	4
245	жизнь и	5	4
246	бы и	2	4
247	сказать что	12	4
248	и от	6	4
249	по своему	5	4
250	с этим	6	4
251	но это	10	4
252	не все	2	4
253	что она	4	4
254	бы в	5	4
255	из своих	2	4
256	об этом	5	4
257	на него	2	4
258	в значительной	2	4
259	все три	2	4
260	здесь и	12	4
