N	2gram	Tiupa_Hudo	Vvedenie
1	в том	20	38
2	в этом	12	35
3	и в	23	35
4	том что	9	30
5	может быть	19	30
6	не только	20	26
7	для того	5	23
8	того чтобы	5	22
9	таким образом	3	21
10	не может	9	19
11	то что	5	19
12	потому что	3	18
13	со стороны	5	16
14	о том	2	16
15	только в	7	16
16	представляет собой	11	14
17	и не	16	13
18	что в	7	13
19	в самом	7	13
20	в нем	6	13
21	в их	5	12
22	того что	5	12
23	что такое	2	12
24	точки зрения	11	12
25	в его	11	12
26	этом смысле	3	11
27	в данном	4	11
28	то же	12	11
29	по себе	2	11
30	в ее	6	11
31	не в	9	10
32	прежде всего	5	10
33	но в	10	10
34	в той	3	10
35	между тем	4	10
36	из этих	3	9
37	тем не	3	9
38	и как	4	9
39	но не	13	9
40	не менее	5	9
41	это не	4	8
42	с другой	9	8
43	а только	4	8
44	именно в	2	8
45	в качестве	31	8
46	и то	4	7
47	самом деле	2	7
48	как и	3	7
49	как бы	11	7
50	но и	14	7
51	сказать что	4	6
52	его в	4	6
53	об этом	2	6
54	а именно	3	6
55	в какой	2	6
56	и это	2	6
57	а в	13	6
58	уже не	6	6
59	могут быть	5	6
60	в то	8	6
61	один из	2	6
62	и что	4	6
63	и его	12	6
64	все это	2	6
65	же время	7	6
66	вовсе не	2	6
67	с их	2	5
68	дело не	2	5
69	имеет дело	2	5
70	и т.д	4	5
71	в виду	5	5
72	и тем	4	5
73	одним из	2	5
74	с этой	3	5
75	что он	5	5
76	по своему	3	5
77	одно из	2	5
78	как уже	3	5
79	как это	7	5
80	культуры в	3	5
81	на почве	4	5
82	другой стороны	6	5
83	в них	2	5
84	в целом	3	5
85	что и	2	5
86	языка в	4	5
87	говорить о	4	5
88	не просто	2	5
89	а не	13	5
90	хотя и	4	5
91	еще и	2	4
92	особого рода	8	4
93	мы имеем	6	4
94	о чем	3	4
95	одной стороны	3	4
96	и ее	3	4
97	в области	8	4
98	по отношению	10	4
99	должен быть	2	4
100	еще не	4	4
101	времени и	2	4
102	отношению к	10	4
103	в чем	2	4
104	отличие от	7	4
105	в отличие	7	4
106	с одной	3	4
107	заключается в	2	4
108	к тому	4	4
109	одной из	2	4
110	и для	3	4
111	об искусстве	2	4
112	так или	4	4
113	в тексте	13	4
114	не вполне	2	4
115	в одном	3	4
116	или иначе	5	4
117	в себе	13	4
118	с точки	3	4
119	быть названо	2	4
120	в своей	7	4
121	как раз	3	4
122	можно сказать	6	4
123	никогда не	2	3
124	в каком	2	3
125	одна из	2	3
126	в отношении	4	3
127	или иной	9	3
128	известном смысле	2	3
129	в своем	4	3
130	а также	6	3
131	так же	2	3
132	и наоборот	2	3
133	что она	2	3
134	не как	2	3
135	в другом	4	3
136	в значительной	2	3
137	отношение к	7	3
138	сама по	2	3
139	о литературе	3	3
140	если бы	3	3
141	в принципе	8	3
142	этого термина	2	3
143	может оказаться	2	3
144	в этих	4	3
145	в силу	4	3
146	в частности	18	3
147	истории литературы	2	3
148	как в	2	3
149	такого рода	12	3
150	что может	2	3
151	текст и	3	3
152	духовной жизни	2	3
153	не с	2	3
154	к нему	3	3
155	и на	3	3
156	того же	3	3
157	или иных	2	3
158	может служить	2	3
159	времени в	2	3
160	в текстах	2	3
161	входит в	4	3
162	в конечном	5	3
163	и к	3	3
164	на этом	2	3
165	между ними	5	3
166	однако в	4	3
167	из которых	2	3
168	в известном	2	3
169	своего рода	9	3
170	от себя	3	3
171	здесь не	2	3
172	тех или	2	3
173	и того	3	3
174	при этом	19	3
175	в основании	2	3
176	своей природе	2	3
177	все эти	2	3
178	той или	5	3
179	связи с	3	3
180	и сам	3	3
181	не следует	4	3
182	в этой	2	3
183	в слове	4	3
184	одно и	3	2
185	ними и	2	2
186	и потому	2	2
187	во всех	3	2
188	или иным	4	2
189	однако с	2	2
190	но как	2	2
191	с чем	2	2
192	тем более	2	2
193	значении этого	4	2
194	при всей	2	2
195	этой точки	2	2
196	в форме	4	2
197	как совокупность	3	2
198	художественной литературы	2	2
199	не могли	2	2
200	языка на	2	2
201	в связи	3	2
202	подобно тому	3	2
203	а с	2	2
204	одного и	3	2
205	свою очередь	2	2
206	слова как	5	2
207	и другие	2	2
208	в формах	2	2
209	это может	2	2
210	так и	12	2
211	ни к	2	2
212	без остатка	2	2
213	к своему	2	2
214	отношении к	3	2
215	и др	2	2
216	на котором	2	2
217	искусства и	3	2
218	тому что	2	2
219	состоит в	20	2
220	мог бы	3	2
221	что можно	3	2
222	вопрос что	2	2
223	в свою	3	2
224	к действительности	3	2
225	жизни как	4	2
226	он и	2	2
227	не столько	7	2
228	тому как	3	2
229	речь идет	2	2
230	себя в	8	2
231	несмотря на	2	2
232	тем или	2	2
233	двоякого рода	3	2
234	а затем	2	2
235	большей части	2	2
236	тогда как	15	2
237	только о	2	2
238	случае не	2	2
239	например в	4	2
240	этого слова	2	2
241	на языке	3	2
242	этих двух	2	2
243	во втором	4	2
244	быть и	2	2
