N	2gram	Bakhtin_Pr	StatiiOP
1	и в	38	103
2	в том	8	89
3	том что	3	77
4	в этом	15	76
5	что в	7	74
6	не только	9	60
7	и т	14	51
8	о том	4	47
9	но и	9	46
10	то что	8	44
11	что он	2	42
12	в его	43	42
13	и не	42	41
14	может быть	26	38
15	было бы	8	32
16	вовсе не	2	31
17	все это	3	29
18	тем что	2	29
19	таким образом	10	28
20	а в	6	27
21	а не	5	27
22	но в	4	26
23	что это	2	25
24	так и	5	25
25	этом отношении	2	24
26	и его	16	24
27	все же	6	23
28	не в	7	23
29	точки зрения	8	23
30	того что	2	22
31	в области	11	22
32	прежде всего	13	22
33	для того	2	22
34	у нас	2	22
35	как в	4	22
36	того чтобы	2	21
37	и пр	2	21
38	это не	5	20
39	т п	13	19
40	в то	4	19
41	в своей	7	19
42	только в	13	19
43	не может	27	18
44	с другой	7	18
45	в котором	2	18
46	он не	3	18
47	самом деле	6	17
48	в россии	2	17
49	в данном	4	17
50	в самом	7	17
51	как бы	22	17
52	сказать что	4	16
53	в ней	4	16
54	можно было	4	16
55	если бы	3	16
56	в этих	2	16
57	как и	7	15
58	например в	3	15
59	по поводу	2	15
60	другой стороны	4	15
61	я не	2	15
62	также и	3	15
63	и на	3	15
64	была бы	2	14
65	между тем	7	14
66	то же	5	14
67	с точки	6	14
68	и что	2	14
69	в своем	5	13
70	но это	3	13
71	в нем	15	13
72	дело в	2	13
73	не менее	4	12
74	хотя бы	4	12
75	ни в	11	12
76	в своих	2	12
77	никогда не	5	11
78	и с	17	11
79	в другом	2	11
80	в них	5	11
81	все эти	5	11
82	на то	2	11
83	не было	2	11
84	ясно что	3	11
85	на самом	4	10
86	в виду	4	10
87	а как	3	10
88	в частности	2	10
89	ничего не	6	10
90	связь с	3	10
91	в целом	3	10
92	что и	2	10
93	отметить что	7	10
94	в истории	2	10
95	в начале	2	10
96	во всех	11	10
97	кроме того	3	10
98	но не	12	10
99	же время	3	10
100	в каждом	2	9
101	в чем	2	9
102	несмотря на	3	9
103	место в	8	9
104	там где	6	9
105	можно сказать	2	9
106	не является	3	9
107	и для	11	9
108	и к	3	9
109	что эта	2	9
110	и тем	3	9
111	и это	3	9
112	могут быть	5	8
113	отношение к	10	8
114	к которому	4	8
115	в их	10	8
116	и др	8	8
117	в какой	2	8
118	связи с	2	8
119	к этому	2	8
120	мы имеем	2	8
121	тем не	3	8
122	и даже	3	8
123	совершенно не	7	8
124	и о	5	8
125	и более	2	8
126	не имеет	9	8
127	данном случае	4	7
128	том как	2	7
129	в виде	2	7
130	одной из	3	7
131	что все	2	7
132	точка зрения	3	7
133	как это	2	7
134	в ее	4	7
135	не все	2	7
136	отличается от	2	7
137	лишь в	2	7
138	еще не	7	7
139	отношению к	19	7
140	этой области	2	7
141	но с	3	7
142	на почве	3	7
143	о которых	2	6
144	в себе	4	6
145	по отношению	21	6
146	должен быть	2	6
147	из которых	2	6
148	его не	2	6
149	по существу	2	6
150	к нему	10	6
151	и все	3	6
152	и во	2	6
153	и вообще	2	6
154	с его	2	6
155	независимо от	13	6
156	его как	3	6
157	и здесь	2	6
158	в особенности	2	6
159	этом смысле	3	6
160	говорить о	3	6
161	в некоторых	2	6
162	материала для	2	5
163	его в	9	5
164	том же	2	5
165	и потому	4	5
166	одной стороны	3	5
167	что не	4	5
168	конечно и	4	5
169	при этом	5	5
170	в тех	3	5
171	не на	5	5
172	должна быть	4	5
173	в двух	2	5
174	хотя и	3	5
175	или иного	2	5
176	того или	2	5
177	но они	4	5
178	с одной	3	5
179	нет и	3	5
180	ни с	2	5
181	вообще не	7	5
182	поэтому в	2	5
183	столь же	2	5
184	оно не	3	5
185	о значении	4	5
186	конечно не	5	5
187	и только	4	5
188	в слове	3	5
189	не могут	2	4
190	одна из	2	4
191	в форме	4	4
192	на этом	2	4
193	то есть	46	4
194	что оно	2	4
195	и у	2	4
196	не всегда	6	4
197	в романе	4	4
198	не знает	3	4
199	но как	2	4
200	они не	3	4
201	и те	2	4
202	в поэзии	9	4
203	в связи	2	4
204	в применении	3	4
205	случае не	2	4
206	должны быть	4	4
207	как мы	7	4
208	именно поэтому	2	4
209	да и	3	4
210	относится к	4	4
211	не могли	2	4
212	за пределы	12	4
213	и он	2	4
214	в значительной	2	4
215	на него	3	4
216	все они	5	4
217	и другие	2	4
218	материала и	2	4
219	все что	3	4
220	здесь нет	2	4
221	совпадает с	2	4
222	языка в	3	4
223	или в	2	4
224	в таком	3	4
225	в основе	5	4
226	применении к	3	4
227	и именно	2	4
228	чем в	2	4
229	в плане	7	3
230	или иной	2	3
231	от него	3	3
232	и наконец	6	3
233	вопроса о	3	3
234	в других	4	3
235	как к	2	3
236	слово в	2	3
237	и других	2	3
238	он должен	2	3
239	к своему	2	3
240	и вся	2	3
241	от них	2	3
242	о котором	2	3
243	лучшем случае	2	3
244	без всякой	2	3
245	она не	2	3
246	и как	8	3
247	только при	2	3
248	находит свое	2	3
249	на них	3	3
250	смысле слова	2	3
251	языка но	2	3
252	здесь не	4	3
253	себя и	3	3
254	и ее	2	3
255	а иногда	2	3
256	бы то	3	3
257	к его	2	3
258	в нашей	2	3
259	а к	2	3
260	особенно в	2	3
261	искусства и	3	3
262	бы не	2	3
263	и которые	2	3
264	иногда и	3	3
265	слова с	2	3
266	со всеми	3	3
