N	3gram	Vygotskiy_	FransuaR
1	до сих пор	9	27
2	в том что	30	27
3	в этом отношении	3	20
4	с точки зрения	5	20
5	для того чтобы	41	17
6	о том что	15	17
7	на самом деле	8	13
8	не может быть	4	13
9	дело в том	2	13
10	с одной стороны	15	13
11	с другой стороны	8	12
12	все то что	6	11
13	можно сказать что	3	11
14	в отличие от	3	11
15	той или иной	2	10
16	в конце концов	6	10
17	в данном случае	3	10
18	не только в	5	10
19	по отношению к	2	9
20	мы видим что	5	9
21	таким образом в	2	8
22	во всех этих	2	7
23	на первый план	2	7
24	можно было бы	4	7
25	в самом деле	8	7
26	в то время	4	7
27	с самого начала	5	6
28	за то что	3	6
29	то же самое	8	5
30	как бы в	3	5
31	и в этой	4	5
32	как раз в	2	5
33	и тот же	2	5
34	друг с другом	6	5
35	и в частности	2	5
36	по сравнению с	4	5
37	потому что он	3	5
38	о котором мы	3	4
39	может быть и	2	4
40	одной и той	4	4
41	и в самом	3	4
42	но он не	2	4
43	в собственном смысле	2	4
44	то что в	4	4
45	вовсе не в	2	4
46	так же как	3	4
47	на этот вопрос	5	4
48	и той же	4	4
49	на одном из	2	4
50	таким образом все	2	4
51	том что в	2	4
52	сказать что в	2	4
53	и то что	4	4
54	потому что в	4	3
55	в этом смысле	3	3
56	не только не	4	3
57	заключается в том	9	3
58	именно потому что	3	3
59	вместе с тем	4	3
60	и в том	2	3
61	что иное как	2	3
62	и как бы	4	3
63	те же самые	2	3
64	что в нем	3	3
65	мы видим таким	2	3
66	одного и того	2	3
67	не что иное	2	3
68	в искусстве и	3	3
69	и того же	2	3
70	а с другой	5	3
71	видим таким образом	2	3
72	и в этом	2	3
73	друг от друга	2	3
74	в целом ряде	2	3
75	сам по себе	4	2
76	таким образом что	6	2
77	именно в этом	2	2
78	одним и тем	3	2
79	в нем нет	3	2
80	и тем же	3	2
81	мы знаем что	3	2
82	потому что они	3	2
83	о котором говорит	4	2
84	никак не может	3	2
85	в этом случае	2	2
86	в конечном счете	2	2
87	из того что	3	2
88	мы не можем	2	2
89	по этому поводу	4	2
90	том что он	4	2
91	друг к другу	5	2
92	то что он	5	2
93	и та же	3	2
94	одна и та	2	2
95	мы все время	3	2
96	и может быть	2	2
97	здесь вовсе не	2	2
98	что это не	2	2
99	то есть нечто	2	2
100	рядом с этим	2	2
101	мы сейчас увидим	3	2
102	в том чтобы	6	2
