N	2gram	Bakhtin_fo	Psycholo
1	то что	13	193
2	и в	84	190
3	в том	16	163
4	что в	9	123
5	потому что	11	114
6	том что	7	113
7	может быть	18	107
8	таким образом	14	102
9	в этом	41	100
10	то есть	42	97
11	в самом	9	82
12	как бы	11	80
13	для того	12	78
14	того чтобы	11	78
15	что он	2	76
16	не только	16	75
17	и не	19	73
18	самом деле	2	70
19	и т	21	69
20	точки зрения	14	69
21	не может	8	68
22	если мы	2	66
23	так как	12	63
24	так же	7	63
25	было бы	2	56
26	если бы	6	55
27	то же	18	54
28	о том	4	54
29	при этом	8	52
30	как и	15	51
31	что и	5	50
32	а не	7	50
33	только в	12	46
34	в сущности	5	46
35	сказать что	4	46
36	по себе	3	46
37	к тому	6	45
38	не в	10	45
39	в этой	3	43
40	ясно что	2	43
41	никогда не	8	42
42	и все	10	42
43	вместе с	9	41
44	как это	2	40
45	но и	14	40
46	как раз	13	39
47	того что	5	39
48	т п	18	38
49	же самое	2	38
50	и это	5	37
51	мы видим	4	37
52	и как	12	36
53	с тем	5	35
54	вовсе не	20	34
55	и его	26	34
56	как на	2	34
57	что все	4	33
58	все же	12	33
59	все это	10	32
60	в себе	7	32
61	в ней	4	31
62	мы не	4	31
63	в его	19	31
64	он не	6	31
65	для нас	2	31
66	мы увидим	2	30
67	как в	10	30
68	с одной	5	29
69	и для	12	29
70	с точки	9	29
71	одной стороны	3	29
72	в нем	28	29
73	что мы	2	28
74	что они	3	28
75	и то	5	28
76	мы можем	2	28
77	в основе	9	27
78	с другой	4	27
79	а в	6	27
80	все то	2	27
81	и на	13	27
82	в трагедии	3	26
83	так что	4	26
84	совершенно не	3	26
85	и здесь	2	25
86	жизни и	12	25
87	до конца	5	24
88	в целом	2	24
89	и совершенно	3	24
90	до сих	4	24
91	тем что	4	24
92	в своем	8	23
93	сих пор	4	23
94	целый ряд	2	23
95	могут быть	7	23
96	один из	5	23
97	и даже	5	22
98	т д	3	22
99	как она	3	22
100	когда мы	2	22
101	с этим	11	22
102	из них	8	22
103	в своей	2	21
104	как мы	19	21
105	и вот	2	21
106	в конце	11	21
107	ни в	9	21
108	в котором	8	21
109	в которых	4	21
110	той же	2	21
111	и только	3	21
112	она не	2	20
113	все эти	12	20
114	в то	13	20
115	тот же	4	20
116	это не	8	20
117	там где	4	20
118	мы имеем	2	20
119	на этом	2	20
120	мы должны	2	19
121	в ее	6	19
122	у него	8	19
123	в одном	10	19
124	мы уже	17	19
125	в каком	2	18
126	но в	16	18
127	был бы	3	18
128	но не	9	18
129	в которой	3	18
130	с этой	3	18
131	есть не	4	18
132	и есть	3	18
133	в виду	5	17
134	одна из	3	17
135	во всяком	5	17
136	у нас	2	17
137	из этих	5	17
138	время как	5	17
139	так и	17	16
140	самого начала	3	16
141	та же	4	16
142	не имеет	5	16
143	и к	4	16
144	же как	2	16
145	к этому	5	16
146	формы и	4	16
147	с самого	3	16
148	в таком	4	16
149	и потому	4	15
150	еще не	8	15
151	не могут	4	15
152	далеко не	3	15
153	только на	3	15
154	в частности	11	15
155	утверждает что	2	15
156	в них	11	15
157	во всех	13	15
158	в результате	6	15
159	для него	5	15
160	и так	2	15
161	что на	3	14
162	хотя бы	2	14
163	по существу	17	14
164	с ним	5	14
165	есть только	2	14
166	прежде всего	28	14
167	этом отношении	5	14
168	в жизни	6	14
169	те же	5	14
170	то время	4	14
171	или в	3	14
172	в совершенно	3	14
173	но он	4	14
174	как он	4	13
175	точка зрения	4	13
176	не могли	3	13
177	именно в	5	13
178	отнюдь не	7	13
179	и он	3	13
180	в той	5	13
181	по самому	3	12
182	идет о	2	12
183	того же	9	12
184	в этих	6	12
185	в самой	3	12
186	их в	6	12
187	в свою	2	12
188	ничего не	9	12
189	и другие	6	12
190	тогда когда	2	12
191	в основу	3	12
192	в поэзии	2	12
193	что не	3	12
194	и до	7	12
195	и может	2	12
196	например в	7	12
197	и уже	4	12
198	об этом	3	12
199	и с	10	12
200	образом и	2	11
201	и поэтому	2	11
202	он должен	2	11
203	отличие от	3	11
204	этого слова	2	11
205	по сравнению	3	11
206	понятно что	4	11
207	сравнению с	3	11
208	и других	5	11
209	его в	8	11
210	мы видели	2	11
211	была бы	2	11
212	с его	10	11
213	есть в	3	11
214	раз в	4	11
215	уже в	5	11
216	не было	8	11
217	конечно не	7	11
218	данном случае	2	10
219	в другом	2	10
220	здесь мы	4	10
221	это было	2	10
222	не является	4	10
223	и их	11	10
224	во всем	3	10
225	в одной	2	10
226	и у	8	10
227	в их	9	10
228	совсем не	4	10
229	в данном	4	10
230	должно быть	6	10
231	сами по	2	10
232	ее в	2	10
233	и от	3	10
234	тому же	2	10
235	вопрос о	2	9
236	и следовательно	5	9
237	и ее	4	9
238	оказывается что	2	9
239	ту же	4	9
240	и та	2	9
241	и по	5	9
242	внимание на	2	9
243	и наконец	6	9
244	но все	6	9
245	должен быть	2	9
246	роль в	12	9
247	на нас	3	9
248	мы говорили	3	9
249	мы будем	5	9
250	о чем	4	9
251	в чем	3	9
252	по своему	3	9
253	в него	2	9
254	так сказать	14	9
255	по этому	2	9
256	что даже	2	9
257	можно сказать	2	9
258	с ее	7	9
259	героя и	7	9
260	его и	2	9
261	в отличие	3	9
262	не к	2	9
263	в процессе	4	8
264	и во	13	8
265	одно и	4	8
266	и эта	2	8
267	и тот	2	8
268	стороны и	2	8
269	наряду с	7	8
270	себе и	4	8
271	и более	3	8
272	жизни с	2	8
273	тем же	3	8
274	том как	2	8
275	с другом	5	8
276	место в	4	8
277	это значит	3	8
278	во время	7	8
279	по преимуществу	4	8
280	жизнь и	4	8
281	друг с	5	8
282	бы совершенно	2	8
283	и вообще	3	8
284	здесь совершенно	2	8
285	в полном	2	7
286	не как	2	7
287	что здесь	2	7
288	одно из	3	7
289	больше и	2	7
290	от этого	4	7
291	они не	4	7
292	для всех	3	7
293	здесь в	6	7
294	должны быть	2	7
295	связи с	14	7
296	только один	2	7
297	время в	7	7
298	лежит в	2	7
299	дело в	3	7
300	себя и	6	7
301	нас в	3	7
302	все что	2	7
303	же в	6	7
304	в нашем	3	7
305	а как	3	7
306	во все	4	7
307	в глаза	3	7
308	и дает	3	7
309	и те	4	7
310	на другой	2	7
311	в качестве	6	7
312	имеет место	6	7
313	к ним	3	7
314	в особенности	15	7
315	времени и	10	7
316	со всеми	4	7
317	в течение	2	7
