N	3gram	Vygotskiy_	VeschiIm
1	и т д	6	38
2	не может быть	4	24
3	не что иное	2	12
4	что иное как	2	12
5	в том что	30	9
6	в самом деле	8	7
7	на то что	25	7
8	сама по себе	3	7
9	по сравнению с	4	7
10	ни в каком	2	6
11	с точки зрения	5	6
12	одно и то	3	5
13	и то же	4	5
14	не только в	5	5
15	что оно есть	2	5
16	и то что	4	5
17	с этой точки	3	4
18	не только не	4	4
19	потому что они	3	4
20	то время как	4	4
21	этой точки зрения	3	4
22	сам по себе	4	4
23	о том что	15	4
24	в то время	4	4
25	дело в том	2	4
26	само по себе	3	4
27	равно как и	2	4
28	и что они	3	3
29	мы не можем	2	3
30	из того что	3	3
31	есть как бы	2	3
32	можно сказать что	3	3
33	что это есть	2	3
34	то что мы	2	3
35	в собственном смысле	2	3
36	можно было бы	4	3
37	вместе с тем	4	3
38	заключается в том	9	3
39	с одной стороны	15	3
40	с другой стороны	8	3
41	указывает на то	3	3
42	сами по себе	2	3
43	как она есть	2	3
44	все то что	6	2
45	есть не просто	2	2
46	в нем нет	3	2
47	бы сказать что	2	2
48	для того чтобы	41	2
49	в этом отношении	3	2
50	том что он	4	2
51	к тому что	8	2
52	то что он	5	2
53	мы видим что	5	2
54	в конце концов	6	2
55	так же как	3	2
56	вопрос о том	3	2
57	друг с другом	6	2
58	и таким образом	3	2
59	в данном случае	3	2
60	как раз в	2	2
61	не может и	2	2
62	в этом смысле	3	2
63	то что оно	2	2
64	и в этом	2	2
65	и в частности	2	2
66	и для ее	2	2
67	если это так	2	2
68	в том чтобы	6	2
