N	2gram	Propp_Morf	RusskieA
1	и в	17	79
2	в том	10	64
3	том что	7	59
4	что в	10	57
5	т е	25	54
6	не только	8	41
7	а а	2	40
8	во время	6	38
9	так как	20	34
10	в этом	18	33
11	и другие	6	33
12	состоит в	3	32
13	как бы	6	31
14	но и	9	31
15	в других	5	30
16	как и	4	28
17	может быть	61	28
18	одна из	5	24
19	и т	62	23
20	о том	6	23
21	в поле	5	22
22	т д	60	21
23	это не	6	20
24	как мы	8	20
25	а в	8	20
26	из них	4	19
27	представляют собой	16	18
28	все это	2	18
29	с тем	2	17
30	потому что	7	17
31	то что	10	17
32	об этом	5	17
33	таким образом	26	17
34	мы не	8	16
35	один из	7	15
36	или на	3	15
37	у нас	3	14
38	для нас	2	14
39	не менее	7	14
40	как это	7	14
41	тем не	7	14
42	и не	16	14
43	и что	3	14
44	и по	3	13
45	к этому	4	13
46	не может	19	13
47	еще не	4	13
48	как в	5	13
49	уже не	4	13
50	в которых	2	13
51	в некоторых	4	13
52	в виде	3	12
53	между собой	5	12
54	этом случае	10	12
55	мы имеем	19	12
56	тем что	4	12
57	а на	3	11
58	следующим образом	4	11
59	а затем	10	11
60	но это	6	11
61	мы увидим	10	11
62	не имеет	2	11
63	далеко не	5	11
64	в лесу	2	11
65	его в	4	10
66	так и	10	10
67	по существу	13	10
68	так например	3	10
69	между тем	5	10
70	все же	9	10
71	что и	10	10
72	а также	7	10
73	представляет собой	17	10
74	или в	6	10
75	данном случае	2	9
76	но в	4	9
77	что они	5	9
78	того как	2	9
79	то же	10	9
80	но не	8	9
81	видно что	5	9
82	так же	4	8
83	того что	3	8
84	в россии	2	8
85	как уже	3	8
86	в данном	2	8
87	того чтобы	4	8
88	их в	2	8
89	же в	3	8
90	связи с	12	8
91	что это	3	8
92	как например	2	8
93	не все	6	8
94	во всех	6	8
95	подобно тому	6	8
96	ее в	3	8
97	для того	3	8
98	в этих	17	8
99	тому как	5	8
100	в лес	7	7
101	мы должны	3	7
102	а и	3	7
103	ничего не	5	7
104	в настоящее	3	7
105	не в	3	7
106	главным образом	5	7
107	а с	2	7
108	к нему	3	7
109	настоящее время	3	7
110	животных и	3	7
111	было бы	5	7
112	с этого	2	7
113	из этих	2	7
114	и как	6	7
115	иногда и	2	7
116	только в	3	7
117	как будто	2	7
118	а не	11	7
119	с собой	3	6
120	в этой	3	6
121	не будем	5	6
122	и их	3	6
123	и у	3	6
124	друг друга	3	6
125	на этом	4	6
126	не всегда	10	6
127	в в	2	6
128	тому что	5	6
129	она не	2	6
130	к тому	5	6
131	что этот	2	6
132	все эти	5	6
133	в качестве	8	6
134	чем в	2	6
135	в одном	2	6
136	что она	2	6
137	также в	2	6
138	но они	2	6
139	или с	3	6
140	и пр	45	6
141	и более	2	6
142	приводит к	3	6
143	после чего	2	6
144	на самом	4	5
145	вопрос о	10	5
146	в тех	8	5
147	их на	2	5
148	к себе	2	5
149	но если	10	5
150	или же	7	5
151	что он	5	5
152	вывод что	2	5
153	прежде всего	14	5
154	и др	12	5
155	с этим	14	5
156	заметить что	11	5
157	в то	4	5
158	или вообще	2	5
159	в целом	5	5
160	тогда как	2	5
161	в связи	10	5
162	там где	5	5
163	например в	2	5
164	можно было	4	5
165	только для	2	5
166	чаще всего	11	5
167	не с	2	5
168	и для	4	5
169	рассматриваться как	3	5
170	с другой	9	5
171	входит в	4	5
172	и к	4	5
173	мы уже	4	5
174	этих случаях	15	5
175	в таких	3	4
176	в доме	2	4
177	означает что	3	4
178	если в	7	4
179	и ее	5	4
180	в глаза	2	4
181	иное как	2	4
182	некоторые из	3	4
183	но есть	3	4
184	не что	2	4
185	можно будет	3	4
186	и при	3	4
187	в руки	4	4
188	здесь мы	3	4
189	его и	2	4
190	они и	5	4
191	но эти	3	4
192	или по	2	4
193	в образе	6	4
194	могут быть	21	4
195	нет но	2	4
196	и тогда	3	4
197	не на	2	4
198	и другим	3	4
199	во всяком	2	4
200	в основе	2	4
201	этого момента	3	4
202	по своему	2	4
203	в круг	2	4
204	дело не	2	4
205	к ней	3	4
206	несмотря на	4	4
207	и здесь	7	4
208	кроме того	3	4
209	та же	3	4
210	она в	2	4
211	что иное	2	4
212	но все	4	4
213	в своих	2	4
214	как они	2	4
215	этот вопрос	4	4
216	всяком случае	2	4
217	других случаях	2	4
218	ф и	2	4
219	вряд ли	2	4
220	то время	3	4
221	в середине	2	4
222	тем и	2	4
223	ее по	3	3
224	том как	2	3
225	в одной	2	3
226	в форме	6	3
227	сразу же	2	3
228	есть и	4	3
229	их по	4	3
230	это и	3	3
231	раньше чем	5	3
232	или менее	2	3
233	из приведенных	3	3
234	относятся к	2	3
235	более или	2	3
236	точки зрения	7	3
237	этот случай	7	3
238	в различных	2	3
239	большинстве случаев	3	3
240	совсем не	3	3
241	ниже в	2	3
242	в какой	3	3
243	сюда же	5	3
244	значение и	3	3
245	из таких	2	3
246	хотя и	5	3
247	увидим что	2	3
248	или не	3	3
249	независимо от	4	3
250	с другими	2	3
251	по отношению	7	3
252	и наоборот	4	3
253	в которой	3	3
254	на него	4	3
255	к другу	2	3
256	если бы	3	3
257	на первый	3	3
258	для этой	3	3
259	увидим ниже	6	3
260	или ее	2	3
261	можно сделать	2	3
262	между собою	2	3
263	носит характер	2	3
264	отношению к	7	3
265	с одной	2	3
266	на этот	2	3
267	на то	3	3
268	и этим	7	3
269	из которых	5	3
270	можно назвать	3	3
271	друг к	2	3
272	с точки	6	3
273	по очереди	2	3
274	здесь не	3	3
275	на другие	2	3
276	и его	3	3
277	что именно	2	3
278	в большинстве	3	3
279	уже видели	2	3
280	быть и	2	3
281	решить вопрос	2	2
282	в иных	4	2
283	о характере	2	2
284	дома в	2	2
285	например на	2	2
286	от него	2	2
287	перед нами	14	2
288	научной литературе	2	2
289	тем временем	2	2
290	одним из	2	2
291	и тем	3	2
292	он должен	3	2
293	же можно	3	2
294	можно установить	2	2
295	в частности	2	2
296	е а	2	2
297	и за	2	2
298	оно как	2	2
299	самом деле	4	2
300	на берег	2	2
301	показать что	4	2
302	в один	3	2
303	к различным	2	2
304	не так	2	2
305	но так	2	2
306	но мы	3	2
307	они не	3	2
308	в другую	2	2
309	можно показать	2	2
310	подобные же	2	2
311	ни одна	4	2
312	ту же	2	2
313	тех случаях	2	2
314	одной стороны	2	2
315	ответ на	2	2
316	составные части	10	2
317	очень много	2	2
318	сказки о	6	2
319	иногда в	8	2
320	встречается и	3	2
321	в сказке	27	2
322	когда в	2	2
323	мы видим	15	2
324	и когда	2	2
325	себя и	2	2
326	в числе	2	2
327	иные формы	2	2
328	случаях когда	2	2
329	случае не	4	2
330	что эти	3	2
331	можно сказать	2	2
332	который в	2	2
333	для него	2	2
334	так называемых	2	2
335	с его	3	2
336	в одну	2	2
337	есть формы	4	2
338	сказать что	4	2
339	это еще	2	2
340	он не	5	2
341	право на	2	2
342	о происхождении	2	2
343	в сказках	3	2
344	другой стороны	5	2
345	значит что	4	2
346	в начале	3	2
347	же происходит	2	2
348	собой в	2	2
349	если она	2	2
350	ряд других	2	2
351	от другого	3	2
352	и даже	2	2
353	мы можем	5	2
354	целый ряд	3	2
355	обычно в	2	2
356	д и	2	2
357	к вопросу	2	2
358	этом отношении	2	2
359	не является	4	2
360	с этой	3	2
361	наших целей	2	2
362	не означает	2	2
363	по всему	3	2
364	в пределах	3	2
365	например с	2	2
366	или просто	2	2
367	из ряда	3	2
368	вытекает из	2	2
369	в чем	2	2
370	что такое	3	2
371	если это	3	2
372	другу и	2	2
373	не значит	3	2
374	оно не	2	2
375	это так	2	2
376	если он	2	2
377	такую же	2	2
378	сделать из	2	2
379	должны будем	2	2
380	и затем	5	2
381	к другому	2	2
382	что эта	2	2
383	говорить о	4	2
384	для наших	3	2
385	отправляется в	3	2
386	у него	2	2
387	но оно	2	2
388	в нашем	6	2
389	что при	3	2
