N	2gram	Tiupa_Anal	FransuaR
1	и в	30	367
2	то есть	19	209
3	в этом	31	112
4	и т.п	13	108
5	и не	33	101
6	таким образом	5	100
7	и его	9	99
8	в его	15	98
9	прежде всего	8	92
10	не только	30	87
11	мы уже	2	85
12	но и	29	84
13	как бы	15	82
14	все эти	3	79
15	вовсе не	4	77
16	в романе	2	77
17	как и	23	76
18	в нем	3	75
19	но в	11	75
20	и на	10	72
21	в том	36	71
22	как мы	3	71
23	то же	12	66
24	и все	5	66
25	так и	16	65
26	в этой	12	65
27	в сущности	10	64
28	и с	2	64
29	в то	10	63
30	все это	2	62
31	во всех	5	62
32	же время	7	55
33	что в	7	52
34	в своем	2	51
35	только в	8	48
36	так как	3	46
37	и до	3	46
38	том что	21	45
39	здесь в	2	41
40	то что	11	41
41	у него	5	40
42	в самом	12	38
43	точки зрения	10	37
44	с его	3	36
45	может быть	33	35
46	он был	3	35
47	о том	11	35
48	сказать что	2	34
49	и даже	10	34
50	в себе	17	34
51	в конце	4	32
52	он не	4	32
53	для него	5	32
54	в своей	7	31
55	в литературе	4	31
56	никогда не	4	30
57	и потому	2	30
58	той же	4	30
59	один из	4	30
60	потому что	3	30
61	в этих	3	29
62	не может	26	29
63	еще не	5	29
64	его в	2	29
65	не в	17	29
66	при этом	20	29
67	в одном	3	29
68	связи с	2	29
69	что он	3	29
70	из них	2	28
71	в основе	6	28
72	всех этих	2	28
73	в той	8	28
74	также и	3	28
75	и к	5	28
76	роль в	3	27
77	и их	2	27
78	том числе	3	27
79	все же	4	27
80	в эпизоде	5	27
81	все они	2	26
82	на самом	2	25
83	в области	4	25
84	отношение к	2	24
85	того чтобы	3	24
86	в ее	2	24
87	в частности	32	24
88	но не	13	24
89	как в	3	24
90	он и	3	24
91	времени и	7	24
92	своего рода	12	23
93	и для	3	23
94	это не	7	23
95	в их	8	23
96	с ним	6	23
97	к нему	4	23
98	и о	3	22
99	и во	3	22
100	даже в	5	22
101	а в	11	22
102	что и	5	22
103	тем что	2	22
104	вместе с	6	22
105	именно в	6	21
106	в себя	8	21
107	в качестве	38	21
108	в отношении	2	21
109	и наконец	2	21
110	ни в	5	21
111	одним из	3	21
112	есть в	4	21
113	и как	6	21
114	а также	8	20
115	как раз	5	20
116	одной из	2	20
117	этом отношении	5	20
118	в виду	2	20
119	с точки	6	20
120	самом деле	3	20
121	в связи	2	20
122	того же	7	19
123	хотя и	4	19
124	к этому	2	19
125	в эту	3	19
126	было бы	4	19
127	за пределы	6	19
128	далеко не	6	19
129	с другой	7	19
130	с ее	2	19
131	на протяжении	2	19
132	на этом	4	18
133	здесь не	2	18
134	превращается в	3	18
135	для того	4	17
136	того что	5	17
137	в результате	3	17
138	и смерти	4	17
139	на его	4	17
140	такой же	3	17
141	большей или	4	17
142	а не	25	17
143	между тем	7	16
144	или меньшей	4	16
145	тот же	2	16
146	ничего не	10	16
147	в начале	3	16
148	в другом	4	16
149	с одной	7	16
150	и одновременно	4	16
151	одно из	2	15
152	никто не	3	15
153	еще в	4	15
154	в нашем	3	15
155	особенно в	9	15
156	а затем	3	15
157	в первой	2	15
158	с их	2	15
159	в которой	3	15
160	не мог	3	15
161	из этих	2	15
162	все что	3	14
163	слов и	2	14
164	в данном	6	14
165	несмотря на	5	14
166	и по	2	14
167	в чем	2	14
168	в котором	5	14
169	как он	4	13
170	отличие от	8	13
171	что все	2	13
172	на этой	2	13
173	или в	2	13
174	бы в	3	13
175	в мире	14	13
176	и есть	3	13
177	и сам	4	13
178	мира в	2	13
179	более того	4	13
180	его к	3	13
181	о чем	3	13
182	на все	2	13
183	только на	3	13
184	одной стороны	6	13
185	не знает	4	13
186	лишь в	12	12
187	только для	3	12
188	не могут	3	12
189	в пределах	11	12
190	те же	3	12
191	по своей	6	12
192	не был	2	12
193	он в	5	12
194	место в	3	12
195	можно сказать	6	12
196	о нем	4	12
197	другой стороны	2	12
198	так например	2	11
199	и более	5	11
200	ни с	5	11
201	из этого	2	11
202	на фоне	5	11
203	в свое	3	11
204	уже не	6	11
205	и что	2	11
206	и особенно	4	11
207	и т.д	4	11
208	культуры в	2	11
209	с ними	2	11
210	той или	8	11
