N	2gram	Ircho_Kome	slovoVRo
1	и в	40	92
2	и т	11	82
3	т п	7	72
4	в нем	8	59
5	может быть	16	59
6	и его	17	59
7	и не	19	51
8	не только	12	44
9	не может	3	41
10	но и	14	39
11	до конца	3	37
12	в этом	9	36
13	во всех	4	32
14	так и	17	30
15	точки зрения	7	30
16	могут быть	3	29
17	в его	8	27
18	все это	7	25
19	как бы	3	24
20	то же	7	23
21	и на	9	22
22	не в	8	21
23	в сущности	3	21
24	как в	8	21
25	вовсе не	3	21
26	в то	14	20
27	прежде всего	8	19
28	как мы	5	19
29	как и	12	18
30	себя в	2	18
31	же время	5	18
32	все же	7	17
33	в истории	10	17
34	и даже	5	17
35	в большинстве	2	17
36	таким образом	13	17
37	отличие от	4	16
38	при этом	5	16
39	в них	7	16
40	но в	6	16
41	и с	8	15
42	со своим	6	15
43	в той	2	15
44	в отличие	3	14
45	только в	6	14
46	это не	2	13
47	и следовательно	2	13
48	с его	4	13
49	и для	4	13
50	с другой	7	13
51	в отношении	6	12
52	отношение к	3	12
53	а в	9	12
54	или в	5	12
55	во всяком	4	12
56	еще не	7	12
57	точек зрения	2	12
58	и к	2	12
59	один из	9	11
60	большинстве случаев	2	11
61	на его	5	11
62	с ними	2	11
63	одной стороны	5	11
64	в этих	5	11
65	с одной	5	11
66	в своем	6	10
67	и их	3	10
68	в том	19	10
69	и все	4	10
70	в себе	3	10
71	т д	4	10
72	зрения на	2	10
73	его в	6	9
74	и от	2	9
75	одним из	3	9
76	и других	7	9
77	или менее	2	9
78	к нему	5	9
79	здесь в	4	9
80	в их	6	9
81	и мир	2	9
82	в своей	3	9
83	одна из	4	9
84	так как	6	9
85	с ее	2	9
86	но не	3	9
87	он не	5	9
88	в ней	2	8
89	все время	2	8
90	с этим	5	8
91	человека в	2	8
92	в самом	5	8
93	всяком случае	4	8
94	том что	19	7
95	друг друга	2	7
96	того же	4	7
97	ту же	2	7
98	в целом	6	7
99	связи с	3	7
100	у него	6	7
101	за пределы	2	7
102	но все	4	7
103	связанные с	2	7
104	еще более	2	7
105	жизни и	4	7
106	даже в	3	6
107	ничего не	4	6
108	которые в	3	6
109	наконец в	3	6
110	роль в	2	6
111	на этом	3	6
112	а также	5	6
113	что в	12	6
114	ни в	9	6
115	дело с	3	6
116	в качестве	8	6
117	другой стороны	6	6
118	говорить о	3	6
119	в новое	2	6
120	и здесь	6	6
121	хотя бы	2	6
122	именно в	5	6
123	в свою	2	6
124	по себе	2	6
125	в одном	10	6
126	между тем	9	6
127	в каждом	2	5
128	только на	2	5
129	не менее	6	5
130	отношению к	5	5
131	а затем	4	5
132	мы не	4	5
133	и по	6	5
134	почти всегда	2	5
135	в других	3	5
136	хотя и	6	5
137	для этого	2	5
138	по отношению	5	5
139	с их	4	5
140	в результате	5	5
141	связанных с	2	5
142	этом отношении	3	5
143	не является	2	5
144	для того	3	5
145	и более	2	5
146	на протяжении	14	5
147	о том	12	5
148	к его	3	5
149	той же	3	5
150	уже в	9	5
151	и сам	5	5
152	но он	2	5
153	вместе с	8	5
154	для всех	5	4
155	так же	4	4
156	образом в	2	4
157	и ее	5	4
158	а на	2	4
159	и формы	2	4
160	в другом	5	4
161	что и	10	4
162	в виду	2	4
163	что он	11	4
164	не всегда	2	4
165	однако в	4	4
166	в виде	3	4
167	в частности	7	4
168	мы видели	2	4
169	до сих	3	4
170	так в	6	4
171	в чем	3	4
172	того чтобы	4	4
173	новое время	3	4
174	и во	4	4
175	же как	3	4
176	это слово	4	4
177	одной из	6	4
178	но это	2	4
179	в которой	9	4
180	мы найдем	4	4
181	и как	3	4
182	если бы	4	4
183	с этой	3	4
184	и о	3	4
