N	2gram	Bakhtin_Fr	VLabPisa
1	таким образом	34	32
2	в этом	21	29
3	не только	11	26
4	и в	73	26
5	может быть	5	23
6	и не	13	20
7	в процессе	3	17
8	не может	4	17
9	в том	13	15
10	в его	18	15
11	этом отношении	3	14
12	прежде всего	18	13
13	все это	19	13
14	в частности	2	12
15	как это	2	12
16	в качестве	11	12
17	что в	14	11
18	с другой	3	11
19	из них	6	11
20	то же	16	10
21	не могут	3	10
22	но и	15	10
23	и др	12	10
24	о том	13	10
25	по этому	4	10
26	к этому	5	9
27	об этом	2	9
28	для него	7	9
29	в своем	13	8
30	том что	8	8
31	другой стороны	2	8
32	все эти	24	8
33	было бы	5	8
34	только в	7	8
35	вместе с	9	8
36	это не	7	7
37	во всех	13	7
38	по отношению	3	7
39	в году	12	7
40	в основном	2	7
41	то что	12	7
42	отношению к	3	7
43	как и	19	7
44	их в	5	7
45	в нем	18	7
46	не было	4	7
47	говорит о	2	7
48	же в	2	7
49	а не	2	7
50	не в	12	6
51	в то	14	6
52	в себе	16	6
53	или менее	3	6
54	все же	2	6
55	у него	13	6
56	так и	13	6
57	более или	3	6
58	один из	5	6
59	и его	18	6
60	между тем	2	6
61	никогда не	6	5
62	даже в	4	5
63	сказать что	4	5
64	в плане	7	5
65	в одном	5	5
66	и образов	2	5
67	перед нами	5	5
68	в результате	7	5
69	в их	5	5
70	одним из	3	5
71	действующих лиц	2	5
72	к тому	2	5
73	он говорит	2	5
74	как бы	15	5
75	в них	14	5
76	связи с	5	5
77	же время	12	5
78	и есть	3	5
79	одна из	7	4
80	образов и	4	4
81	и ее	2	4
82	одном из	5	4
83	роль в	4	4
84	в виду	4	4
85	что он	8	4
86	в романе	10	4
87	по существу	8	4
88	с тем	2	4
89	что все	3	4
90	должен быть	4	4
91	для его	2	4
92	их и	2	4
93	в самом	9	4
94	как раз	3	4
95	в ее	6	4
96	с ними	4	4
97	в своей	4	4
98	в связи	3	4
99	во время	12	4
100	в этой	18	4
101	чем же	2	4
102	с его	5	4
103	и от	10	3
104	например в	8	3
105	и к	6	3
106	с этим	4	3
107	мы имеем	2	3
108	так же	11	3
109	и он	4	3
110	том как	3	3
111	всех этих	2	3
112	бы в	3	3
113	в форме	6	3
114	в значительной	5	3
115	в конце	9	3
116	его в	3	3
117	и как	5	3
118	как он	4	3
119	него в	2	3
120	как о	5	3
121	и их	5	3
122	у нас	4	3
123	всех других	2	3
124	того что	5	3
125	образом в	2	3
126	мы видели	7	3
127	явлений и	2	3
128	далеко не	2	3
129	что у	3	3
130	а в	10	3
131	или меньшей	2	3
132	в котором	4	3
133	именно в	4	3
134	точки зрения	6	3
135	мира и	6	3
136	и образы	5	3
137	в которых	3	3
138	между ними	2	3
139	большей или	3	3
140	человека и	3	3
141	жизни и	6	3
142	того чтобы	2	3
143	что и	6	3
144	и по	4	3
145	или в	5	3
146	что они	2	3
147	момент в	4	3
148	вовсе не	11	3
149	в целях	2	2
150	также что	3	2
151	в книге	2	2
152	меньшей степени	2	2
153	и потому	6	2
154	до нас	10	2
155	не подлежит	4	2
156	которые в	2	2
157	к этим	3	2
158	еще и	2	2
159	так сказать	5	2
160	другом месте	3	2
161	о чем	2	2
162	одной стороны	3	2
163	можно было	4	2
164	должно быть	4	2
165	и через	2	2
166	начиная с	3	2
167	в другом	4	2
168	и даже	4	2
169	и у	7	2
170	связанное с	2	2
171	лица и	3	2
172	с более	2	2
173	конце концов	5	2
174	ее как	2	2
175	нет ни	3	2
176	все они	7	2
177	в особенности	5	2
178	в области	3	2
179	и наконец	6	2
180	у них	3	2
181	понятно что	2	2
182	еще не	3	2
183	бы еще	2	2
184	как у	3	2
185	начинается с	2	2
186	в которой	3	2
187	между собою	3	2
188	например у	2	2
189	в течение	2	2
190	всех его	3	2
191	а для	2	2
192	в чем	3	2
193	сих пор	3	2
194	с одной	3	2
195	после того	6	2
196	одной из	5	2
197	так например	2	2
198	что его	2	2
199	от них	2	2
200	они и	4	2
201	и для	8	2
202	также и	6	2
203	на него	2	2
204	только с	2	2
205	но в	12	2
206	они не	2	2
207	он может	3	2
208	он в	2	2
209	все его	3	2
210	себе и	2	2
211	в ней	10	2
212	к его	2	2
213	между прочим	2	2
214	на этом	6	2
215	из которых	2	2
216	в образе	6	2
217	он и	2	2
218	что мы	2	2
219	по себе	2	2
220	в образах	8	2
221	образов в	4	2
222	внимание на	2	2
223	человека в	3	2
224	отметить что	2	2
225	он сам	4	2
226	числе и	2	2
227	этому вопросу	2	2
228	и может	2	2
229	он не	4	2
230	и сам	2	2
231	во всей	2	2
232	должна быть	3	2
233	в различных	2	2
234	ту же	3	2
235	но с	3	2
236	остановимся на	3	2
237	в большей	2	2
238	хотя и	5	2
239	лишь в	2	2
240	том числе	4	2
241	во всяком	2	2
242	подчеркнуть что	4	2
243	до сих	3	2
244	того как	7	2
245	в системе	2	2
