N	2gram	Propp_Isto	Komedia
1	и в	41	77
2	и не	12	47
3	в том	14	44
4	том что	18	42
5	т е	34	33
6	о том	15	33
7	но и	20	32
8	может быть	19	30
9	таким образом	15	29
10	из них	2	29
11	в то	6	28
12	и его	11	28
13	в этом	19	27
14	потому что	13	27
15	что он	29	26
16	к тому	4	26
17	не только	30	25
18	вместе с	17	25
19	так как	21	24
20	как и	8	23
21	ни в	4	23
22	что в	21	23
23	что и	13	22
24	если бы	3	22
25	в самом	2	22
26	в конце	4	21
27	так и	8	21
28	а в	12	21
29	то же	12	21
30	ясно что	2	21
31	в его	4	20
32	со стороны	3	19
33	во время	7	19
34	к этому	5	19
35	в этой	2	18
36	и т	29	17
37	тем что	11	17
38	еще не	13	17
39	и здесь	13	17
40	в нем	12	17
41	все же	14	16
42	у него	16	16
43	не менее	5	16
44	при этом	7	16
45	тот же	2	16
46	и сам	3	16
47	сих пор	5	16
48	он не	8	16
49	до сих	4	16
50	его в	7	15
51	в своем	3	15
52	не в	12	15
53	точки зрения	4	15
54	прежде всего	6	15
55	один из	7	15
56	на себя	3	15
57	было бы	4	15
58	в которой	2	15
59	и на	12	15
60	к нему	8	14
61	все это	9	14
62	об этом	7	14
63	и с	4	14
64	о чем	2	13
65	то что	12	13
66	так что	6	13
67	но в	7	13
68	того же	3	13
69	в них	4	13
70	что она	6	13
71	мы можем	11	13
72	в одном	2	13
73	так же	6	12
74	с другой	20	12
75	для того	2	12
76	как это	6	12
77	уже в	4	12
78	не по	2	12
79	в качестве	5	12
80	хотя и	3	12
81	в начале	2	12
82	не может	19	12
83	как в	17	12
84	но не	8	12
85	в котором	3	12
86	из которых	3	12
87	по отношению	3	11
88	должны были	4	11
89	наряду с	2	11
90	в их	4	11
91	в частности	3	11
92	с тем	8	11
93	что его	2	11
94	как мы	6	11
95	то время	4	11
96	к ней	3	11
97	и даже	3	11
98	на этот	4	11
99	с ним	9	11
100	в целом	2	10
101	к себе	4	10
102	отношение к	6	10
103	ничего не	7	10
104	одной из	4	10
105	и все	6	10
106	в чем	5	10
107	на его	6	10
108	мы не	10	10
109	он был	2	10
110	с его	4	10
111	тут же	2	10
112	с этим	3	10
113	тем более	2	10
114	на него	3	10
115	с одной	12	10
116	как бы	8	10
117	еще в	3	10
118	и что	15	10
119	в тех	8	9
