N	2gram	Voloshinov	formyVre
1	и в	12	148
2	в этом	4	73
3	в нем	6	51
4	прежде всего	8	46
5	и не	10	37
6	в его	2	36
7	и его	13	36
8	но и	3	33
9	то же	5	32
10	частной жизни	2	32
11	не только	4	32
12	в литературе	4	32
13	но в	5	31
14	жизни и	4	31
15	так и	4	29
16	может быть	14	27
17	не в	4	26
18	как и	5	25
19	как бы	13	25
20	точки зрения	14	24
21	в то	2	23
22	только в	6	23
23	то что	5	22
24	в том	6	22
25	все эти	3	21
26	в основном	2	19
27	в своем	2	19
28	и др	5	19
29	и для	3	19
30	и на	4	19
31	и все	2	18
32	еще не	3	18
33	таким образом	12	18
34	те же	2	17
35	при этом	6	17
36	так как	9	17
37	в особенности	2	17
38	в пределах	3	17
39	все же	4	16
40	не может	16	16
41	в условиях	2	16
42	никогда не	5	15
43	в них	3	15
44	с точки	2	15
45	с его	2	15
46	вместе с	2	15
47	так же	3	14
48	все это	3	14
49	и с	3	14
50	а не	5	14
51	как в	5	13
52	в котором	3	13
53	в самом	4	13
54	с ним	3	13
55	ничего не	2	12
56	отнюдь не	5	12
57	конечно не	3	12
58	и наконец	3	12
59	но не	2	12
60	он не	2	12
61	что в	2	12
62	его в	4	11
63	между ними	2	11
64	в ней	6	11
65	ни в	3	11
66	уже в	2	11
67	влияние на	2	10
68	и проч	3	10
69	здесь не	3	10
70	кроме того	2	10
71	и другие	2	10
72	сих пор	3	10
73	уже не	4	10
74	до сих	3	10
75	могут быть	2	9
76	и следовательно	5	9
77	том что	5	9
78	с другой	4	9
79	для него	3	9
80	но все	2	9
81	оно не	2	9
82	до конца	2	8
83	это не	2	8
84	и потому	2	8
85	отношение к	4	8
86	что и	2	8
87	и то	2	8
88	и по	3	8
89	если бы	9	8
90	героя и	5	8
91	в этих	2	8
92	отношению к	11	8
93	с одной	2	8
94	в жизни	5	8
95	и к	4	8
96	в некоторых	3	8
97	в виду	5	8
98	в процессе	6	7
99	в себе	3	7
100	для других	2	7
101	того что	3	7
102	между собой	2	7
103	место в	2	7
104	себя и	2	7
105	имеет место	2	7
106	к этому	2	7
107	героев и	2	7
108	к ним	2	7
109	нет ничего	2	7
110	в форме	2	7
111	в себя	2	7
112	все они	2	6
113	в отношении	2	6
114	и ее	3	6
115	более того	2	6
116	одной стороны	2	6
117	сказать что	7	6
118	за пределы	4	6
119	мы не	3	6
120	мы можем	2	6
121	и самое	2	6
122	автора и	2	6
123	о том	3	6
124	имеем в	2	6
125	слова и	6	6
126	с помощью	6	6
127	стороны и	2	5
128	и вообще	3	5
129	произведения и	3	5
130	он должен	3	5
131	только на	3	5
132	эти моменты	2	5
133	с другими	2	5
134	там где	2	5
135	одно и	2	5
136	хотя бы	5	5
137	мы имеем	2	5
138	в своей	3	5
139	с этой	2	5
140	быть только	2	5
141	и является	4	5
142	да и	3	5
143	и уже	3	5
144	точка зрения	3	5
145	по себе	3	4
146	по отношению	11	4
147	сливается с	2	4
148	в чем	2	4
149	что не	4	4
150	другой стороны	2	4
151	и те	2	4
152	вещи и	2	4
153	и совершенно	2	4
154	формы и	3	4
155	в корне	2	4
156	быть и	3	4
157	в данном	2	4
158	как если	4	4
159	и более	3	4
160	же самое	2	4
161	в нашем	11	4
162	его к	2	3
163	но мы	2	3
164	до известной	2	3
165	форма в	2	3
166	точку зрения	2	3
167	как это	2	3
168	и дает	2	3
169	как уже	2	3
170	но конечно	2	3
171	она не	2	3
172	но это	2	3
173	на границе	3	3
174	в зависимости	2	3
175	на материале	2	3
176	конечно в	2	3
177	известной степени	2	3
178	и так	2	3
179	литературы и	4	3
180	все время	6	3
181	довлеет себе	2	3
182	дело в	4	3
183	и здесь	2	3
184	зависимости от	4	3
185	бы не	2	3
186	как на	2	3
187	человеческого общества	2	3
188	от всех	2	3
189	можно сказать	5	3
190	в творчестве	3	3
191	связь с	2	3
192	выражение в	2	3
193	что мы	5	3
194	мы в	2	3
195	не к	3	3
196	данном случае	2	2
197	в каком	3	2
198	ее и	3	2
199	действия и	2	2
200	и притом	2	2
201	на один	2	2
202	произведение и	2	2
203	и оценки	2	2
204	самом деле	3	2
205	слова но	2	2
206	со всех	2	2
207	к нему	4	2
208	от этой	2	2
209	была бы	2	2
210	лежит на	2	2
211	отношении к	3	2
212	и та	2	2
213	в поэзии	3	2
214	и пр	3	2
215	или не	3	2
216	самое слово	2	2
217	имеет в	3	2
218	перестает быть	2	2
219	героя или	2	2
220	его как	2	2
221	словом и	2	2
222	речи в	2	2
223	но этот	2	2
224	для нас	7	2
225	смысл и	2	2
226	которые мы	2	2
227	должна быть	5	2
228	но для	3	2
229	тогда когда	2	2
230	по природе	2	2
231	слагается из	2	2
232	как только	2	2
233	тому же	2	2
234	если же	2	2
235	подчеркнуть что	2	2
236	ясно что	3	2
