N	3gram	Voloshinov	Narrotol
1	в том что	9	18
2	не только в	2	13
3	по отношению к	9	11
4	в отличие от	7	11
5	о том что	2	9
6	к тому же	2	9
7	в то же	7	8
8	той или иной	5	8
9	тем не менее	3	8
10	в этом отношении	4	8
11	то же время	7	8
12	не может быть	23	8
13	можно сказать что	4	6
14	с одной стороны	2	6
15	но при этом	2	5
16	на самом деле	5	5
17	для того чтобы	7	5
18	но и в	3	5
19	в свою очередь	5	5
20	к тому что	4	4
21	во всяком случае	4	4
22	то же самое	8	3
23	в первом случае	3	3
24	и не может	11	3
25	того или иного	2	3
26	в связи с	12	3
27	с точки зрения	31	3
28	в самом деле	13	3
29	до сих пор	10	3
30	в зависимости от	2	3
31	на то что	2	3
32	одно и то	3	2
33	как если бы	6	2
34	и то же	3	2
35	в таком случае	5	2
36	но все же	4	2
37	в этом последнем	2	2
38	более или менее	3	2
39	с установкой на	2	2
40	одного и того	9	2
41	можно было бы	2	2
42	так же как	2	2
43	и того же	9	2
44	и не в	3	2
45	в той или	3	2
