N	3gram	Vygotskiy_	KulturaY
1	и т п	23	93
2	и т д	10	42
3	для того чтобы	11	38
4	с точки зрения	12	36
5	в том что	21	33
6	в самом деле	13	29
7	можно было бы	2	25
8	во всяком случае	7	19
9	тем не менее	6	19
10	с другой стороны	7	17
11	в зависимости от	6	16
12	в русском языке	3	15
13	до сих пор	8	14
14	в том чтобы	9	14
15	только потому что	2	13
16	в связи с	2	12
17	в этом отношении	7	11
18	и в самом	3	11
19	не может быть	14	11
20	о том что	9	10
21	в этом смысле	3	10
22	вместе с тем	3	9
23	на самом деле	6	8
24	не в том	7	8
25	само по себе	8	8
26	в том случае	3	7
27	только в том	4	7
28	тех пор пока	2	7
29	с одной стороны	6	7
30	до тех пор	2	7
31	и тем не	2	7
32	в свою очередь	3	7
33	в то же	2	6
34	только тогда когда	4	6
35	этой точки зрения	7	6
36	то же время	2	6
37	в отличие от	4	6
38	более или менее	3	5
39	потому что он	2	5
40	то или иное	2	5
41	так и в	2	5
42	т п в	2	5
43	с этой точки	5	5
44	т п все	2	5
45	не потому что	2	5
46	в конечном счете	6	4
47	точно так же	6	4
48	сам по себе	4	4
49	том что он	2	4
50	в этой области	3	4
51	заключается в том	13	4
52	так же как	8	4
53	к тому что	2	4
54	на то что	12	4
55	состоит в том	3	4
56	в том и	4	4
57	только то что	2	4
58	смысле этого слова	2	4
59	а в том	2	4
60	от того что	2	3
61	в таком случае	3	3
62	в настоящее время	2	3
63	в силу того	3	3
64	с тем чтобы	2	3
65	не могут быть	2	3
66	в то время	6	3
67	ни в какой	3	3
68	с тем что	2	3
69	силу того что	3	3
70	и если мы	2	3
71	том случае если	2	3
72	в конце концов	6	3
73	в какой мере	3	3
74	что и в	5	3
75	мы увидим что	2	3
76	тех или иных	2	3
77	совершенно ясно что	16	3
78	к тому чтобы	3	3
79	принять во внимание	2	3
80	сама по себе	2	3
81	бы то ни	2	2
82	пор пока мы	2	2
83	не что иное	2	2
84	тем или иным	2	2
85	в применении к	2	2
86	и той же	5	2
87	только о том	2	2
88	мы знаем что	3	2
89	целый ряд таких	3	2
90	беда в том	2	2
91	потому что она	2	2
92	таким образом в	2	2
93	и тот же	2	2
94	когда говорит что	4	2
95	хотя и не	2	2
96	в собственном смысле	3	2
97	собственном смысле слова	2	2
98	одной и той	5	2
99	несмотря на то	2	2
100	что иное как	2	2
101	в одном из	2	2
102	один и тот	2	2
103	едва ли не	2	2
104	и в том	2	2
105	что все это	2	2
106	п все это	2	2
107	можно сказать что	2	2
108	того что они	2	2
109	сами по себе	4	2
110	по себе не	3	2
111	чтобы показать что	3	2
112	из этих слов	2	2
113	формы и содержания	2	2
114	по сравнению с	3	2
