N	2gram	Tiupa_Hudo	Russkaja
1	не может	10	22
2	и не	15	19
3	в том	24	17
4	в этом	22	17
5	и в	34	14
6	то что	13	13
7	точки зрения	7	11
8	то же	14	11
9	в то	12	10
10	но и	13	10
11	же время	11	10
12	не только	22	9
13	том что	31	9
14	может быть	12	9
15	в себе	19	9
16	с точки	5	9
17	того чтобы	6	8
18	как на	2	8
19	прежде всего	12	8
20	и с	10	7
21	к тому	11	7
22	о том	21	7
23	в данном	3	7
24	отнюдь не	4	7
25	ни к	2	7
26	самом деле	6	7
27	если в	4	6
28	на самом	2	6
29	и для	5	6
30	в своих	4	6
31	и к	6	6
32	если бы	7	6
33	все это	2	6
34	для того	3	6
35	что он	14	6
36	признать что	2	6
37	в своем	9	6
38	для него	15	6
39	вопрос о	2	5
40	или иной	2	5
41	а в	11	5
42	на то	4	5
43	было бы	8	5
44	хотя бы	2	5
45	а между	4	5
46	и на	6	5
47	потому что	7	5
48	при этом	21	5
49	в нем	5	5
50	жизни в	12	5
51	в своей	15	5
52	себя и	4	5
53	только в	8	5
54	никогда не	8	5
55	и только	2	5
56	он не	8	5
57	сих пор	3	5
58	между тем	14	5
59	во всех	2	5
60	до сих	3	5
61	и то	2	4
62	что в	8	4
63	но не	7	4
64	его в	5	4
65	все же	5	4
66	себя в	11	4
67	к этой	4	4
68	не в	16	4
69	как и	16	4
70	в мире	10	4
71	как бы	11	4
72	все что	4	4
73	можно было	6	4
74	путь к	2	4
75	приводит к	5	4
76	так как	2	4
77	он будет	3	4
78	что же	4	4
79	и т.д	3	4
80	которой он	2	4
81	жизни и	10	4
82	в его	17	4
83	том случае	2	4
84	со стороны	6	4
85	в их	2	4
86	на земле	2	4
87	то ни	2	4
88	в этой	11	4
89	себе и	3	4
90	вместе с	2	4
91	одной из	5	3
92	данном случае	3	3
93	да и	5	3
94	все они	2	3
95	одна из	4	3
96	том чтобы	2	3
97	о котором	2	3
98	что все	3	3
99	что это	2	3
100	с нею	2	3
101	о которых	2	3
102	но мы	2	3
103	на том	3	3
104	именно в	9	3
105	из этих	3	3
106	она может	2	3
107	что бы	2	3
108	ни одна	2	3
109	приходит к	3	3
110	должно быть	2	3
111	и потому	3	3
112	в другом	3	3
113	в значительной	3	3
114	в конце	5	3
115	из них	5	3
116	в самом	7	3
117	случае если	2	3
118	несмотря на	7	3
119	знаем что	2	3
120	что и	3	3
121	или в	3	3
122	сводится к	7	3
123	лишь в	5	3
124	он сам	3	3
125	говорить о	4	3
126	и по	3	3
127	связи с	4	3
128	еще не	10	3
129	в виде	2	3
130	того что	5	3
131	в качестве	13	3
132	что они	4	3
133	друг друга	5	3
134	не было	8	3
135	и т	15	3
136	при котором	2	3
137	тем что	6	3
138	ибо в	2	3
139	то в	6	3
140	согласиться с	3	2
141	не о	3	2
142	и о	8	2
143	любви к	2	2
144	и от	6	2
145	каждого отдельного	3	2
146	с этим	3	2
147	есть и	3	2
148	тем самым	2	2
149	или иного	4	2
150	для себя	9	2
151	тому что	8	2
152	к нему	2	2
153	она не	6	2
154	но в	6	2
155	того или	4	2
156	взгляде на	2	2
157	ни в	5	2
158	в котором	5	2
159	так же	3	2
160	их в	2	2
161	на себя	3	2
162	в начале	3	2
163	для нее	6	2
164	от друга	2	2
165	это в	4	2
166	состоит в	8	2
167	в ней	6	2
168	уже не	12	2
169	на это	2	2
170	в результате	2	2
171	по отношению	15	2
172	с самим	2	2
173	в силу	2	2
174	этом и	2	2
175	и даже	4	2
176	а не	23	2
177	и тот	2	2
178	для нас	4	2
179	по себе	3	2
180	от него	3	2
181	говоря о	2	2
182	речь идет	3	2
183	место в	3	2
184	к себе	8	2
185	в других	4	2
186	и тем	2	2
187	тогда как	10	2
188	и что	3	2
189	но это	2	2
190	все эти	4	2
191	только для	4	2
192	а с	5	2
193	и тогда	2	2
194	в этих	7	2
195	друг от	2	2
196	только на	6	2
197	в частности	10	2
198	в таком	3	2
199	так что	3	2
200	как будто	7	2
201	противоречие с	4	2
202	именно на	2	2
203	его и	2	2
204	в противоречие	2	2
205	с ним	6	2
206	в глазах	11	2
207	у него	13	2
208	к той	3	2
209	мы уже	7	2
210	и более	2	2
211	участие в	3	2
212	по сторонам	2	2
213	и состоит	4	2
214	ясно что	2	2
