N	2gram	Losev_Dial	Tvorches
1	и в	34	56
2	как бы	19	41
3	в его	6	37
4	в то	9	30
5	то же	9	25
6	не только	35	24
7	но в	3	24
8	же время	5	24
9	и его	8	23
10	и не	50	23
11	а в	3	23
12	как и	14	23
13	и т	41	22
14	в этом	14	22
15	в том	17	21
16	что в	12	21
17	том что	18	19
18	он не	8	19
19	может быть	30	19
20	потому что	21	19
21	у него	2	18
22	то что	25	18
23	что он	18	17
24	все это	13	17
25	т д	38	17
26	и на	6	17
27	таким образом	14	17
28	никогда не	9	16
29	прежде всего	20	16
30	как в	2	16
31	при этом	7	16
32	не может	29	16
33	но и	14	16
34	в этой	3	15
35	с его	7	15
36	но это	10	15
37	в мире	2	15
38	и с	10	15
39	это не	13	14
40	и даже	21	14
41	о том	11	13
42	а не	39	13
43	тем самым	3	12
44	в котором	2	12
45	все же	4	11
46	в своей	4	11
47	для него	4	11
48	отнюдь не	16	11
49	в конце	2	10
50	не в	11	10
51	так и	11	10
52	представление о	3	10
53	но не	3	10
54	в самом	9	10
55	когда он	3	10
56	только в	10	10
57	как будто	3	10
58	в нем	7	9
59	и от	4	9
60	в своих	3	9
61	так же	7	8
62	в себе	8	8
63	человека и	2	8
64	в их	2	8
65	одной из	3	8
66	не менее	11	8
67	это уже	2	8
68	так как	12	8
69	вовсе не	18	8
70	к этому	3	8
71	об этом	8	8
72	еще не	7	8
73	именно в	5	8
74	хотя и	9	8
75	вместе с	3	8
76	самом деле	7	7
77	в чем	11	7
78	например в	3	7
79	и он	3	7
80	что она	13	7
81	в этих	3	7
82	уже не	9	7
83	его в	2	6
84	человек по	2	6
85	так что	11	6
86	и все	17	6
87	место в	2	6
88	все эти	4	6
89	и ее	8	6
90	если он	2	6
91	одна из	4	6
92	хотя бы	9	6
93	и как	13	6
94	если бы	10	6
95	с ним	3	6
96	ничего не	29	5
97	не имеют	2	5
98	в одной	4	5
99	но если	11	5
100	и у	3	5
101	однако это	2	5
102	как он	4	5
103	в виде	11	5
104	это как	3	5
105	в своем	7	5
106	в них	6	5
107	и это	12	5
108	что этот	3	5
109	быть может	3	5
110	значит что	29	5
111	что не	8	5
112	что и	8	5
113	в ее	5	5
114	мы не	11	5
115	и по	2	5
116	более не	2	5
117	что они	2	5
118	в истории	7	5
119	показывает что	4	5
120	что это	20	5
121	все время	4	5
122	с этим	4	5
123	дело не	2	5
124	та же	5	5
125	что у	2	5
126	с другой	5	5
127	что я	3	5
128	если не	3	5
129	из них	4	5
130	я не	11	5
131	не было	6	5
132	в таком	15	5
133	но его	3	5
