N	2gram	Losev_Prob	Dialekti
1	не есть	57	181
2	и не	56	120
3	и т	20	82
4	по себе	36	79
5	а не	28	78
6	и в	62	77
7	т д	20	75
8	точки зрения	14	72
9	может быть	39	71
10	не только	33	66
11	значит что	13	61
12	то что	42	59
13	и есть	9	55
14	ничего не	4	54
15	это значит	12	54
16	не может	14	53
17	и даже	21	47
18	в мифе	6	47
19	так как	14	46
20	с точки	9	46
21	есть нечто	22	46
22	что это	3	46
23	потому что	40	45
24	не просто	36	44
25	как бы	11	43
26	ни в	17	42
27	и что	9	42
28	не имеет	12	41
29	вовсе не	62	41
30	в том	35	40
31	что такое	4	39
32	в этом	25	39
33	то же	23	39
34	в себе	23	38
35	это есть	5	38
36	что она	5	38
37	том что	25	37
38	что он	16	37
39	прежде всего	13	37
40	это не	10	36
41	так что	21	36
42	она есть	2	35
43	что в	11	34
44	в нем	13	34
45	и все	13	33
46	того что	10	33
47	миф есть	5	32
48	но и	20	32
49	все это	9	31
50	ясно что	11	31
51	и как	4	30
52	отнюдь не	16	30
53	сказать что	24	30
54	так и	16	29
55	было бы	14	29
56	как и	15	28
57	никогда не	7	27
58	крайней мере	9	26
59	по крайней	9	26
60	в виду	20	26
61	не в	21	26
62	есть и	2	26
63	сама по	11	26
64	есть только	5	25
65	есть не	13	25
66	и то	17	25
67	говорить о	7	25
68	учение о	3	25
69	если бы	9	24
70	есть ни	4	24
71	но это	13	24
72	в то	18	23
73	это и	11	23
74	что оно	4	23
75	таким образом	13	23
76	но что	3	22
77	она не	3	21
78	что не	4	21
79	в чем	5	21
80	в каком	9	20
81	только тогда	2	20
82	что все	2	20
83	только в	33	20
84	как раз	11	20
85	и вообще	20	20
86	что и	11	20
87	совершенно не	7	20
88	о том	14	20
89	уже не	12	20
90	и с	11	20
91	в таком	11	20
92	и притом	7	19
93	как же	3	19
94	в своем	7	19
95	что мы	12	19
96	как это	4	19
97	не менее	24	19
98	и это	11	19
99	в самом	4	19
100	не существует	6	19
101	и его	12	19
102	иное как	6	18
103	не что	6	18
104	что иное	6	18
105	что же	9	18
106	с другой	14	18
107	хотя бы	6	18
108	ни на	5	18
109	жизни и	7	18
110	но если	12	17
111	в основе	3	17
112	той или	22	17
113	можно сказать	10	17
114	он есть	2	17
115	другими словами	9	16
116	в своей	8	16
117	мы не	15	16
118	нет ничего	6	16
119	кроме того	5	16
120	только не	6	16
121	сам по	11	16
122	к нему	3	16
123	да и	9	16
124	есть просто	4	16
125	одно и	4	16
126	то это	13	16
127	об этом	7	16
128	тем не	23	16
129	само по	5	16
130	конечно не	3	16
131	и о	8	15
132	не мешает	5	15
133	быть и	3	15
134	то в	4	15
135	сознания и	2	15
136	только что	4	15
137	также и	22	15
138	но только	10	15
139	как таковой	2	15
140	все же	10	15
141	так же	11	15
142	в виде	20	15
143	самом деле	6	15
144	хотя и	9	15
145	же и	7	15
146	на то	6	15
147	несмотря на	4	15
148	мы уже	4	15
149	ровно ничего	2	15
150	и потому	13	14
151	что тут	4	14
152	жизнь и	3	14
153	и ее	7	14
154	д и	5	14
155	ни с	5	14
156	таком случае	7	14
157	с ним	11	14
158	даже и	33	14
159	есть то	5	14
160	же это	2	14
161	на свете	2	14
162	а именно	12	14
163	не было	6	14
164	и только	10	14
165	ни о	8	13
166	и следовательно	3	13
167	не то	2	13
168	но в	17	13
169	в ней	12	13
170	время как	6	13
171	отличается от	8	13
172	он не	10	13
173	идея и	6	13
174	что именно	3	13
175	собственно говоря	5	13
176	мы находим	8	13
177	что они	8	13
178	другой стороны	11	13
179	с ее	5	13
180	в смысле	2	13
181	и к	9	13
182	вопрос о	2	12
183	могут быть	2	12
184	еще не	12	12
185	и тут	3	12
186	не говорит	2	12
187	все эти	14	12
188	никак не	13	12
189	иной раз	5	12
190	все равно	6	12
191	именно в	4	12
192	и если	11	12
193	вещей и	2	12
194	перед нами	8	12
195	но как	6	12
196	даже не	3	12
197	но тогда	4	12
198	и ни	5	12
199	а в	9	12
200	всегда есть	6	12
201	тем более	8	12
202	и может	4	12
203	нет никакого	4	12
204	и нет	2	12
205	с этим	5	12
206	и тогда	3	12
207	но не	6	12
208	не о	2	11
209	мы должны	13	11
210	нисколько не	2	11
211	быть в	2	11
212	можно только	3	11
213	себе не	2	11
214	мы говорим	8	11
215	оно есть	2	11
216	от всего	3	11
