N	2gram	Losev_Prob	Myslijsy
1	потому что	21	182
2	то есть	38	142
3	и в	48	121
4	может быть	11	107
5	в том	25	103
6	то что	26	83
7	для нас	14	75
8	что в	12	73
9	и не	29	73
10	только в	21	72
11	не только	28	67
12	а не	7	67
13	таким образом	20	64
14	том что	29	59
15	так как	10	59
16	в этом	31	59
17	но и	21	59
18	то же	6	56
19	не в	16	54
20	если бы	2	53
21	в себе	7	53
22	не может	6	52
23	по себе	5	52
24	того что	8	47
25	в сознании	3	46
26	в нем	8	45
27	было бы	12	45
28	не есть	3	42
29	как и	10	42
30	так что	18	39
31	вместе с	15	39
32	мы не	7	38
33	что и	8	38
34	так и	15	37
35	при этом	6	37
36	как в	3	37
37	тогда когда	4	36
38	что мы	4	36
39	точно так	4	35
40	тем что	2	33
41	и что	9	32
42	по отношению	2	30
43	а в	8	30
44	но не	12	29
45	что не	3	29
46	между тем	2	29
47	вовсе не	18	28
48	есть только	4	28
49	мы можем	5	28
50	для него	2	28
51	могут быть	2	27
52	с этим	3	27
53	и т	2	26
54	то и	7	26
55	не было	4	26
56	отношению к	2	26
57	между собою	2	24
58	в то	6	24
59	с тем	7	23
60	того как	5	23
61	как бы	10	23
62	только тогда	3	22
63	но в	17	22
64	не имеет	3	22
65	с другой	8	22
66	и потому	4	21
67	не менее	8	21
68	в ней	4	20
69	в одном	6	20
70	это не	8	20
71	тем самым	2	19
72	и как	10	19
73	с ним	4	19
74	и то	6	19
75	сказать что	13	19
76	что это	4	19
77	из этих	2	19
78	но это	7	19
79	тем не	8	19
80	о том	17	19
81	того же	7	19
82	для того	4	18
83	еще не	4	18
84	не могут	3	18
85	там же	2	18
86	по поводу	2	18
87	бы не	4	18
88	в самом	7	18
89	в таком	4	18
90	в его	19	17
91	по крайней	8	17
92	крайней мере	8	17
93	точки зрения	17	17
94	что оно	2	17
95	во всяком	7	17
96	уже в	4	17
97	в своем	16	16
98	к тому	7	16
99	а только	5	16
100	в которой	7	16
101	только что	2	16
102	так же	7	16
103	или же	2	16
104	в них	5	16
105	каждый раз	2	16
106	на то	2	16
107	и на	9	16
108	и по	2	15
109	в этих	3	15
110	с одной	5	15
111	и тем	4	15
112	что он	12	15
113	прежде всего	15	15
114	в свою	4	15
115	уже не	12	15
116	свою очередь	2	14
117	и без	5	14
118	связи с	11	14
119	то в	4	14
120	мысли в	2	14
121	в котором	5	14
122	в одно	6	14
123	все же	12	14
124	сам по	3	14
125	во всех	2	14
126	и все	12	13
127	том смысле	2	13
128	в смысле	8	13
129	из них	4	13
130	и его	11	13
131	никогда не	7	12
132	человека и	4	12
133	и вместе	3	12
134	и при	2	12
135	одно из	2	12
136	не то	4	12
137	все это	8	12
138	под влиянием	3	12
139	как мы	5	12
140	есть в	6	12
141	тем более	2	12
142	сих пор	3	12
143	быть только	6	12
144	человеческого духа	4	12
145	в чем	3	12
146	хотя и	10	12
147	другой стороны	8	12
148	в каждом	2	12
149	всяком случае	6	12
150	до сих	3	12
151	другими словами	3	11
152	для человека	2	11
153	и притом	8	11
154	в силу	6	11
155	того чтобы	3	11
156	и вообще	11	11
157	только на	2	11
158	только для	5	11
159	что для	2	11
160	все что	2	11
161	и если	2	11
162	и их	7	11
163	его в	9	11
164	указывает на	4	11
165	если не	6	11
166	мы видели	2	11
167	к нему	3	11
168	же в	4	11
169	к ней	2	11
170	и это	3	11
171	и только	4	11
172	одной стороны	5	10
173	между прочим	2	10
174	том как	2	10
175	что только	3	10
176	но тем	2	10
177	и для	11	10
178	хотя бы	11	10
179	в других	5	10
180	духа и	2	10
181	тем же	4	10
182	тому что	2	10
183	и от	7	10
184	только по	2	10
185	бы в	2	10
186	и другое	6	10
187	он не	4	10
188	если мы	2	10
189	и с	10	10
190	то время	4	10
191	и есть	4	10
192	вопрос о	2	9
193	таком случае	2	9
194	могли бы	2	9
195	не будет	4	9
196	до того	3	9
197	не все	3	9
198	это было	2	9
199	и даже	24	9
200	на него	3	9
201	в сравнении	4	9
202	и о	9	9
203	далеко не	6	9
204	а вместе	2	9
205	с точки	13	9
206	от нее	2	9
207	самом деле	3	9
208	один из	2	9
209	можно сказать	10	9
210	что хотя	2	9
211	что она	2	9
212	на самом	2	8
213	при помощи	12	8
214	тот же	6	8
215	не как	3	8
216	что они	4	8
217	и более	3	8
218	но все	6	8
219	в самой	5	8
220	именно в	11	8
221	внимание на	4	8
222	во всем	5	8
223	вслед за	2	8
224	была бы	3	8
225	от них	2	8
226	и тогда	4	8
227	не так	4	8
228	по его	2	8
229	от одного	4	8
230	или в	7	8
231	слова но	2	7
232	для себя	6	7
233	а как	2	7
234	том же	2	7
235	самого начала	3	7
236	в искусстве	2	7
237	с самого	3	7
238	во втором	2	7
239	и во	2	7
240	значение и	2	7
241	только один	2	7
242	развития и	2	7
243	его с	2	7
244	все эти	12	7
245	с этой	4	7
246	что у	6	7
247	в своих	3	7
248	все в	3	7
249	в таких	2	7
250	его к	2	7
251	но как	3	7
252	что именно	2	7
253	не всегда	5	7
254	тем как	2	7
255	даже и	11	7
256	в данном	6	7
257	на это	2	7
258	к этому	2	7
259	о котором	4	7
260	сама по	2	7
261	этот образ	3	7
262	в жизни	4	7
263	этом смысле	4	7
264	видно что	2	7
265	несмотря на	7	7
266	его на	3	6
267	в виду	3	6
268	как он	2	6
269	на его	4	6
270	слова то	2	6
271	в образе	2	6
272	в ее	6	6
273	в своей	29	6
274	в этой	14	6
275	никак не	10	6
276	у нас	17	6
277	после того	3	6
278	прежде чем	2	6
279	то он	2	6
280	в каждой	2	6
281	и к	9	6
282	для всех	2	6
283	понятия и	2	6
284	в их	4	6
285	в виде	25	6
286	его не	3	6
287	себе в	2	6
288	и до	2	6
289	нас в	5	6
290	да и	5	6
291	к ним	3	6
292	об этом	11	6
293	и самое	2	6
294	если и	4	6
295	ни было	2	6
296	а именно	12	6
297	что его	4	6
298	же самое	2	6
299	заметим что	4	6
300	мог бы	2	6
301	жизни и	7	6
302	и уже	2	6
303	ничего общего	6	6
304	же и	2	6
305	у него	13	6
306	мы уже	2	6
307	но он	5	6
308	но даже	6	5
309	уже по	2	5
310	вообще и	3	5
311	не дается	2	5
312	а с	4	5
313	можно было	4	5
314	общего с	2	5
315	они не	3	5
316	не говоря	2	5
317	однако в	4	5
318	уже и	4	5
319	это можно	2	5
320	если в	2	5
321	нет ничего	3	5
322	себе а	3	5
323	но только	5	5
324	отношение к	3	5
325	том чтобы	3	5
326	некоторым образом	2	5
327	о которых	2	5
328	в нашем	5	5
329	указание на	2	5
330	даже в	2	5
331	перед нами	14	5
332	и у	8	5
333	в области	3	5
334	этого не	2	5
335	человеческой жизни	5	5
336	мы его	3	5
337	и такое	2	5
338	но эти	2	5
339	мы имеем	3	5
340	в начале	6	5
341	к другой	2	5
342	по мнению	3	5
343	сравнении с	4	5
344	человека в	3	5
345	в какой	5	5
346	время как	4	5
347	но уже	3	5
348	в той	5	5
349	можно назвать	2	5
350	к другому	5	5
351	конечно не	2	5
352	природы и	2	5
353	не к	3	5
354	данном случае	5	4
355	иное как	3	4
356	не что	3	4
357	в другом	6	4
358	здесь как	5	4
359	к своему	3	4
360	а его	5	4
361	в такой	3	4
362	от этого	4	4
363	но так	2	4
364	как именно	5	4
365	от своих	3	4
366	то ни	4	4
367	был бы	2	4
368	и они	3	4
369	дело в	4	4
370	его как	2	4
371	что иное	3	4
372	остановимся на	2	4
373	не мог	5	4
374	точке зрения	2	4
375	ни в	17	4
376	еще более	4	4
377	равно как	2	4
378	из этого	6	4
379	или даже	4	4
380	не вполне	2	4
381	и хотя	2	4
382	он должен	2	4
383	ничего не	3	4
384	свободы и	4	4
385	проявляется в	3	4
386	но эта	2	4
387	в науке	2	4
388	по своему	3	4
389	он в	5	4
390	ему в	3	4
391	этой точки	2	4
392	мы находим	9	4
393	по этому	5	4
394	эта последняя	2	4
395	в связи	11	4
396	это есть	2	4
397	бы то	4	4
398	с его	3	4
399	только о	3	4
400	с d	2	4
401	и вполне	7	4
402	этом отношении	4	4
403	что касается	5	4
404	так или	3	4
405	и так	3	4
406	он говорит	2	4
407	перейти к	3	4
408	обратить внимание	4	4
409	что во	2	4
410	бы с	2	3
411	и сама	4	3
412	нисколько не	7	3
413	менее в	2	3
414	и ее	2	3
415	в отношении	8	3
416	он видит	3	3
417	и поэтому	2	3
418	а потом	4	3
419	что здесь	8	3
420	мы и	2	3
421	должен быть	2	3
422	и прежде	2	3
423	доказать что	2	3
424	из тех	3	3
425	доказывает что	2	3
426	действительности и	4	3
427	в ряд	3	3
428	здесь мы	2	3
429	одной из	5	3
430	что этот	6	3
431	а если	4	3
432	она и	2	3
433	для них	3	3
434	в известном	2	3
435	и каждое	2	3
436	которого не	2	3
437	а может	3	3
438	нечто новое	2	3
439	и чувство	2	3
440	для этого	2	3
441	человека а	2	3
442	что от	3	3
443	в нашей	3	3
444	время в	2	3
445	еще до	2	3
446	бы даже	4	3
447	кроме того	5	3
448	и наконец	4	3
449	вместе со	2	3
450	но всегда	2	3
451	образ который	2	3
452	никакой возможности	2	3
453	ни с	4	3
454	сказать о	2	3
455	есть как	2	3
456	я в	4	3
457	у меня	2	3
458	которую мы	2	3
459	что эта	3	3
460	как будто	9	3
461	именно на	2	3
462	мы будем	2	3
463	без всякого	3	3
464	ясно что	11	3
465	которые в	3	3
466	было только	2	3
467	в одной	2	3
468	но для	2	3
469	и человека	3	3
470	как это	5	3
471	не находит	2	3
472	на свое	2	3
473	а то	2	3
474	человека то	2	3
475	не нашел	2	3
476	уже о	2	3
477	большинстве случаев	2	3
478	значит что	3	3
479	и совершенно	2	3
480	мы выше	2	3
481	совсем не	4	3
482	здесь не	12	3
483	не прямо	5	3
484	говоря уже	2	3
485	это значит	3	3
486	человек и	2	3
487	случае не	2	3
488	жизни то	2	3
489	это в	2	3
490	на одном	2	3
491	в результате	11	3
492	такого же	3	3
493	с такою	2	3
494	должен был	2	3
495	и которые	3	3
496	огня и	5	3
497	как о	6	3
498	ее в	2	3
499	или иначе	3	3
500	с которым	2	3
501	себе все	2	3
502	он сам	3	3
503	и весь	2	3
504	в большей	2	3
505	все свои	2	3
506	однако не	2	3
507	он все	3	2
508	находит в	4	2
509	еще и	6	2
510	я с	2	2
511	художественного образа	4	2
512	и стремление	2	2
513	отношении не	2	2
514	не будем	3	2
515	тоже имеет	2	2
516	во все	3	2
517	по словам	2	2
518	уже на	2	2
519	факт что	2	2
520	которого он	2	2
521	людей и	13	2
522	совсем другое	2	2
523	любви к	2	2
524	образом уже	2	2
525	ли в	2	2
526	тоже не	2	2
527	ни к	2	2
528	теперь уже	3	2
529	смысле как	2	2
530	и об	2	2
531	же не	4	2
532	разума и	2	2
533	с такой	2	2
534	по одному	2	2
535	и самого	3	2
536	который в	10	2
537	художественный образ	4	2
538	не могли	2	2
539	видели выше	2	2
540	в первой	2	2
541	этот мир	3	2
542	нет ни	4	2
543	по своей	3	2
544	образом как	2	2
545	другому и	2	2
546	смешиваются в	2	2
547	тому же	5	2
548	говорит не	2	2
549	когда он	3	2
550	если он	4	2
551	а еще	2	2
552	такую же	2	2
553	всем своем	2	2
554	раз и	2	2
555	почему в	2	2
556	и другой	2	2
557	но еще	2	2
558	в это	3	2
559	и после	4	2
560	сам в	2	2
561	кого не	2	2
562	ясно и	2	2
563	и чувств	2	2
564	нуждается в	2	2
565	в глаза	3	2
566	человека но	2	2
567	едва ли	13	2
568	духа в	2	2
569	это и	4	2
570	был уже	2	2
571	и за	2	2
572	нас не	3	2
573	во времена	2	2
574	в буквальном	2	2
575	бы на	3	2
576	не теряет	2	2
577	а скорее	2	2
578	и говорит	2	2
579	для их	2	2
580	понимается как	2	2
581	с теми	3	2
582	не за	2	2
583	я не	3	2
584	он как	2	2
585	и нет	4	2
586	что поэт	2	2
587	в противоположность	3	2
588	всех этих	3	2
589	его за	2	2
590	человека из	5	2
591	тут же	7	2
592	где он	2	2
593	и сам	5	2
594	видит в	3	2
595	нет и	3	2
596	всей своей	2	2
597	говорится о	6	2
598	как с	2	2
599	к его	5	2
600	из которых	2	2
601	которые как	3	2
602	не для	2	2
603	по содержанию	2	2
