N	3gram	Voloshinov	Dialekti
1	с точки зрения	31	46
2	сама по себе	2	26
3	в том что	9	25
4	не может быть	23	18
5	само по себе	2	16
6	тем не менее	3	16
7	то же время	7	15
8	в то же	7	14
9	в таком случае	5	14
10	одно и то	3	12
11	и то же	3	12
12	о том что	2	12
13	с другой стороны	6	12
14	на то что	2	11
15	в самом деле	13	10
16	это и есть	2	9
17	внутреннего и внешнего	4	8
18	в этом смысле	2	8
19	той или иной	5	7
20	можно сказать что	4	7
21	в связи с	12	7
22	так или иначе	2	7
23	в коем случае	2	6
24	и прежде всего	4	6
25	более или менее	3	6
26	для того чтобы	7	6
27	может быть и	8	6
28	во всяком случае	4	6
29	как и все	2	6
30	ни в коем	2	6
31	в зависимости от	2	6
32	с одной стороны	2	6
33	на самом деле	5	5
34	на первый план	2	5
35	в конце концов	3	5
36	ничего общего с	2	5
37	есть прежде всего	2	5
38	от того что	2	5
39	до сих пор	10	5
40	одной и той	2	5
41	в нем нет	4	5
42	и той же	2	5
43	– все это	2	5
44	к тому что	4	5
45	то же самое	8	4
46	мы уже знаем	2	4
47	так же как	2	4
48	к тому же	2	4
49	в этом отношении	4	4
50	можно было бы	2	4
51	не могут быть	3	4
52	мы можем сказать	2	4
53	связи с этим	3	4
54	бы то ни	11	3
55	же как и	2	3
56	самом же деле	5	3
57	в чем же	2	3
58	но в то	6	3
59	лежит в основе	2	3
60	с самого начала	9	3
61	точки зрения самого	2	3
62	не только в	2	3
63	не было бы	3	3
64	ни в какой	2	3
65	на самом же	5	3
66	в данный момент	2	3
67	лежащая в основе	3	3
68	и не может	11	3
69	но все же	4	3
70	того или иного	2	3
71	в той или	3	3
72	существует таким образом	2	2
73	в широком смысле	2	2
74	вопрос о том	2	2
75	друг с другом	2	2
76	и не в	3	2
77	в отношении к	7	2
78	или хотя бы	2	2
79	теперь мы должны	2	2
80	и пр в	4	2
81	тот или иной	2	2
82	– одна из	3	2
83	в собственном смысле	2	2
84	в свою очередь	5	2
85	и пр и	5	2
86	при этом условии	2	2
