N	4gram	Bakhtin_Pr	Problemy
1	в то же время	8	26
2	но в то же	3	11
3	и в то же	3	7
4	в пределах одного контекста	4	4
5	большей или меньшей степени	5	3
6	как мы уже говорили	2	3
7	в большей или меньшей	5	3
8	что в большинстве случаев	2	2
9	в большинстве случаев сказ	2	2
10	с точки зрения своего	2	2
11	пределах одного монологического контекста	2	2
12	на пьедестал будущий человек	2	2
13	то перед нами уже	2	2
14	в пределах одного монологического	2	2
15	дело в том что	2	2
16	сделаны из одного куска	2	2
