N	2gram	Vygotskiy_	KFilosof
1	может быть	35	45
2	в его	8	42
3	в нем	5	32
4	не может	30	29
5	и не	24	28
6	и в	55	28
7	в котором	5	24
8	не есть	4	22
9	в себе	6	21
10	и его	14	18
11	только в	18	18
12	в своем	3	17
13	в ее	7	17
14	а не	18	17
15	в этом	21	15
16	не в	19	13
17	точки зрения	32	13
18	но не	5	12
19	и это	6	12
20	к нему	3	12
21	ни в	9	12
22	в своей	6	11
23	во всех	4	11
24	все эти	7	11
25	в целом	8	10
26	от себя	4	10
27	и для	9	10
28	все это	11	10
29	с точки	12	10
30	и есть	5	10
31	в их	4	9
32	но и	12	9
33	как бы	11	9
34	и все	8	9
35	если бы	10	8
36	не было	5	8
37	со стороны	5	8
38	жизни и	5	8
39	было бы	14	8
40	в себя	3	8
41	для себя	2	7
42	и здесь	3	7
43	должен быть	2	7
44	совершенно не	7	7
45	то что	47	7
46	уже не	3	7
47	отнюдь не	11	7
48	конечно не	2	7
49	и только	5	7
50	что и	27	7
51	во всем	5	7
52	вовсе не	7	7
53	на основе	2	7
54	ее и	2	6
55	должно быть	2	6
56	отношение к	3	6
57	в том	55	6
58	смысл и	2	6
59	не имеет	3	6
60	в смысле	3	6
61	и их	4	6
62	но это	3	6
63	он не	8	6
64	не значит	2	6
65	никогда не	13	5
66	его в	3	5
67	все же	9	5
68	не только	25	5
69	мы имеем	7	5
70	но как	4	5
71	хотя бы	4	5
72	и содержание	3	5
73	то же	17	5
74	еще не	2	5
75	а в	10	5
76	но в	5	5
77	как и	25	5
78	что я	4	5
79	в одном	4	5
80	там где	5	5
81	себя и	3	5
82	с ним	2	5
83	в основе	13	5
84	в каком	3	4
85	что это	12	4
86	тем самым	2	4
87	том что	30	4
88	что в	39	4
89	не как	3	4
90	ни было	2	4
91	времени и	2	4
92	о нем	2	4
93	быть в	2	4
94	прежде всего	5	4
95	в чем	5	4
96	к ним	4	4
97	могло бы	5	4
98	в своих	12	4
99	для нас	5	4
100	с ними	2	4
101	при этом	28	4
102	только как	3	4
103	должна быть	3	4
104	между тем	6	4
105	до конца	9	3
106	ничего не	4	3
107	того или	2	3
108	в то	8	3
109	на самом	6	3
110	от него	2	3
111	человека и	3	3
112	в каждом	5	3
113	от того	6	3
114	это и	3	3
115	тем что	7	3
116	и тем	5	3
117	та же	4	3
118	нигде не	2	3
119	для того	12	3
120	самом деле	19	3
121	тем как	2	3
122	в виду	6	3
123	людей и	2	3
124	себе и	2	3
125	к чему	2	3
126	и тот	4	3
127	по своему	2	3
128	его жизни	3	3
129	и этот	3	3
130	не менее	9	3
131	независимо от	3	3
132	только с	2	3
133	о том	11	3
134	что этот	3	3
135	поскольку он	2	3
136	в ней	3	3
137	в свою	3	3
138	могут быть	15	3
139	этом смысле	3	3
140	тогда когда	7	3
141	действительной жизни	3	3
142	и совершенно	7	3
143	и на	6	3
144	что не	2	3
145	и другого	4	3
146	того что	15	3
147	мы не	15	3
148	и может	3	3
149	и делает	2	3
150	был бы	6	3
151	не быть	2	3
152	один и	2	3
153	из его	4	3
154	может дать	2	3
155	тот же	8	3
156	бы и	5	3
157	не дает	3	3
158	ясно что	22	3
159	и то	4	2
160	с этого	2	2
161	мышления и	3	2
162	и мы	6	2
163	и потому	2	2
164	его к	2	2
165	ли это	3	2
166	его с	3	2
167	или иным	2	2
168	как оно	2	2
169	себе а	4	2
170	и ее	4	2
171	дело в	2	2
172	не потому	3	2
173	и отсюда	2	2
174	то ни	2	2
175	к этому	5	2
176	целом не	2	2
177	вопрос о	3	2
178	с ее	3	2
179	тем не	6	2
180	стал бы	2	2
181	как к	2	2
182	и как	9	2
183	оба эти	2	2
184	то или	3	2
185	а как	2	2
186	и других	4	2
187	были бы	2	2
188	это только	4	2
189	в области	12	2
190	не остается	2	2
191	а с	2	2
192	одного и	2	2
193	даны в	2	2
194	что он	17	2
195	из которых	5	2
196	вследствие этого	2	2
197	со всеми	5	2
198	отказаться от	4	2
199	или как	2	2
200	нашей деятельности	2	2
201	все остальное	2	2
202	так и	6	2
203	отношении к	3	2
204	жизнь и	3	2
205	всех других	2	2
206	его и	4	2
207	что есть	3	2
208	что только	3	2
209	едва ли	5	2
210	в жизни	5	2
211	с тем	11	2
212	как в	17	2
213	как предмет	2	2
214	думать что	3	2
215	в него	4	2
216	в сознании	6	2
217	тому что	7	2
218	можно ли	2	2
219	она не	6	2
220	дело с	10	2
221	гораздо более	2	2
222	для выражения	7	2
223	на нем	2	2
224	еще более	2	2
225	оно не	2	2
226	и содержания	2	2
227	ни у	2	2
228	мы говорим	2	2
229	в процессе	7	2
230	ее от	4	2
231	один из	6	2
232	это можно	3	2
233	по себе	21	2
234	потому что	27	2
235	поскольку она	2	2
236	совсем не	3	2
237	не будет	4	2
238	которой он	2	2
239	того чтобы	13	2
240	смысле и	2	2
241	содержания и	3	2
242	или иное	2	2
243	сводится к	3	2
244	из самого	2	2
245	и когда	5	2
246	что эта	4	2
247	слова в	5	2
248	и эти	2	2
249	в качестве	3	2
250	же время	2	2
251	это есть	6	2
252	этого слова	5	2
253	в этой	5	2
254	мы получим	2	2
255	бы то	3	2
256	основе своей	2	2
257	с его	3	2
