N	3gram	Vygotskiy_	Vladivir
1	в том что	41	29
2	о том что	3	22
3	тем не менее	6	18
4	и то что	3	14
5	в то время	5	13
6	во всяком случае	10	12
7	в связи с	8	12
8	более или менее	3	11
9	содержит в себе	2	11
10	с точки зрения	11	10
11	не может быть	5	10
12	вместе с тем	11	10
13	на этот раз	2	9
14	в этом смысле	7	9
15	на то что	5	8
16	это значит что	6	7
17	на первый план	5	7
18	в свое время	2	7
19	точно так же	4	7
20	том что в	3	6
21	в отличие от	8	6
22	как мы видели	4	6
23	с другой стороны	5	6
24	и в этом	2	6
25	само по себе	3	6
26	то время как	5	5
27	что и в	6	5
28	то что в	3	5
29	сам по себе	2	4
30	как мы уже	3	4
31	не что иное	2	4
32	в этом отношении	9	4
33	можно было бы	8	4
34	заключается в том	18	4
35	с одной стороны	8	4
36	для того чтобы	14	4
37	что иное как	2	4
38	в себе и	2	4
39	и вместе с	2	4
40	в том чтобы	2	4
41	что он не	2	3
42	в том случае	2	3
43	с самого начала	6	3
44	и в отношении	3	3
45	в первую очередь	2	3
46	ничего общего с	2	3
47	и как мы	2	3
48	в том числе	3	3
49	в этом же	2	3
50	в самом деле	4	3
51	только в том	4	3
52	по этому поводу	4	3
53	а с другой	4	3
54	в последнее время	4	3
55	хотя бы и	2	3
56	мы должны сказать	2	3
57	в свою очередь	3	3
58	должны сказать что	2	3
59	и то же	6	2
60	и что в	2	2
61	так как это	2	2
62	если бы мы	2	2
63	то обстоятельство что	4	2
64	и тот же	6	2
65	так и в	2	2
66	с тем что	4	2
67	том случае если	2	2
68	то что мы	2	2
69	так же как	9	2
70	до сих пор	3	2
71	как мы увидим	2	2
72	совершенно так же	2	2
73	вопрос об отношении	2	2
74	одно и то	6	2
75	подлежит никакому сомнению	2	2
76	не подлежит никакому	2	2
77	так как в	2	2
78	так как он	2	2
79	в этой области	2	2
80	в этом случае	4	2
81	один и тот	6	2
82	то что с	2	2
83	независимо от того	3	2
84	связи с этим	2	2
