N	2gram	Bakhtin_Fr	Dialekti
1	и не	25	120
2	а не	6	78
3	и в	68	77
4	точки зрения	8	72
5	может быть	10	71
6	не только	21	66
7	то что	11	59
8	и есть	5	55
9	ничего не	4	54
10	не может	5	53
11	и даже	7	47
12	так как	7	46
13	с точки	4	46
14	что это	4	46
15	потому что	3	45
16	как бы	7	43
17	ни в	6	42
18	и что	2	42
19	вовсе не	18	41
20	в том	12	40
21	в этом	28	39
22	то же	14	39
23	в себе	5	38
24	это есть	2	38
25	том что	6	37
26	что он	7	37
27	прежде всего	23	37
28	это не	5	36
29	что в	14	34
30	в нем	12	34
31	и все	16	33
32	того что	3	33
33	но и	17	32
34	все это	6	31
35	и как	5	30
36	сказать что	3	30
37	так и	8	29
38	было бы	4	29
39	как и	17	28
40	никогда не	2	27
41	в виду	8	26
42	не в	2	26
43	есть и	4	26
44	и то	2	25
45	если бы	3	24
46	но это	5	24
47	и вот	4	23
48	в то	14	23
49	это и	4	23
50	таким образом	22	23
51	в чем	3	21
52	что все	2	20
53	только в	9	20
54	как раз	8	20
55	и вообще	3	20
56	что и	3	20
57	о том	5	20
58	уже не	2	20
59	и с	15	20
60	в таком	2	20
61	в своем	11	19
62	не менее	2	19
63	и это	5	19
64	в самом	6	19
65	и его	26	19
66	с другой	8	18
67	хотя бы	2	18
68	же время	13	18
69	жизни и	6	18
70	в основе	7	17
71	той или	2	17
72	в сущности	15	17
73	можно сказать	2	17
74	в особенности	6	17
75	другими словами	4	16
76	в своей	11	16
77	мы не	3	16
78	кроме того	5	16
79	к нему	4	16
80	да и	2	16
81	об этом	3	16
82	конечно не	4	16
83	и о	5	15
84	быть и	2	15
85	то в	2	15
86	также и	6	15
87	но только	2	15
88	все же	6	15
89	так же	3	15
90	в виде	2	15
91	самом деле	5	15
92	хотя и	2	15
93	и мы	2	15
94	же и	4	15
95	мы уже	19	15
96	и потому	6	14
97	жизнь и	2	14
98	и ее	3	14
99	с ним	3	14
100	даже и	3	14
101	на свете	2	14
102	не было	7	14
103	и следовательно	3	13
104	но в	20	13
105	в ней	6	13
106	говорит о	2	13
107	он не	11	13
108	мы находим	3	13
109	что они	3	13
110	другой стороны	5	13
111	вы не	4	13
112	и к	4	13
113	еще не	3	12
114	и тут	2	12
115	все эти	16	12
116	никак не	3	12
117	именно в	5	12
118	и если	2	12
119	перед нами	4	12
120	но как	5	12
121	а в	3	12
122	с этим	2	12
123	но не	4	12
124	быть в	2	11
125	должны быть	2	11
126	только на	4	11
127	в них	19	11
128	тех или	2	11
129	в данном	5	11
130	мы имеем	2	11
131	только то	2	11
132	что я	2	11
133	из них	8	11
134	или в	3	11
135	одно из	3	10
136	от этого	2	10
137	в ее	5	10
138	как мы	18	10
139	в его	21	10
140	это было	2	10
141	для того	5	10
142	и для	6	10
143	что для	2	10
144	в их	6	10
145	в частности	4	10
146	мы видим	9	10
147	во всяком	2	10
148	времени и	5	10
149	как будто	2	10
150	во всем	4	10
151	как он	4	9
152	смысл и	2	9
153	и по	4	9
154	в истории	5	9
155	превращается в	4	9
156	имеется в	2	9
157	подобно тому	2	9
158	в этих	8	9
159	и более	2	9
160	в котором	3	9
161	тому как	2	9
162	той же	9	9
163	в одном	7	9
164	или иной	2	9
165	и от	4	9
166	быть может	2	9
167	с ними	4	9
168	при этом	5	9
169	и он	2	9
170	в противоположность	2	9
171	всех этих	5	9
172	как о	2	9
173	мир и	2	9
174	на этом	3	9
175	и на	16	9
176	на самом	7	8
177	в отношении	3	8
178	как нечто	3	8
179	не на	2	8
180	в дальнейшем	4	8
181	в этой	15	8
182	уже и	2	8
183	все время	3	8
184	у нас	4	8
185	с одной	5	8
186	но все	5	8
187	что эта	2	8
188	ни от	2	8
189	у меня	2	8
190	даже в	4	8
191	в одной	3	8
192	один из	9	8
193	себя в	2	8
194	в разных	3	8
195	и сама	2	7
196	что уже	2	7
197	что здесь	2	7
198	в конце	8	7
199	из этих	2	7
200	и при	2	7
201	связи с	8	7
202	тем что	6	7
203	в связи	7	7
204	думать что	2	7
205	все что	4	7
206	как она	2	7
207	нуждается в	4	7
208	со стороны	2	7
209	мира и	4	7
210	с его	6	7
211	и их	5	7
212	как в	4	7
213	в мире	6	7
214	и образ	2	7
215	как на	3	7
216	отношения к	2	7
217	но он	9	7
218	еще и	6	6
219	в другом	3	6
220	отношение к	11	6
221	это как	2	6
222	в один	2	6
223	они не	4	6
224	того чтобы	6	6
225	и они	5	6
226	одна из	3	6
227	для этого	3	6
228	тут же	3	6
229	в которой	6	6
230	по своей	4	6
231	но они	4	6
232	в себя	2	6
233	вместе с	4	6
234	его в	7	6
235	и прежде	4	6
236	о чем	3	6
237	по своему	3	6
238	о нем	3	6
239	одной стороны	4	6
240	можно было	3	6
241	образ и	2	6
242	с их	5	6
243	во всех	8	6
244	о котором	2	6
245	дело не	3	6
246	стороны и	2	6
247	с полной	3	6
248	для него	7	6
249	уже в	4	6
250	всяком случае	2	6
251	весь мир	4	5
252	даны в	2	5
253	что на	2	5
254	и во	6	5
255	по сравнению	2	5
256	но даже	2	5
257	мы еще	8	5
258	и наконец	5	5
259	сих пор	6	5
260	например в	2	5
261	что у	2	5
262	их в	7	5
263	в своих	7	5
264	раз и	2	5
265	из этого	3	5
266	конце концов	3	5
267	сравнению с	2	5
268	все в	2	5
269	вплоть до	5	5
270	живой и	2	5
271	в это	2	5
272	не раз	2	5
273	и у	2	5
274	ведь это	3	5
275	в области	5	5
276	после этого	2	5
277	одной и	2	5
278	все его	2	5
279	же он	2	5
280	в качестве	2	5
281	и еще	3	5
282	и той	2	5
283	к этому	6	5
284	в свете	3	5
285	в течение	3	5
286	и так	5	5
287	он и	10	5
288	в той	7	5
289	до сих	6	5
290	данном случае	3	4
291	его на	2	4
292	мы знаем	3	4
293	на них	3	4
294	видим что	2	4
295	это уже	2	4
296	здесь в	6	4
297	из самых	2	4
298	в состоянии	2	4
299	них и	2	4
300	говорят о	3	4
301	только для	6	4
302	нас в	2	4
303	связанные с	4	4
304	еще более	5	4
305	главным образом	3	4
306	равно как	2	4
307	но его	2	4
308	наконец и	2	4
309	но именно	3	4
310	или же	2	4
311	и очень	2	4
312	образ не	2	4
313	в общем	2	4
314	жизнь в	3	4
315	с нею	2	4
316	хотя в	2	4
317	в этот	2	4
318	как они	2	4
319	этом отношении	4	4
320	но ведь	3	4
321	у него	14	4
322	такой же	3	4
323	со всеми	5	4
324	и здесь	5	4
325	будто бы	2	4
326	видно что	4	4
327	к жизни	2	4
328	друг друга	2	4
329	поэтому и	4	4
330	же в	2	4
331	представление о	2	4
332	и понимания	2	3
333	тех кто	2	3
334	следовательно и	2	3
335	если их	2	3
336	отличие от	3	3
337	одной из	3	3
338	не так	3	3
339	и этот	2	3
340	вот это	2	3
341	со всем	2	3
342	тот же	4	3
343	почти все	2	3
344	этот момент	2	3
345	здесь не	5	3
346	это вовсе	2	3
347	всего этого	2	3
348	о своем	2	3
349	мысли и	2	3
350	лишь в	3	3
351	вовсе нет	2	3
352	все они	5	3
353	или точнее	2	3
354	понятно что	3	3
355	именно этот	2	3
356	было ни	3	3
357	как известно	3	3
358	далеко не	3	3
359	или иных	2	3
360	образом и	2	3
361	в свою	3	3
362	форм и	2	3
363	же они	2	3
364	нового времени	2	3
365	момент в	2	3
366	тем же	2	3
367	не был	4	3
368	чем она	2	3
369	в корне	3	3
370	к этой	3	3
371	она была	3	3
372	так в	4	3
373	и вы	4	3
374	он с	2	3
375	в основу	2	3
376	и смерти	3	3
377	во время	17	3
378	во всей	3	3
379	меньше чем	3	3
380	по преимуществу	3	3
381	больше чем	3	3
382	именно и	2	3
383	уже давно	2	3
384	о мире	3	3
385	культуры и	7	3
386	не к	2	3
387	форму и	2	3
388	ко всему	2	3
389	на мир	2	3
390	не дает	4	3
391	когда же	2	3
392	что было	3	3
393	в слове	2	3
394	между тем	3	3
395	руки и	4	2
396	все те	2	2
397	еще раз	2	2
398	в подлинном	2	2
399	он также	3	2
400	и далее	3	2
401	этой идее	2	2
402	роль в	7	2
403	и других	7	2
404	ни одной	2	2
405	свою очередь	2	2
406	этого явления	2	2
407	они должны	2	2
408	своей жизни	3	2
409	и др	9	2
410	ноги и	2	2
411	они были	4	2
412	где все	2	2
413	на его	4	2
414	те же	6	2
415	дело вовсе	2	2
416	в узком	3	2
417	на землю	2	2
418	и всякие	2	2
419	всех своих	2	2
420	ее не	2	2
421	относится к	2	2
422	что значит	2	2
423	на их	4	2
424	дает нам	4	2
425	в эпоху	18	2
426	в духе	11	2
427	в нашей	2	2
428	дело в	4	2
429	и до	14	2
430	и слово	2	2
431	слова и	3	2
432	он был	5	2
433	в условиях	3	2
434	понять и	2	2
435	наконец в	3	2
436	со своими	2	2
437	он дает	3	2
438	не видят	3	2
439	прежде чем	2	2
440	об их	2	2
441	на части	10	2
442	имеем в	2	2
443	еще в	4	2
444	на такой	2	2
445	смысле но	2	2
446	общества и	2	2
447	в других	4	2
448	в нашем	5	2
449	и вещей	2	2
450	гл ix	2	2
451	вполне понятно	4	2
452	чем в	2	2
453	за это	2	2
454	ему не	2	2
455	вот как	4	2
456	в различных	2	2
457	которые в	2	2
458	случае в	2	2
459	то есть	31	2
460	все то	2	2
461	этот ряд	2	2
462	к которому	2	2
463	слово в	3	2
464	такие образы	2	2
465	во все	3	2
466	на котором	2	2
467	образом в	3	2
468	для понимания	5	2
469	от них	2	2
470	эти три	2	2
471	но конечно	5	2
472	на том	2	2
473	они и	4	2
474	и реального	2	2
475	одного из	3	2
476	говорит об	2	2
477	никакому сомнению	2	2
478	между ними	4	2
479	смысле слова	5	2
480	не были	3	2
481	там где	6	2
482	них в	2	2
483	считает что	3	2
484	поэтому все	2	2
485	и самый	2	2
486	было в	2	2
487	мы сказали	2	2
488	своего развития	2	2
489	что каждая	2	2
490	с него	2	2
491	некоторые из	4	2
492	образ как	3	2
493	с этими	2	2
494	но дело	4	2
495	в целом	3	2
496	него и	3	2
497	мировоззрения и	3	2
498	с образом	2	2
499	этого он	2	2
500	что должно	2	2
501	перестает быть	2	2
502	существования и	2	2
503	мы увидим	3	2
504	связана с	4	2
505	ко второму	2	2
506	перед лицом	2	2
507	и ноги	3	2
508	конечно и	3	2
509	раз в	4	2
510	он мог	2	2
511	людьми и	2	2
512	всего необходимо	3	2
513	и образы	3	2
514	в наших	2	2
515	в другой	2	2
516	ко всем	3	2
517	не понимает	4	2
518	жизни с	2	2
519	уже сказали	2	2
520	эпохи и	3	2
521	и сам	5	2
522	как его	2	2
523	но оно	2	2
524	мира в	2	2
525	чем он	2	2
526	в системе	3	2
