N	2gram	Vygotskiy_	Marksizm
1	точки зрения	27	69
2	может быть	25	64
3	и в	38	63
4	и не	16	55
5	как бы	17	53
6	не может	11	47
7	с точки	11	46
8	и его	5	41
9	в этом	35	39
10	таким образом	36	38
11	в процессе	33	33
12	как мы	14	32
13	не только	16	29
14	речи в	7	29
15	в нем	4	28
16	то же	18	28
17	но и	9	27
18	в языке	3	26
19	самом деле	4	25
20	речи и	11	25
21	связи с	14	25
22	прежде всего	6	24
23	как и	20	24
24	в самом	8	24
25	так и	11	23
26	и т.п	3	23
27	только в	16	23
28	в том	59	22
29	то что	27	22
30	а не	7	22
31	при этом	13	20
32	для него	6	20
33	если мы	12	20
34	том что	44	19
35	не в	10	19
36	в его	22	19
37	если бы	12	19
38	но в	4	18
39	и для	4	18
40	внутренней речи	19	18
41	в слове	3	18
42	вовсе не	5	18
43	все же	11	17
44	в сущности	3	17
45	в то	5	16
46	по отношению	4	16
47	и как	11	16
48	слова и	8	16
49	ни было	2	16
50	речь в	3	16
51	речевого общения	5	16
52	что он	13	15
53	в связи	9	15
54	во всех	3	15
55	отношению к	3	15
56	отнюдь не	6	15
57	с помощью	64	15
58	хотя бы	2	14
59	в смысле	9	14
60	так же	26	13
61	мы не	14	13
62	того чтобы	15	13
63	было бы	15	13
64	в своей	9	13
65	речи мы	5	13
66	не является	13	13
67	и здесь	5	13
68	слова в	8	13
69	что в	31	13
70	в результате	6	12
71	а в	7	12
72	того же	12	12
73	в основе	32	12
74	в высшей	11	12
75	для того	14	12
76	высшей степени	11	12
77	является не	6	12
78	он не	6	12
79	между тем	10	12
80	друг друга	7	11
81	как в	14	11
82	и все	5	11
83	и на	9	11
84	в ней	3	11
85	сих пор	3	11
86	не столько	4	11
87	все эти	9	11
88	и от	5	11
89	так как	19	11
90	еще не	6	11
91	и того	5	11
92	и что	15	11
93	мы уже	8	11
94	до сих	3	11
95	никогда не	11	10
96	его в	8	10
97	и потому	2	10
98	в каждом	2	10
99	в основном	6	10
100	отличие от	8	10
101	самого начала	6	10
102	здесь мы	4	10
103	с самого	6	10
104	здесь в	2	10
105	во всяком	10	10
106	с его	3	10
107	сказать что	10	10
108	одна из	2	10
109	к этому	5	10
110	в своем	9	10
111	в отличие	8	10
112	с другой	11	10
113	именно в	6	10
114	в таком	4	10
115	в себе	9	9
116	одного и	5	9
117	а как	2	9
118	это не	5	9
119	только на	2	9
120	мы видели	8	9
121	и это	7	9
122	к тому	8	9
123	внутренняя речь	5	9
124	в истории	9	9
125	в нашем	2	9
126	что это	8	9
127	и эта	4	9
128	не имеет	3	9
129	лишь на	2	9
130	как если	2	9
131	и более	4	9
132	ни в	12	9
133	же самое	9	9
134	в каком	3	8
135	в отношении	14	8
136	перед нами	15	8
137	или иной	3	8
138	не как	3	8
139	в форме	2	8
140	и т.д	8	8
141	в их	12	8
142	смысле этого	10	8
143	мы знаем	10	8
144	с этим	6	8
145	тому что	3	8
146	на этой	7	8
147	не будет	2	8
148	что и	14	8
149	этого слова	13	8
150	другой стороны	5	8
151	и даже	4	8
152	мы можем	13	8
153	в прямой	2	8
154	и их	4	8
155	на то	7	8
156	в свою	4	8
157	и с	5	8
158	речь и	4	8
159	но что	3	8
160	столь же	7	8
161	к другому	2	8
162	у него	3	8
163	ясно что	4	8
164	до конца	2	7
165	речи как	4	7
166	свою очередь	3	7
167	может стать	2	7
168	того что	17	7
169	по себе	11	7
170	те же	6	7
171	место в	3	7
172	и те	3	7
173	могут быть	9	7
174	там где	4	7
175	с ними	3	7
176	в качестве	25	7
177	в этой	7	7
178	конечно в	2	7
179	в начале	5	7
180	бы в	5	7
181	в этих	4	7
182	и значение	2	7
183	далеко не	2	7
184	о том	6	7
185	в котором	3	7
186	оно может	2	7
187	той же	8	7
188	значения слова	9	7
189	на основе	29	7
190	не есть	5	6
191	вопрос о	2	6
192	мы должны	15	6
193	не имеют	2	6
194	для всего	2	6
195	речевое общение	4	6
196	в другом	3	6
197	знака в	3	6
198	является в	4	6
199	слово в	4	6
200	одной стороны	8	6
201	в какой	5	6
202	все это	8	6
203	с ее	5	6
204	тот же	10	6
205	этот процесс	4	6
206	и между	4	6
207	с другими	3	6
208	из этих	5	6
209	как оно	5	6
210	же в	3	6
211	зависимости от	7	6
212	от одного	2	6
213	с одной	8	6
214	смысле слова	5	6
215	между ними	6	6
216	входит в	7	6
217	уже не	3	6
218	этот вопрос	5	6
219	в корне	2	6
220	всяком случае	10	6
221	в той	2	6
222	ничего общего	4	6
223	тем же	8	6
224	к одному	10	5
225	этом отношении	9	5
226	различие между	2	5
227	но как	4	5
228	от того	8	5
229	и у	7	5
230	понятно что	3	5
231	то мы	2	5
232	для других	2	5
233	в виду	4	5
234	и тем	8	5
235	так называемая	4	5
236	связано с	2	5
237	то в	3	5
238	от этого	6	5
239	не менее	8	5
240	или в	4	5
241	той или	2	5
242	был бы	2	5
243	этом случае	4	5
244	что слово	6	5
245	хотя и	2	5
246	все время	6	5
247	этой проблемы	2	5
248	тем более	2	5
249	должно быть	3	5
250	менее всего	2	5
251	ее в	2	5
252	одни и	3	5
253	связана с	3	5
254	следовательно не	2	5
255	нами в	4	5
256	формы и	3	5
257	но не	7	5
258	значение в	5	5
259	и является	2	5
260	формы в	3	5
261	для себя	2	5
262	в одном	4	5
263	связи между	6	5
264	как на	2	5
265	вместе с	18	5
266	другими словами	3	4
267	не могут	5	4
268	к этим	2	4
269	его к	6	4
270	или даже	2	4
271	как он	8	4
272	в тех	2	4
273	что здесь	2	4
274	едва ли	6	4
275	в области	9	4
276	так что	3	4
277	нас не	2	4
278	и к	9	4
279	оно становится	2	4
280	что все	2	4
281	следующим образом	4	4
282	можно сказать	2	4
283	связь с	4	4
284	одного из	3	4
285	находит свое	2	4
286	в них	3	4
287	к пониманию	3	4
288	между двумя	3	4
289	в зависимости	6	4
290	к проблеме	2	4
291	что они	23	4
292	во всей	3	4
293	слов и	5	4
294	бы и	2	4
295	нашей точки	2	4
296	и то	9	4
297	речи не	5	4
298	независимо от	5	4
299	в которой	4	4
300	что она	7	4
301	и тот	6	4
302	переход от	5	4
303	целый ряд	4	4
304	только что	5	4
305	знаком и	2	4
306	одним из	6	4
307	же и	2	4
308	со всеми	9	4
309	но все	4	4
310	для его	2	4
311	только при	2	4
312	но для	2	4
313	значения и	6	4
314	из них	5	4
315	мог бы	5	4
316	как она	4	4
317	уже в	10	4
318	перед ним	4	4
319	речью и	3	4
320	в других	2	4
321	от нее	4	4
322	данное слово	3	4
323	и особенно	4	4
324	и речи	27	4
325	не дает	2	4
326	тем что	12	4
327	даже в	5	3
328	мы ограничимся	2	3
329	еще и	2	3
330	все более	2	3
331	от его	2	3
332	были бы	3	3
333	в действительности	3	3
334	между этими	2	3
335	только и	2	3
336	по своей	12	3
337	но если	2	3
338	другого в	2	3
339	роль в	5	3
340	на пути	2	3
341	у них	3	3
342	тогда когда	10	3
343	и при	3	3
344	в виде	4	3
345	в целом	22	3
346	главным образом	3	3
347	или менее	5	3
348	мы говорили	5	3
349	ко всем	2	3
350	с тем	18	3
351	данной формы	2	3
352	как это	16	3
353	общего с	3	3
354	мы узнаем	2	3
355	с объективной	3	3
356	они не	4	3
357	более или	3	3
358	все его	2	3
359	потому что	14	3
