N	2gram	Losev_Prob	Problema
1	то есть	38	46
2	в его	19	43
3	и не	29	42
4	и в	48	38
5	не может	6	27
6	может быть	11	26
7	как бы	10	22
8	по отношению	2	21
9	в художественном	2	20
10	отнюдь не	14	19
11	отношению к	2	19
12	и с	10	17
13	и его	11	16
14	в этом	31	15
15	в нем	8	15
16	и т	2	14
17	прежде всего	15	13
18	только в	21	13
19	но не	12	12
20	в искусстве	2	12
21	художественного творчества	10	12
22	во всех	2	11
23	в области	3	11
24	и для	11	11
25	ни в	17	11
26	в их	4	10
27	отношение к	3	10
28	таким образом	20	10
29	к нему	3	10
30	не входит	2	10
31	не только	28	9
32	его в	9	9
33	но и	21	9
34	не имеет	3	9
35	и как	10	8
36	в том	25	8
37	то что	26	8
38	точки зрения	17	8
39	было бы	12	8
40	не в	16	7
41	еще не	4	7
42	что в	12	7
43	с другой	8	7
44	как и	10	7
45	в самом	7	7
46	художественное творчество	5	7
47	в своей	29	7
48	с помощью	2	7
49	между тем	2	7
50	как мы	5	7
51	мы можем	5	6
52	ничего не	3	6
53	не всегда	5	6
54	и наконец	4	6
55	самом деле	3	6
56	в м	2	6
57	все же	12	6
58	а в	8	6
59	не есть	3	6
60	с точки	13	6
61	не к	3	6
62	никогда не	7	5
63	это не	8	5
64	могут быть	2	5
65	и прежде	2	5
66	далеко не	6	5
67	то же	6	5
68	и о	9	5
69	тем как	2	5
70	так и	15	5
71	в своем	16	5
72	быть только	6	5
73	большинстве случаев	2	5
74	в них	5	5
75	при этом	6	5
76	все эти	12	5
77	конечно не	2	5
78	а не	7	5
79	с ним	4	5
80	сказать что	13	4
81	данном случае	5	4
82	на самом	2	4
83	тем самым	2	4
84	хотя бы	11	4
85	и потому	4	4
86	в данном	6	4
87	в себе	7	4
88	можно было	4	4
89	искусства но	2	4
90	только по	2	4
91	себя самого	3	4
92	в виду	3	4
93	мы здесь	2	4
94	в то	6	4
95	не менее	8	4
96	но в	17	4
97	о том	17	4
98	в романе	2	4
99	в ней	4	4
100	что не	3	4
101	другой стороны	8	4
102	как в	3	4
103	здесь не	12	4
104	в ее	6	4
105	в других	5	4
106	и только	4	4
107	в нашем	5	4
108	да и	5	3
109	и от	7	3
110	слова но	2	3
111	том что	29	3
112	но это	7	3
113	в тех	2	3
114	его как	2	3
115	не будем	3	3
116	тем не	8	3
117	на него	3	3
118	едва ли	13	3
119	если бы	2	3
120	кроме того	5	3
121	и тем	4	3
122	а как	2	3
123	не является	2	3
124	ни было	2	3
125	за его	2	3
126	со всеми	5	3
127	действительности и	4	3
128	с одной	5	3
129	не больше	2	3
130	одной из	5	3
131	нет и	3	3
132	также и	21	3
133	и это	3	3
134	и все	12	3
135	они не	3	3
136	все что	2	3
137	и к	9	3
138	одной стороны	5	3
139	этом смысле	4	3
140	и на	9	3
141	несмотря на	7	3
142	которую мы	2	3
143	то ни	4	3
144	все это	8	3
145	природы и	2	3
146	в таком	4	3
147	он не	4	3
148	на фоне	2	3
149	в дальнейшем	7	3
150	хотя и	10	3
151	мы будем	2	3
152	и даже	24	3
153	бы то	4	3
154	ясно что	11	3
155	по поводу	2	2
156	в каких	3	2
157	и вообще	11	2
158	к его	5	2
159	он должен	2	2
160	что это	4	2
161	в таких	2	2
162	или иного	2	2
163	не могли	2	2
164	о которых	2	2
165	или иной	4	2
166	не могут	3	2
167	того или	3	2
168	мы имеем	3	2
169	но как	3	2
170	и он	5	2
171	том как	2	2
172	нуждается в	2	2
173	в начале	6	2
174	и ее	2	2
175	не все	3	2
176	дело в	4	2
177	в каждом	2	2
178	есть только	4	2
179	к этому	2	2
180	в значительной	3	2
181	другими словами	3	2
182	в россии	2	2
183	и у	8	2
184	должен быть	2	2
185	в виде	25	2
186	в другом	6	2
187	или в	7	2
188	тем что	2	2
189	человека в	3	2
190	бы не	4	2
191	в связи	11	2
192	этом отношении	4	2
193	и которые	3	2
194	том же	2	2
195	в коем	3	2
196	для того	4	2
197	и при	2	2
198	в этих	3	2
199	у нас	17	2
200	что он	12	2
201	к своему	3	2
202	и другие	4	2
203	в частности	5	2
204	чем не	2	2
205	как это	5	2
206	ни к	2	2
207	была бы	3	2
208	в чем	3	2
209	его не	3	2
210	в какой	5	2
211	же самое	2	2
212	в корне	2	2
213	по существу	2	2
214	от них	2	2
215	о котором	4	2
216	ни с	4	2
217	нем и	2	2
218	а только	5	2
219	на то	2	2
220	в самой	5	2
221	выше в	2	2
222	в котором	5	2
223	в нашей	3	2
224	искусства в	2	2
225	какой мере	3	2
226	не вполне	2	2
227	в своих	3	2
228	других искусствах	2	2
229	в свою	4	2
230	коем случае	3	2
231	что оно	2	2
232	из которых	2	2
233	форму и	2	2
234	здесь нет	4	2
235	смысле слова	12	2
236	здесь в	7	2
237	раз и	2	2
238	того чтобы	3	2
239	что и	8	2
240	не было	4	2
241	и что	9	2
242	и во	2	2
243	что эта	3	2
244	того что	8	2
245	той или	5	2
246	связи с	11	2
247	здесь мы	2	2
248	и есть	4	2
249	случае не	2	2
250	и весь	2	2
251	во всем	5	2
252	и более	3	2
253	можно сказать	10	2
254	не обходится	2	2
255	я не	3	2
256	вовсе не	18	2
257	с его	3	2
