N	2gram	Tiupa_Hudo	TeoriaLi
1	в качестве	31	33
2	в мире	24	26
3	не только	20	24
4	и в	23	24
5	в частности	18	23
6	то есть	26	22
7	состоит в	20	22
8	может быть	19	22
9	в том	20	20
10	при этом	19	20
11	в тексте	13	19
12	я в	13	18
13	тогда как	15	18
14	и не	16	17
15	художественной деятельности	17	17
16	а в	13	15
17	но и	14	14
18	так и	12	14
19	а не	13	14
20	в себе	13	14
21	в рамках	13	13
22	такого рода	12	13
23	но не	13	13
24	внутренней речи	14	13
25	представляет собой	11	13
26	от лат	19	12
27	в этом	12	12
28	то же	12	12
29	эстетического отношения	11	12
30	произведение искусства	12	12
31	но в	10	12
32	сводится к	11	12
33	в его	11	12
34	литературного произведения	13	11
35	том что	9	11
36	внутреннего зрения	7	11
37	точки зрения	11	11
38	художественного текста	13	11
39	своего рода	9	11
40	эстетического завершения	9	11
41	и его	12	11
42	по отношению	10	10
43	объектной организации	6	10
44	лишь в	7	10
45	отношению к	10	10
46	как это	7	10
47	эстетическое отношение	10	10
48	коммуникативного события	9	10
49	что в	7	10
50	субъектной организации	5	9
51	в данном	4	9
52	художественной культуры	9	9
53	не сводится	9	9
54	не в	9	9
55	в искусстве	9	9
56	в душе	9	9
57	с другой	9	9
58	в то	8	9
59	только в	7	9
60	всего лишь	6	8
61	не может	9	8
62	по своей	7	8
63	эмоциональной рефлексии	8	8
64	как бы	11	8
65	в миропорядке	8	8
66	присутствия в	9	8
67	в своей	7	8
68	же время	7	8
69	художественного языка	8	8
70	особого рода	8	7
71	художественной реальности	5	7
72	или иной	9	7
73	в своем	4	7
74	а также	6	7
75	мы имеем	6	7
76	себя в	8	7
77	отношение к	7	7
78	присутствия я	6	7
79	в принципе	8	7
80	в области	8	7
81	на смену	4	7
82	отличие от	7	7
83	художественного письма	9	7
84	парадигмы художественности	8	7
85	в самом	7	7
86	в отличие	7	7
87	однако в	4	7
88	место в	5	7
89	не столько	7	7
90	кадров внутреннего	3	7
91	и т.п	7	7
92	в нем	6	7
93	тем самым	5	6
94	или иного	4	6
95	модус художественности	6	6
96	внутреннего я	6	6
97	того или	4	6
98	другой стороны	6	6
99	конечном счете	5	6
100	в конечном	5	6
101	эстетическая деятельность	5	6
102	со стороны	5	6
103	не менее	5	6
104	героя и	5	6
105	еще не	4	6
106	то что	5	6
107	знаковой системы	8	6
108	или менее	6	6
109	художественного впечатления	4	6
110	как и	3	6
111	более или	6	6
112	с другими	5	6
113	в русской	3	6
114	организации художественного	4	6
115	или иначе	5	6
116	картина мира	5	6
117	уже не	6	6
118	приводит к	6	6
119	между ними	5	6
120	в состав	6	6
121	модуса художественности	13	6
122	в ее	6	6
123	в основе	7	6
124	с его	6	6
125	я с	5	5
126	мыслится как	5	5
127	по преимуществу	3	5
128	я есть	5	5
129	художественного произведения	4	5
130	как в	2	5
131	знака к	5	5
132	как правило	3	5
133	как к	5	5
134	речевая маска	5	5
135	и одновременно	5	5
136	иначе говоря	5	5
137	ни в	5	5
138	в виду	5	5
139	и тем	4	5
140	по сути	6	5
141	кто говорит	5	5
142	в ходе	5	5
143	роли в	4	5
144	не является	5	5
145	для того	5	5
146	эмоциональная рефлексия	8	5
147	и о	4	5
148	в пределах	3	5
149	для него	5	5
150	не случайно	3	5
151	за пределами	3	5
152	вторичной знаковой	6	5
153	так или	4	5
154	искусства в	6	5
155	на почве	4	5
156	высказывания в	5	5
157	между тем	4	5
158	могут быть	5	5
159	жизни как	4	5
160	в художественном	5	5
161	художественного сознания	5	5
162	деятельности в	4	5
163	не предполагает	5	5
164	воспринимающего сознания	4	5
165	того чтобы	5	5
166	того что	5	5
167	художественности в	6	5
168	он не	4	5
169	композиционных форм	3	5
170	в себя	4	5
171	можно сказать	6	5
172	литературных произведений	3	5
173	художественного творчества	6	5
174	никогда не	2	4
175	сказать что	4	4
176	в отношении	4	4
177	креативная компетенция	4	4
178	его в	4	4
179	в воображении	4	4
180	самим собой	5	4
181	это не	4	4
182	во времени	4	4
183	так в	4	4
184	читателя в	3	4
185	или иным	4	4
186	художественного мира	2	4
187	значении этого	4	4
188	и ее	3	4
189	текста как	3	4
190	искусства но	4	4
191	в форме	4	4
192	в другом	4	4
193	рефлективный традиционализм	3	4
194	в силу	4	4
195	этого слова	2	4
196	знакового материала	4	4
197	художественный текст	4	4
198	естественного языка	5	4
199	и т.д	4	4
200	субъекта и	3	4
201	лирического героя	2	4
202	в стихотворении	3	4
203	эстетических отношений	4	4
204	художественного восприятия	4	4
205	в их	5	4
206	уединенного сознания	4	4
207	одного и	3	4
208	силу своей	4	4
209	в этих	4	4
210	что он	5	4
211	факторов художественного	4	4
212	художественности и	4	4
213	текст в	3	4
214	эстетический объект	4	4
215	в текстах	2	4
216	по пути	4	4
217	по своему	3	4
218	в литературе	2	4
219	порядка в	4	4
220	далеко не	4	4
221	говоря словами	5	4
222	к тому	4	4
223	речи и	4	4
224	для читателя	4	4
225	а только	4	4
226	того же	3	4
227	как эстетической	4	4
228	слова в	3	4
229	аналогичным образом	4	4
230	телячья головка	3	4
231	мира и	2	4
232	входит в	4	4
233	в свою	3	4
234	с позиций	4	4
235	в целом	3	4
236	личности и	3	4
237	произведения искусства	4	4
238	личностного присутствия	4	4
239	личности в	4	4
240	со своей	4	4
241	совпадает с	2	4
242	отношении к	3	4
243	творческого акта	4	4
244	и того	3	4
245	и что	4	4
246	языка в	4	4
247	говорить о	4	4
248	или даже	3	4
249	не на	5	4
250	с ее	6	4
251	и сам	3	4
252	от гр	5	4
253	не следует	4	4
254	без исключения	4	4
255	отношения к	4	4
256	в нашем	2	4
257	не знает	4	4
258	в слове	4	4
259	хх века	5	4
260	хотя и	4	4
261	художественного целого	3	4
262	но он	3	4
263	даже в	3	3
264	и то	4	3
265	в художественной	3	3
266	направленной на	3	3
267	я на	2	3
268	и притом	3	3
269	эстетического объекта	4	3
270	новой парадигмы	3	3
271	между которыми	2	3
272	мышления и	2	3
273	парадигма художественности	3	3
274	герой не	3	3
275	коммуникативных стратегий	3	3
276	природы искусства	3	3
277	и потому	2	3
278	первичного языка	3	3
279	следует подчеркнуть	3	3
280	во всех	3	3
281	зрителя слушателя	3	3
282	авторской позиции	3	3
283	законе искусства	3	3
284	деятельность по	3	3
285	сводятся к	3	3
286	другими знаками	3	3
287	из этих	3	3
288	виду не	3	3
289	одной стороны	3	3
290	о чем	3	3
291	в которой	3	3
292	без остатка	2	3
293	не все	2	3
294	в противоположность	3	3
295	воспринимающее сознание	3	3
296	следует смешивать	3	3
297	и для	3	3
298	рамках которого	3	3
299	литературного текста	3	3
300	граница личности	3	3
301	порядок в	3	3
302	в иной	3	3
303	картины мира	3	3
304	человека с	3	3
305	это позиция	3	3
306	общения людей	3	3
307	тем не	3	3
308	рефлективного традиционализма	2	3
309	миропорядка и	3	3
310	как совокупность	3	3
311	и как	4	3
312	в порядке	2	3
313	говоря о	3	3
314	лирический герой	5	3
315	о литературе	3	3
316	области искусства	3	3
317	если бы	3	3
318	к которому	4	3
319	живописного полотна	3	3
320	с художественной	3	3
321	знаковом материале	3	3
322	роль в	2	3
323	сближение но	3	3
324	однако если	3	3
325	в узком	3	3
326	отношение знака	3	3
327	или в	2	3
328	и адресата	3	3
329	мира в	2	3
330	художественного мышления	3	3
331	он должен	3	3
332	люди но	3	3
333	подобно тому	3	3
334	тот или	3	3
335	художественное произведение	3	3
336	художественного высказывания	2	3
337	свою очередь	2	3
338	в культуре	3	3
339	как говорит	3	3
340	природа литературы	12	3
341	в таком	3	3
342	своей эстетической	3	3
343	слова как	5	3
344	причастности к	2	3
345	одним из	2	3
346	с этой	3	3
347	по мысли	2	3
348	эстетического созерцания	3	3
349	и автора	2	3
350	к области	3	3
351	а именно	3	3
352	искусства слова	2	3
353	несет в	3	3
354	в момент	3	3
355	объекта и	3	3
356	ни к	2	3
357	была бы	3	3
358	в романе	3	3
359	работа с	3	3
360	никто не	3	3
361	между собой	2	3
362	воображаемой реальности	3	3
363	всех без	3	3
364	литературы как	3	3
365	с одной	3	3
366	текст и	3	3
367	и др	2	3
368	субъект художественной	3	3
369	первичной реальности	3	3
370	иного жанра	3	3
371	в итоге	2	3
372	а с	2	3
373	не слияние	3	3
374	не с	2	3
375	конструктивному принципу	3	3
376	и составляет	3	3
377	есть в	3	3
378	в жизни	3	3
379	сказания или	3	3
380	в эстетический	3	3
381	искусства и	3	3
382	в произведении	3	3
383	я героя	3	3
384	его текст	2	3
385	искусства это	3	3
386	текст как	3	3
387	для себя	4	3
388	в точке	3	3
389	в контексте	3	3
390	качестве текста	2	3
391	это отношение	3	3
392	специфическом значении	3	3
393	и позволяет	3	3
394	литературных текстов	2	3
395	в роли	3	3
396	столь же	2	3
397	в акте	3	3
398	или иных	2	3
399	их в	3	3
400	но их	3	3
401	культуры в	3	3
402	именно в	2	3
403	потому что	3	3
404	все прочие	3	3
405	сути дела	3	3
406	художественной целостности	3	3
407	в сторону	2	3
408	с языком	3	3
409	элегическое я	3	3
410	эстетическая ситуация	3	3
411	тому как	3	3
412	том числе	3	3
413	что можно	3	3
414	художественности состоит	3	3
415	первичной знаковой	3	3
416	художественном языке	2	3
417	во втором	4	3
418	являет собой	3	3
419	структуре текста	2	3
420	говорит и	3	3
421	имеем в	3	3
422	прежде всего	5	3
423	читателя зрителя	3	3
424	к его	3	3
425	однако при	3	3
426	человеческой жизни	3	3
427	к действительности	3	3
428	и к	3	3
429	рассматриваться в	2	3
430	на языке	3	3
431	игре с	3	3
432	к содержанию	3	3
433	критерием художественности	3	3
434	этом смысле	3	3
435	отнюдь не	2	3
436	из которого	4	3
437	мог бы	3	3
438	может выступать	2	3
439	творческого воображения	3	3
440	ценностного центра	3	3
441	от себя	3	3
442	м.м бахтина	3	3
443	классического реализма	2	3
444	не будет	3	3
445	хронотоп в	2	3
446	бенвенист ритм	3	3
447	жизни однако	2	3
448	равной степени	2	3
449	с точки	3	3
450	его эстетической	3	3
451	смешивать с	3	3
452	своей природе	2	3
453	а на	5	3
454	анна каренина	3	3
455	для возникновения	2	3
456	все эти	2	3
457	в знаковом	3	3
458	данного текста	3	3
459	не обязательно	3	3
460	той или	5	3
461	и по	2	3
462	отношение автор	3	3
463	в равной	2	3
464	связи с	3	3
465	внутреннего слуха	2	3
466	человека к	3	3
467	в связи	3	3
468	таким образом	3	3
469	в притче	3	3
470	его организации	3	3
471	нового времени	2	3
472	во всей	3	3
473	в финале	2	3
474	известной степени	3	3
475	принадлежит к	3	3
476	например в	4	3
477	тех или	2	3
478	оказывается в	3	3
479	духовного общения	2	3
480	в этой	2	3
481	в организации	2	3
482	и внешней	3	3
483	художественное впечатление	3	3
484	ритмического ряда	3	3
485	имеет место	3	3
486	в одном	3	3
487	как раз	3	3
488	вовсе не	2	3
489	в единое	3	3
490	текста в	3	3
491	вслед за	2	3
492	человеческого я	3	3
493	системе ценностей	3	3
494	между двумя	2	3
495	определяющим отношением	3	3
496	с читателем	2	3
497	одного сознания	3	3
498	такой деятельности	3	3
499	не остаться	2	2
500	для самоактуализации	2	2
501	трех фундаментальных	2	2
502	языка могут	2	2
503	анекдот не	2	2
504	между автором	2	2
505	одно и	3	2
506	исчезновение носа	2	2
507	произведений искусства	3	2
508	ролевой границей	3	2
509	окружающей его	2	2
510	на холсте	2	2
511	может служить	2	2
512	он оказывается	2	2
513	эстетической реальности	2	2
514	еще и	2	2
515	предпосылки двоякого	2	2
516	языкового знака	2	2
517	статус художественного	2	2
518	полку игореве	2	2
519	в каком	2	2
520	собственного текста	2	2
521	чтобы не	2	2
522	жанровая форма	2	2
523	эмоциональную рефлексию	2	2
524	только и	2	2
525	но она	2	2
526	в основании	2	2
527	относится как	2	2
528	крупным планом	2	2
529	в читателя	2	2
530	начальные и	2	2
531	стихотворении пушкина	2	2
532	своего другого	2	2
533	не форма	2	2
534	не могли	2	2
535	на время	2	2
536	от имени	2	2
537	чему нельзя	2	2
538	другого я	2	2
539	легко догадываемся	2	2
540	не от	2	2
541	видим в	2	2
542	живописи или	2	2
543	речи а	2	2
544	риторический предел	2	2
545	или личностями	2	2
546	могла бы	2	2
547	отношением художественности	2	2
548	в тарасе	2	2
549	право на	2	2
550	структурной единицей	2	2
551	в кадры	2	2
552	культуры новейшего	2	2
553	значительной степени	2	2
554	этого текста	2	2
555	то в	2	2
556	свою жизнь	2	2
557	деятельностью направленной	2	2
558	оттесняет на	2	2
559	не признает	2	2
560	он тем	2	2
561	новой реальностью	2	2
562	и сближение	2	2
563	идет о	2	2
564	внешних предметов	2	2
565	расположилось в	2	2
566	конфигурации знаков	2	2
567	слова не	2	2
568	своего текста	2	2
569	прихода в	2	2
570	жанровой традиции	2	2
571	нас самих	2	2
572	взаимодействия людей	2	2
573	позицию внутренне	2	2
574	существования в	2	2
575	для меня	2	2
576	так же	2	2
577	его речевой	2	2
578	предполагает способность	2	2
579	знаковых комплексов	2	2
580	внешней речи	2	2
581	читательского восприятия	2	2
582	жизни на	2	2
583	сознания в	4	2
584	но как	2	2
585	теории литературы	2	2
586	художественно значимой	2	2
587	введено в	2	2
588	с чем	2	2
589	служить знаком	2	2
590	жизни оказывается	2	2
591	каждая из	2	2
592	семиотическую природу	2	2
593	таких случаях	2	2
594	тем более	2	2
595	своей внутренней	2	2
596	деятельность мыслится	2	2
597	дело не	2	2
598	личности к	2	2
599	адресата а	2	2
600	ангел гармонии	2	2
601	в коем	2	2
602	текста не	2	2
603	одно слово	3	2
604	не всегда	2	2
605	нельзя научиться	2	2
606	читателя концепированного	2	2
607	автора как	2	2
608	человека и	2	2
609	коммуникативной природе	2	2
610	можно охарактеризовать	2	2
611	ни был	2	2
612	и существенно	2	2
613	при всей	2	2
614	что она	2	2
615	с их	2	2
616	с легкой	2	2
617	за пределы	2	2
618	эстетической деятельности	2	2
619	о законе	2	2
620	искусства как	3	2
621	говорит что	2	2
622	до известной	2	2
623	включает в	2	2
624	аспекты художественной	2	2
625	уже говорилось	2	2
626	как организация	2	2
627	иной строй	2	2
628	литературной нормы	2	2
629	эстетического субъекта	3	2
630	как уже	3	2
631	в глаза	2	2
632	модусу художественности	2	2
633	художественной культуре	3	2
634	отличается от	2	2
635	об этом	2	2
636	во множестве	2	2
637	греческое слово	2	2
638	качестве знаков	2	2
639	форма авторства	2	2
640	художественное целое	2	2
641	зародившийся в	2	2
642	писал бахтин	2	2
643	но на	2	2
644	причастной вненаходимости	2	2
645	не сами	2	2
646	смыслами которые	2	2
647	как ученый	2	2
648	это хронотоп	2	2
649	реального читателя	2	2
650	в войне	2	2
651	и мире	2	2
652	при наличии	2	2
653	облекается в	2	2
654	ситуации рассказывания	2	2
655	на свою	2	2
656	превращения реального	2	2
657	объективной предпосылкой	2	2
658	в стилистическом	2	2
659	выступать как	2	2
660	к более	2	2
661	реализуется в	2	2
662	папоротники например	2	2
663	я-для-себя от	2	2
664	узком значении	2	2
665	сама по	2	2
666	позиция автора	2	2
667	стили могут	2	2
668	восприниматься как	2	2
669	креативного и	2	2
670	в имени	2	2
671	бытийной компетенцией	2	2
672	на деле	3	2
673	искусстве слова	2	2
674	собою в	2	2
675	в катарсисе	2	2
676	противном случае	2	2
677	такого дискурса	2	2
678	и прежде	3	2
679	таком случае	2	2
