N	2gram	Losev_Dial	VLabPisa
1	таким образом	5	32
2	в этом	18	29
3	не только	26	26
4	и в	35	26
5	и т	31	25
6	может быть	30	23
7	хотя бы	6	20
8	и не	51	20
9	т е	49	18
10	не может	16	17
11	т д	28	16
12	в том	20	15
13	в его	4	15
14	этом отношении	2	14
15	в силу	6	14
16	прежде всего	14	13
17	все это	14	13
18	в частности	4	12
19	как это	8	12
20	в качестве	2	12
21	что в	19	11
22	с другой	10	11
23	из них	5	11
24	то же	21	10
25	не могут	4	10
26	но и	17	10
27	и др	2	10
28	о том	8	10
29	к этому	2	9
30	об этом	7	9
31	т п	3	9
32	для него	2	9
33	в своем	7	8
34	том что	18	8
35	могут быть	6	8
36	другой стороны	7	8
37	все эти	4	8
38	было бы	14	8
39	только в	7	8
40	вместе с	3	8
41	это не	18	7
42	из этих	2	7
43	во всех	3	7
44	то что	25	7
45	действительности и	4	7
46	тому что	4	7
47	как и	10	7
48	их в	2	7
49	в нем	25	7
50	главным образом	2	7
51	не было	7	7
52	говорит о	6	7
53	же в	2	7
54	а не	24	7
55	не в	12	6
56	в то	10	6
57	в себе	23	6
58	или менее	5	6
59	это и	6	6
60	все же	9	6
61	у него	2	6
62	идеи и	5	6
63	в искусстве	2	6
64	так и	18	6
65	более или	5	6
66	один из	3	6
67	в зависимости	2	6
68	и его	6	6
69	бы и	4	6
70	между тем	3	6
71	никогда не	18	5
72	даже в	6	5
73	сказать что	19	5
74	в одном	4	5
75	перед нами	3	5
76	в результате	2	5
77	зависимости от	2	5
78	в их	5	5
79	не является	3	5
80	и при	3	5
81	к тому	6	5
82	как бы	19	5
83	утверждать что	3	5
84	в них	4	5
85	связи с	3	5
86	же время	9	5
87	и есть	20	5
88	в сознании	3	4
89	только что	5	4
90	в виду	9	4
91	это только	3	4
92	ее в	2	4
93	что он	16	4
94	и подобных	2	4
95	по существу	2	4
96	с тем	2	4
97	что все	2	4
98	что для	3	4
99	творчества как	2	4
100	когда он	2	4
101	должен быть	2	4
102	отнюдь не	13	4
103	в самом	6	4
104	как раз	7	4
105	в ее	3	4
106	с ними	4	4
107	в своей	9	4
108	является не	3	4
109	в связи	3	4
110	во время	2	4
111	можно сказать	10	4
112	в этой	3	4
113	и от	5	3
114	никак не	6	3
115	например в	2	3
116	и к	8	3
117	с этим	5	3
118	мы имеем	4	3
119	так же	6	3
120	но как	7	3
121	и он	6	3
122	вслед за	2	3
123	всех этих	4	3
124	бы в	3	3
125	та или	4	3
126	в конце	5	3
127	его в	3	3
128	и как	14	3
129	если бы	12	3
130	как он	5	3
131	как о	2	3
132	для того	2	3
133	и их	5	3
134	говорил что	2	3
135	его не	7	3
136	того что	6	3
137	нет и	2	3
138	явлений и	3	3
139	далеко не	2	3
140	что у	3	3
141	она не	10	3
142	а в	8	3
143	в котором	5	3
144	именно в	4	3
145	точки зрения	25	3
146	даже и	3	3
147	мира и	2	3
148	и образы	2	3
149	в которых	2	3
150	что оно	9	3
151	или иная	4	3
152	человека и	2	3
153	что не	13	3
154	жизни и	9	3
155	что и	7	3
156	и по	5	3
157	или в	2	3
158	что они	8	3
159	же и	11	3
160	момент в	2	3
161	это мы	6	3
162	вовсе не	19	3
163	в противоположность	6	3
164	не о	5	2
165	можно указать	2	2
166	относится к	2	2
167	также что	2	2
168	если в	5	2
169	да и	11	2
170	чтобы не	6	2
171	иметь в	4	2
172	или иной	4	2
173	показывает что	2	2
174	и потому	6	2
175	как например	2	2
176	еще и	4	2
177	с другими	2	2
178	только то	7	2
179	то это	6	2
180	о чем	4	2
181	одной стороны	3	2
182	и слова	3	2
183	крайней мере	11	2
184	можно было	5	2
185	вплоть до	3	2
186	в каждом	4	2
187	должно быть	7	2
188	что она	18	2
189	о своем	2	2
190	даже не	4	2
191	отличается от	3	2
192	в другом	6	2
193	а о	2	2
194	и даже	23	2
195	от того	2	2
196	и у	2	2
197	которая не	2	2
198	мысль о	2	2
199	конце концов	4	2
200	гете и	2	2
201	нет ни	4	2
202	все они	2	2
203	в особенности	6	2
204	и быть	2	2
205	не всегда	2	2
206	в области	2	2
207	в науке	3	2
208	у них	3	2
209	понятно что	2	2
210	еще не	4	2
211	после этого	3	2
212	как у	3	2
213	в которой	3	2
214	между собою	3	2
215	понимать как	2	2
216	не по	2	2
217	по крайней	11	2
218	у пушкина	6	2
219	что ни	3	2
220	в чем	9	2
221	сих пор	4	2
222	рождается из	2	2
223	с одной	4	2
224	же самое	3	2
225	что даже	2	2
226	заключается в	4	2
227	но вот	5	2
228	не с	5	2
229	и значит	4	2
230	как известно	3	2
231	в жизни	3	2
232	к ним	3	2
233	но не	9	2
234	и для	2	2
235	ни с	8	2
236	стороны и	4	2
237	также и	7	2
238	не менее	5	2
239	на него	2	2
240	только с	3	2
241	но в	8	2
242	следует что	2	2
243	они не	3	2
244	на то	5	2
245	он может	3	2
246	в общем	2	2
247	ли это	4	2
248	что такое	13	2
249	все его	3	2
250	знаем что	2	2
251	но к	2	2
252	себе и	5	2
253	в ней	4	2
254	в сфере	2	2
255	будто бы	3	2
256	к его	2	2
257	стороны в	2	2
258	но для	2	2
259	этой точки	2	2
260	на этом	4	2
261	к сожалению	2	2
262	тогда когда	6	2
263	он и	2	2
264	значит что	25	2
265	что мы	3	2
266	с нею	3	2
267	только не	2	2
268	представить себе	2	2
269	можно ли	3	2
270	по себе	39	2
271	всяком случае	3	2
272	же как	3	2
273	должны быть	2	2
274	образа в	2	2
275	он сам	6	2
276	по одному	4	2
277	говорить о	9	2
278	самый факт	2	2
279	и может	7	2
280	не рождается	2	2
281	только о	3	2
282	е в	3	2
283	он не	5	2
284	должна быть	5	2
285	не быть	3	2
286	в различных	2	2
287	но с	4	2
288	эти вопросы	3	2
289	хотя и	4	2
290	во всяком	5	2
291	до сих	4	2
292	того как	3	2
293	в системе	2	2
