N	2gram	Tiupa_Hudo	DiskursI
1	в качестве	13	72
2	а не	23	60
3	может быть	12	56
4	не только	22	49
5	и в	34	49
6	как и	16	47
7	тогда как	10	47
8	при этом	21	46
9	в том	24	44
10	и не	15	44
11	том что	31	40
12	в этом	22	38
13	в себе	19	37
14	состоит в	8	37
15	в частности	10	36
16	но и	13	35
17	своего рода	19	32
18	и т.п	2	32
19	но не	7	31
20	со стороны	6	28
21	так и	19	28
22	но в	6	28
23	не может	10	27
24	по своей	5	26
25	как в	11	25
26	такого рода	4	24
27	в рамках	2	23
28	еще не	10	23
29	отнюдь не	4	23
30	а также	4	20
31	все же	5	19
32	прежде всего	12	19
33	в нем	5	19
34	в своей	15	19
35	в основе	3	18
36	по отношению	15	17
37	в данном	3	17
38	то же	14	17
39	с другой	4	17
40	отношению к	15	17
41	в мире	10	17
42	точки зрения	7	16
43	только в	8	16
44	роль в	2	15
45	в его	17	15
46	художественного письма	2	15
47	то что	13	15
48	о том	21	15
49	это не	12	14
50	или иной	2	14
51	картины мира	4	14
52	не в	16	14
53	не менее	9	14
54	одной стороны	4	14
55	можно сказать	9	14
56	ни к	2	14
57	с одной	4	14
58	в целом	2	13
59	для него	15	13
60	как бы	11	13
61	данном случае	3	12
62	в своем	9	12
63	и все	10	12
64	являет собой	2	12
65	при всей	3	12
66	в своих	4	12
67	и на	6	12
68	что в	8	11
69	в тексте	8	11
70	с его	9	11
71	как правило	6	11
72	столь же	6	11
73	не было	8	11
74	для себя	9	10
75	а в	11	10
76	а с	5	10
77	не столько	4	10
78	по сути	2	10
79	и т.д	3	10
80	же время	11	10
81	тем самым	2	9
82	в то	12	9
83	в силу	2	9
84	героя в	2	9
85	между тем	14	9
86	картина мира	4	9
87	в них	3	9
88	уже не	12	9
89	еще в	4	9
90	себя в	11	9
91	внимание на	3	9
92	сводится к	7	9
93	пока еще	3	9
94	художественного целого	8	9
95	человека в	10	8
96	этом отношении	4	8
97	и о	8	8
98	как уже	3	8
99	к тому	11	8
100	потому что	7	8
101	хотя и	3	8
102	если в	4	8
103	и даже	4	8
104	жизни в	12	8
105	в этих	7	8
106	не с	2	8
107	в себя	3	8
108	в котором	5	8
109	в творчестве	4	8
110	соответствии с	2	8
111	в одном	3	8
112	из них	5	8
113	он не	8	8
114	не следует	2	8
115	перед нами	13	7
116	его в	5	7
117	о чем	9	7
118	и ее	3	7
119	приводит к	5	7
120	в ходе	4	7
121	одной из	5	7
122	и для	5	7
123	с позиции	3	7
124	но это	2	7
125	что и	3	7
126	например в	3	7
127	в этой	11	7
128	иначе говоря	2	7
