N	2gram	Vygotskiy_	StatiiOP
1	и в	37	103
2	в том	47	89
3	том что	42	77
4	в этом	32	76
5	что в	25	74
6	не только	29	60
7	о том	14	47
8	но и	23	46
9	то что	32	44
10	что он	16	42
11	в его	16	42
12	и не	15	41
13	может быть	19	38
14	было бы	12	32
15	в этой	13	31
16	вовсе не	5	31
17	все это	9	29
18	тем что	7	29
19	таким образом	39	28
20	а в	4	27
21	а не	5	27
22	но в	9	26
23	что это	8	25
24	так и	12	25
25	этом отношении	6	24
26	и его	10	24
27	все же	6	23
28	не в	9	23
29	так что	2	23
30	точки зрения	49	23
31	потому что	11	23
32	того что	28	22
33	в области	4	22
34	прежде всего	12	22
35	для того	19	22
36	в которой	6	22
37	как в	7	22
38	того чтобы	23	21
39	и пр	2	21
40	это не	5	20
41	до сих	4	20
42	в то	7	19
43	сих пор	4	19
44	в своей	7	19
45	только в	8	19
46	об этом	6	18
47	не может	16	18
48	с другой	16	18
49	в котором	6	18
50	он не	11	18
51	самом деле	8	17
52	в данном	5	17
53	как на	5	17
54	в самом	16	17
55	как бы	16	17
56	с этим	8	16
57	сказать что	16	16
58	в ней	2	16
59	можно было	6	16
60	если бы	10	16
61	в этих	3	16
62	в отношении	14	15
63	с тем	8	15
64	как и	20	15
65	для него	5	15
66	по поводу	5	15
67	другой стороны	10	15
68	из этих	6	15
69	я не	4	15
70	также и	2	15
71	и на	8	15
72	у него	2	15
73	как раз	8	15
74	к тому	10	14
75	между тем	10	14
76	то же	12	14
77	в течение	4	14
78	но все	3	14
79	с точки	34	14
80	и что	11	14
81	в своем	10	13
82	в конце	2	13
83	со стороны	4	13
84	а с	8	13
85	тому что	6	13
86	в качестве	12	13
87	в нем	2	13
88	во всяком	6	13
89	дело в	3	13
90	именно в	8	13
91	из них	4	13
92	всяком случае	5	13
93	жизни и	2	13
94	вместе с	14	13
95	что они	5	12
96	так как	11	12
97	обстоятельство что	2	12
98	как например	2	12
99	в первой	3	12
100	хотя бы	7	12
101	что у	3	12
102	ни в	6	12
103	в своих	6	12
104	никогда не	8	11
105	вопрос о	11	11
106	и с	10	11
107	в другом	7	11
108	должна была	2	11
109	в них	5	11
110	все эти	6	11
111	и по	3	11
112	того как	6	11
113	на то	11	11
114	то обстоятельство	2	11
115	ясно что	2	11
116	на самом	4	10
117	в каком	3	10
118	так же	18	10
119	ответ на	4	10
120	в виду	5	10
121	в частности	8	10
122	на вопрос	6	10
123	ничего не	6	10
124	связь с	2	10
125	не столько	4	10
126	речь идет	4	10
127	в целом	29	10
128	что и	3	10
129	в истории	7	10
130	в начале	2	10
131	во всех	4	10
132	на эти	3	10
133	но не	6	10
134	же время	2	10
135	в чем	5	9
136	что же	3	9
137	несмотря на	6	9
138	по этому	4	9
139	там где	8	9
140	можно сказать	6	9
141	мне кажется	2	9
142	в одном	5	9
143	говорит что	9	9
144	не является	16	9
145	с этой	7	9
146	и для	3	9
147	и к	9	9
148	для нас	4	9
149	что мы	9	9
150	что эта	7	9
151	и тем	8	9
152	и это	3	9
153	при помощи	2	8
154	могут быть	5	8
155	к которому	4	8
156	в их	5	8
157	связано с	3	8
158	к сожалению	2	8
159	и др	5	8
160	той же	4	8
161	в общем	5	8
162	в какой	5	8
163	по мнению	2	8
164	связи с	7	8
165	к этому	7	8
166	мы имеем	2	8
