N	2gram	Ircho_Kome	Problema
1	и в	40	182
2	и не	19	152
3	вовсе не	3	145
4	то что	8	144
5	не только	12	104
6	потому что	8	89
7	в этом	9	88
8	может быть	16	82
9	том что	19	81
10	в том	19	81
11	только в	6	73
12	но и	14	70
13	в виде	3	69
14	у нас	3	68
15	и даже	5	66
16	по себе	2	64
17	не менее	6	58
18	о том	12	57
19	так и	17	56
20	тем не	3	56
21	но в	6	55
22	так что	6	52
23	ни в	9	51
24	отнюдь не	2	48
25	в себе	3	48
26	было бы	8	46
27	в своей	3	45
28	прежде всего	8	45
29	что в	12	44
30	в его	8	44
31	не в	8	43
32	таким образом	13	42
33	как раз	4	42
34	то же	7	42
35	так как	6	40
36	что он	11	40
37	и что	2	40
38	не может	3	39
39	в этой	9	39
40	такого рода	6	39
41	и тем	2	39
42	во всяком	4	39
43	как бы	3	39
44	хотя бы	2	37
45	в нем	8	37
46	еще не	7	36
47	точки зрения	7	36
48	и все	4	36
49	и т	11	35
50	в виду	2	34
51	и с	8	34
52	указывает на	2	34
53	как и	12	34
54	не является	2	33
55	т д	4	33
56	же самое	2	33
57	в то	14	32
58	едва ли	16	32
59	но не	3	32
60	в своем	6	31
61	в конце	7	31
62	связи с	3	31
63	все это	7	31
64	так же	4	31
65	но это	2	31
66	ясно что	9	30
67	с другой	7	30
68	и для	4	30
69	как мы	5	29
70	художественный образ	2	29
71	все же	7	29
72	об этом	2	29
73	в связи	3	29
74	и о	3	28
75	что же	2	28
76	мы не	4	28
77	а в	9	28
78	и как	3	27
79	ничего не	4	27
80	и это	3	27
81	хотя и	6	27
82	еще и	2	26
83	в результате	5	26
84	как будто	3	26
85	вместе с	8	26
86	это не	2	26
87	да и	5	26
88	другой стороны	6	26
89	и его	17	26
90	и на	9	25
91	мы можем	6	25
92	всяком случае	4	25
93	с тем	5	24
94	в нашем	2	24
95	и притом	2	23
96	тут же	2	23
97	мы находим	2	23
98	на то	3	23
99	при этом	5	23
100	конце концов	4	23
101	в качестве	8	23
102	по своему	5	23
103	то и	3	23
104	и если	2	22
105	его в	6	22
106	только на	2	22
107	что и	10	22
108	и от	2	22
109	и к	2	22
110	и ее	5	21
111	и без	3	21
112	а также	5	21
113	для себя	2	21
114	в самом	5	21
115	говорить о	3	21
116	для того	3	20
117	именно в	5	20
118	о чем	2	20
119	можно было	5	20
120	несмотря на	5	20
121	или в	5	20
122	тем что	5	20
123	в отношении	6	19
124	но если	4	19
125	если бы	4	19
126	то это	3	19
127	он не	5	19
128	уже в	9	19
129	в них	7	19
130	как в	8	19
131	этом смысле	2	19
132	жизни и	4	19
133	того же	4	18
134	того чтобы	4	18
135	в ее	2	18
136	в этих	5	18
137	н э	10	18
138	в ней	2	18
139	гораздо более	2	17
140	и здесь	6	17
141	совсем не	2	17
142	что они	4	17
143	во всех	4	17
144	к тому	15	16
145	но все	4	16
146	же в	7	16
147	и вовсе	3	16
148	для этого	2	16
149	как это	7	16
150	что она	3	16
151	будто бы	2	16
152	в чем	3	15
153	здесь в	4	15
154	и более	2	15
155	казалось бы	3	15
156	в частности	7	15
157	у него	6	15
158	с этим	5	15
159	в той	2	15
160	и сам	5	15
161	за пределы	2	14
162	сих пор	3	14
163	нас в	3	14
164	в котором	6	14
165	нас не	2	14
166	в н	6	14
167	то ни	4	14
168	до сих	3	14
169	только при	3	13
170	который в	2	13
171	в других	3	13
172	из этого	2	13
173	в их	6	13
174	тому что	4	13
175	в области	3	13
176	из них	16	13
177	не являются	2	12
178	так или	4	12
179	не говоря	4	12
180	в которой	9	12
181	в другом	5	12
182	с одной	5	12
183	в самой	2	12
184	и очень	2	12
185	или по	3	12
186	в целом	6	12
187	для них	2	12
188	что это	5	12
189	в начале	7	12
190	в литературе	2	12
191	время как	6	12
192	или иначе	4	12
193	и можно	2	12
194	то время	8	12
195	и следовательно	2	11
196	и во	4	11
197	и самого	3	11
198	в истории	10	11
199	тот же	5	11
200	о которых	6	11
201	одной стороны	5	11
202	и у	3	11
203	бы то	4	11
204	по поводу	7	11
205	и их	3	11
206	к нему	5	11
207	один из	9	10
208	однако в	4	10
209	все время	2	10
210	что у	6	10
211	в одном	10	10
212	или менее	2	10
213	представление о	3	10
214	относится к	2	10
215	даже если	3	10
216	в году	3	10
217	из которых	5	10
218	но он	2	10
219	находим в	2	9
220	вопрос о	5	9
221	само собой	2	9
222	в трагедии	3	9
223	здесь мы	3	9
224	которые в	3	9
225	между прочим	2	9
226	представить себе	3	9
227	в тех	5	9
228	чем же	2	9
229	не вполне	2	9
230	в своих	2	9
231	с собой	2	9
232	правда в	3	9
233	однако не	2	9
234	нет и	2	9
235	говоря уже	4	9
236	того как	3	9
237	бы в	3	9
238	это было	5	9
239	и другие	3	9
240	жизнь и	2	9
241	как он	2	8
242	от этого	2	8
243	в г	28	8
244	на его	5	8
245	и по	6	8
246	никто не	3	8
247	если в	3	8
248	не все	2	8
249	только что	2	8
250	с этой	3	8
251	в силу	4	8
252	еще в	9	8
253	и особенно	7	8
254	является не	2	8
255	в период	5	8
256	тем же	2	8
257	к его	3	8
258	для всех	5	8
259	в сознании	4	8
260	а то	3	8
261	к сожалению	2	8
262	из этих	5	8
263	почти всегда	2	8
264	он был	4	8
265	с самого	3	8
266	только потому	2	8
267	с ее	2	8
268	ни было	4	8
269	это уже	2	8
270	что на	4	7
271	и поэтому	2	7
272	друг друга	2	7
273	времени и	2	7
274	самого начала	2	7
275	одной из	6	7
276	на землю	3	7
277	быть даже	2	7
278	до нас	9	7
279	же не	2	7
280	еще более	2	7
281	в какой	2	7
282	даже в	3	7
283	в это	3	7
284	даже не	4	7
285	не раз	3	7
286	вообще говоря	2	7
287	уже о	4	7
288	же как	3	7
289	этой области	2	7
290	что касается	5	7
291	на этот	5	7
292	ее в	2	7
293	меньше всего	3	7
294	большей частью	3	7
295	тому же	14	7
296	с той	2	6
297	в известном	2	6
298	в новое	2	6
299	на него	4	6
300	сказать о	2	6
301	по своей	2	6
302	г в	5	6
303	в порядке	2	6
304	именно на	2	6
305	что именно	3	6
306	до конца	3	6
307	в действительности	4	6
308	не всегда	2	6
309	не столь	2	6
310	после этого	3	6
311	философии и	2	6
312	в общем	2	6
313	в античном	2	6
314	могут быть	3	6
315	содержания и	2	6
316	во время	11	6
317	под названием	2	6
318	с его	4	6
319	и уже	2	6
320	независимо от	5	6
321	к ней	2	6
322	этом отношении	3	6
323	нового времени	7	6
324	можно найти	2	6
325	не к	2	6
326	и после	3	6
327	как на	2	6
328	не мог	4	6
329	в первую	5	5
330	одна из	4	5
331	отношение к	3	5
