N	2gram	Vygotskiy_	VeschiIm
1	не есть	4	79
2	и не	19	57
3	не только	24	48
4	то что	69	48
5	не может	15	46
6	и в	55	45
7	и есть	7	40
8	может быть	34	39
9	и т	12	39
10	т д	6	38
11	а не	16	37
12	это значит	2	30
13	потому что	48	25
14	было бы	15	24
15	не просто	6	24
16	в себе	13	23
17	что она	10	23
18	по себе	13	23
19	только в	12	23
20	сказать что	14	22
21	и что	45	22
22	и следовательно	3	20
23	что такое	2	20
24	как бы	33	20
25	что это	15	19
26	но и	16	19
27	есть только	3	18
28	все же	11	18
29	в этом	30	18
30	есть не	7	17
31	и это	13	17
32	прежде всего	6	17
33	так как	20	17
34	что мы	12	17
35	оно есть	2	16
36	того что	12	16
37	таким образом	35	16
38	как раз	19	16
39	в том	50	15
40	как и	9	15
41	в ней	5	15
42	не в	12	14
43	и то	12	14
44	но это	2	14
45	том что	46	13
46	это и	7	13
47	не будет	3	13
48	и для	13	13
49	в самом	18	13
50	в себя	2	13
51	ничего не	4	12
52	иное как	2	12
53	но если	3	12
54	совершенно не	11	12
55	что в	43	12
56	точки зрения	15	12
57	она есть	2	12
58	что и	11	12
59	что они	11	12
60	есть то	2	12
61	и как	10	12
62	не что	2	12
63	то же	16	12
64	еще не	6	12
65	что иное	2	12
66	и даже	4	12
67	о том	24	12
68	если мы	24	12
69	и с	3	12
70	есть нечто	3	12
71	в то	6	11
72	что не	5	11
73	вовсе не	8	11
74	себя в	4	11
75	и их	3	11
76	ни в	5	11
77	и только	5	11
78	что оно	12	10
79	ясно что	10	10
80	это не	9	9
81	нисколько не	3	9
82	со стороны	3	9
83	так что	8	9
84	в своем	12	9
85	как вещь	2	9
86	ли это	3	9
87	должно быть	6	9
88	хотя бы	5	9
89	бы в	7	9
90	в результате	6	9
91	у нас	7	9
92	на то	27	9
93	но не	9	9
94	но что	3	9
95	и его	10	9
96	с ним	4	9
97	в отношении	2	8
98	его в	2	8
99	и потому	8	8
100	указывает на	8	8
101	что он	30	8
102	что тут	2	8
103	но в	7	8
104	в ее	3	8
105	мы не	8	8
