N	2gram	Propp_Isto	Freidism
1	и не	12	34
2	таким образом	15	34
3	точки зрения	4	31
4	не может	19	30
5	и пр	2	29
6	может быть	19	28
7	и в	41	28
8	в этом	19	28
9	прежде всего	6	26
10	в его	4	25
11	и его	11	22
12	мы можем	11	20
13	как бы	8	19
14	как мы	6	18
15	то что	12	17
16	вовсе не	6	16
17	к отцу	2	16
18	так как	21	15
19	все эти	8	15
20	так и	8	14
21	в своей	4	14
22	с ним	9	14
23	во всех	8	13
24	и все	6	13
25	но в	7	13
26	как и	8	13
27	по отношению	3	13
28	том что	18	12
29	то же	12	12
30	что он	29	12
31	мы видели	17	12
32	ни в	4	12
33	в самом	2	12
34	и наконец	6	12
35	все это	9	12
36	сказать что	5	11
37	его в	7	11
38	отношению к	3	11
39	мы знаем	4	11
40	только в	10	11
41	никогда не	16	10
42	и с	4	10
43	не только	30	10
44	но и	20	10
45	не в	12	10
46	он не	8	10
47	в том	14	10
48	мы уже	10	10
49	все что	4	10
50	один из	7	10
51	что же	2	10
52	тот же	2	10
53	конечно не	2	10
54	мы должны	7	9
55	могут быть	3	9
56	к этому	5	9
57	те же	2	9
58	и др	4	9
59	к нему	8	9
60	в чем	5	9
61	уже не	8	9
62	и на	12	9
63	мы не	10	9
64	а не	9	9
65	во всяком	3	9
66	с его	4	9
67	все же	14	8
68	с этим	3	8
69	было бы	4	8
70	и вот	2	8
71	еще не	13	8
72	а в	12	8
73	знаем что	5	8
74	в ней	4	8
75	всяком случае	3	8
76	при этом	7	8
77	не могут	3	7
78	в жизни	2	7
79	в то	6	7
80	в себе	3	7
81	что в	21	7
82	и ее	6	7
83	отношение к	6	7
84	того что	7	7
85	и у	3	7
86	но не	8	7
87	об этом	7	7
88	связь с	7	7
89	в нем	12	7
90	из них	2	7
91	жизни и	3	7
92	в этой	2	7
93	но мы	3	6
94	мы имеем	27	6
95	из этих	6	6
96	всех этих	6	6
97	не менее	5	6
98	для того	2	6
99	и только	4	6
100	и о	2	6
101	если он	5	6
102	она не	3	6
103	к тому	4	6
104	не можем	3	6
105	что такое	2	6
106	можно сказать	3	6
107	и что	15	6
108	во время	7	6
109	в основе	2	6
110	что это	6	5
111	ничего не	7	5
112	со стороны	3	5
113	тех же	2	5
114	что она	6	5
115	в которой	2	5
116	и по	7	5
117	другими словами	3	5
118	от того	4	5
119	на первый	6	5
120	и те	2	5
121	в этих	16	5
122	как это	6	5
123	не знает	2	5
124	увидим что	2	5
125	что и	13	5
126	ее в	3	5
127	тому что	2	5
128	в более	3	5
129	далеко не	3	5
130	это не	14	5
131	не было	3	5
132	в ее	3	5
133	с ними	2	5
134	и до	2	5
135	вместе с	17	5
136	данном случае	7	4
137	одна из	7	4
138	в таких	3	4
139	дает нам	3	4
140	все время	2	4
141	его к	2	4
142	так же	6	4
143	но это	5	4
144	в области	3	4
145	в другом	2	4
146	тем не	4	4
147	на него	3	4
148	если бы	3	4
149	мы увидим	6	4
150	в основном	2	4
151	не всегда	6	4
152	это как	2	4
153	только на	2	4
154	у него	16	4
155	как в	17	4
156	к ней	3	4
157	в своем	3	4
158	и оно	2	4
159	в котором	3	4
160	связанные с	3	4
161	потому что	13	4
162	именно в	2	4
163	уже знаем	5	4
164	этот вопрос	3	4
165	главным образом	3	4
166	по себе	2	4
167	в целом	2	4
168	зависимости от	4	4
169	ту сторону	2	4
170	отметить что	2	4
171	должны быть	4	4
172	этом мы	2	4
173	в зависимости	3	4
174	в данном	8	4
175	сводится к	3	4
176	и то	3	3
177	и от	5	3
178	миф и	2	3
179	дать ему	2	3
180	независимо от	3	3
181	этот мотив	8	3
182	не будем	2	3
183	к себе	4	3
184	где оно	2	3
185	и даже	3	3
186	и тот	3	3
187	он дает	3	3
188	и как	3	3
189	видели что	4	3
190	на место	2	3
191	отца и	2	3
192	а как	2	3
193	он был	2	3
194	и при	2	3
195	у нас	4	3
196	этого не	2	3
197	такой же	3	3
198	связано с	7	3
199	как на	3	3
200	чаще всего	8	3
201	себе и	3	3
202	же мы	6	3
203	сих пор	5	3
204	согласиться с	2	3
205	на этот	4	3
206	не так	4	3
207	от всех	2	3
208	о том	15	3
209	и она	3	3
210	они не	4	3
211	оно может	3	3
212	если это	2	3
213	того же	3	3
214	все его	3	3
215	оно не	2	3
216	их в	3	3
217	на себя	3	3
218	же объясняется	2	3
219	но для	3	3
220	ответ на	6	3
221	и становится	4	3
222	и этим	7	3
223	в одном	2	3
224	что мы	3	3
225	в них	4	3
226	можно ли	2	3
227	уже в	4	3
228	формы и	2	3
229	действительно ли	2	3
230	которой он	3	3
231	находится в	2	3
232	между двумя	2	3
233	говорит о	2	3
234	мы видим	14	3
235	из него	3	3
236	не совсем	3	3
237	когда он	5	3
238	и есть	2	3
239	и сам	3	3
240	под влиянием	2	3
241	до сих	4	3
242	во сне	2	3
243	в одну	3	2
244	в книге	5	2
245	самого себя	2	2
246	вопрос о	6	2
247	к этой	2	2
248	нет в	2	2
249	когда мы	2	2
250	в различных	3	2
251	нас к	5	2
252	а также	2	2
253	но эти	3	2
254	его с	2	2
255	другом месте	2	2
256	в одной	3	2
257	для нее	2	2
258	же с	2	2
259	мотива в	2	2
260	в состоянии	4	2
261	превращается в	10	2
262	дело не	5	2
263	и через	2	2
264	обе стороны	2	2
265	вспомним что	2	2
266	отличается от	4	2
267	в конце	4	2
268	и часто	2	2
269	есть и	6	2
270	в мифах	5	2
271	друг друга	2	2
272	должен быть	2	2
273	чтобы получить	2	2
274	из всего	3	2
275	а на	2	2
276	но так	4	2
277	связана с	4	2
278	при помощи	6	2
279	и тем	4	2
280	есть та	2	2
281	в некоторых	2	2
282	в их	4	2
283	к своему	4	2
284	и другие	10	2
285	можно сделать	2	2
286	а именно	12	2
287	нами выше	3	2
288	ничем не	2	2
289	для нас	8	2
290	их не	3	2
291	обратимся к	2	2
292	по всему	3	2
293	его не	4	2
294	с одной	12	2
295	должна быть	3	2
296	а с	3	2
297	очень много	2	2
298	больше и	3	2
299	эти три	3	2
300	от этого	2	2
301	думать что	3	2
302	и так	2	2
303	в него	4	2
304	силу и	3	2
305	в эту	3	2
306	не имеет	6	2
307	относится к	2	2
308	в америке	2	2
309	только через	3	2
310	вообще не	4	2
311	же что	2	2
312	к которой	2	2
313	с другой	20	2
314	он в	4	2
315	теперь уже	2	2
316	только одна	2	2
317	но все	5	2
318	а его	3	2
319	он и	3	2
320	одной стороны	12	2
321	такие представления	2	2
322	что между	4	2
323	тогда когда	3	2
324	из которых	3	2
325	представляет собой	8	2
326	такое же	3	2
327	тому кто	2	2
328	но как	4	2
329	на другой	2	2
330	но если	2	2
331	на другую	2	2
332	случае в	2	2
333	ли он	5	2
334	всех других	2	2
335	там где	7	2
336	же как	6	2
337	но вместе	2	2
338	из этого	2	2
339	три года	2	2
340	связаны с	4	2
341	в качестве	5	2
342	только о	2	2
343	отношения к	2	2
344	как его	2	2
345	в дальнейшем	3	2
346	и они	2	2
347	что при	3	2
348	приходит в	2	2
349	ясно что	2	2
