N	2gram	Vygotskiy_	Analitik
1	не только	25	71
2	и в	55	66
3	в качестве	3	61
4	но и	12	57
5	в том	55	52
6	может быть	35	52
7	в частности	6	51
8	в этом	21	51
9	как и	25	50
10	и не	24	48
11	а не	18	42
12	том что	30	40
13	при этом	28	40
14	так и	6	35
15	то есть	44	35
16	художественного впечатления	2	34
17	состоит в	5	30
18	представляет собой	2	30
19	не может	30	29
20	как бы	11	29
21	отнюдь не	11	29
22	а в	10	28
23	в его	8	27
24	и его	14	27
25	не в	19	26
26	но не	5	26
27	в себе	6	24
28	иначе говоря	6	23
29	к тому	8	22
30	и даже	11	22
31	в этой	5	22
32	что в	39	22
33	о том	11	20
34	но в	5	19
35	в своей	6	19
36	то же	17	19
37	в самом	18	19
38	с его	3	19
39	в то	8	18
40	тем самым	2	17
41	с другой	7	17
42	со стороны	5	17
43	эстетического объекта	2	17
44	в целом	8	17
45	только в	18	17
46	могут быть	15	16
47	то что	47	16
48	что и	27	16
49	не есть	4	15
50	в их	4	15
51	прежде всего	5	15
52	в сущности	15	15
53	уже не	3	15
54	и на	6	15
55	между тем	6	15
56	отличие от	6	14
57	не менее	9	14
58	того же	3	14
59	мы имеем	7	14
60	в отличие	4	14
61	далеко не	7	14
62	столь же	6	14
63	же время	2	14
64	в себя	3	14
65	по себе	21	13
66	ничего не	4	13
67	произведение искусства	9	13
68	точки зрения	32	13
69	как раз	4	13
70	этого слова	5	13
71	он не	8	13
72	тому же	4	13
73	никогда не	13	12
74	и к	5	12
75	есть не	6	12
76	как это	8	12
77	произведения как	3	12
78	еще не	2	12
79	как в	17	12
80	в конечном	6	12
81	сводится к	3	12
82	и сам	3	12
83	даже в	2	11
84	в свою	3	11
85	нуждается в	3	11
86	конечном счете	6	11
87	и как	9	11
88	можно сказать	2	11
89	той же	9	11
90	в той	2	11
91	имеем дело	2	11
92	в конце	6	10
93	едва ли	5	10
94	все же	9	10
95	в произведении	7	10
96	однако в	2	10
97	один из	6	10
98	было бы	14	10
99	того или	2	10
100	подобно тому	7	10
101	с одной	6	10
102	совпадает с	4	10
103	в своем	3	9
104	того что	15	9
105	одной стороны	7	9
106	свою очередь	3	9
107	имеет место	2	9
108	по поводу	3	9
109	другой стороны	7	9
110	за пределы	2	9
111	во всех	4	9
112	в результате	4	9
113	только не	4	9
114	художественного восприятия	2	9
