N	2gram	Propp_Isto	Myslijsy
1	потому что	12	182
2	и в	40	121
3	может быть	37	107
4	в том	12	103
5	то что	17	83
6	для нас	17	75
7	что в	19	73
8	и не	19	73
9	только в	16	72
10	не только	28	67
11	а не	18	67
12	таким образом	13	64
13	том что	11	59
14	так как	20	59
15	в этом	13	59
16	но и	21	59
17	то же	21	56
18	не в	11	54
19	если бы	8	53
20	в себе	6	53
21	не может	19	52
22	по себе	4	52
23	того что	6	47
24	в нем	8	45
25	было бы	11	45
26	не есть	2	42
27	как и	5	42
28	так что	9	39
29	вместе с	13	39
30	мы не	12	38
31	что и	9	38
32	так и	13	37
33	при этом	6	37
34	как в	7	37
35	тогда когда	2	36
36	что мы	9	36
37	точно так	8	35
38	тем что	7	33
39	и что	14	32
40	по отношению	6	30
41	а в	15	30
42	но не	7	29
43	что не	2	29
44	между тем	2	29
45	вовсе не	3	28
46	есть только	3	28
47	мы можем	7	28
48	для него	2	28
49	могут быть	5	27
50	с этим	5	27
51	и т	39	26
52	то и	2	26
53	не было	3	26
54	отношению к	6	26
55	в то	4	24
56	с тем	13	23
57	того как	6	23
58	как бы	6	23
59	но в	13	22
60	по мере	4	22
61	с другой	8	22
62	то это	9	22
63	и потому	3	21
64	не менее	7	21
65	в ней	10	20
66	в одном	8	20
67	это не	8	20
68	мысль о	2	20
69	тем самым	2	19
70	и как	3	19
71	с ним	3	19
72	есть не	2	19
73	и то	3	19
74	сказать что	7	19
75	что это	12	19
76	из этих	2	19
77	но это	8	19
78	должно быть	2	19
79	тем не	7	19
80	о том	12	19
81	в каком	2	18
82	еще не	14	18
83	не могут	3	18
84	там же	3	18
85	заметить что	2	17
86	в его	10	17
87	со стороны	3	17
88	не можем	4	17
89	уже в	2	17
90	слова в	2	17
91	в своем	5	16
92	к тому	6	16
93	а только	3	16
94	в которой	2	16
95	так же	18	16
96	в них	2	16
97	что если	2	16
98	на то	6	16
99	и на	6	16
100	и по	4	15
101	т д	35	15
102	в этих	17	15
103	с одной	8	15
104	тому как	3	15
105	и тем	2	15
106	что он	32	15
107	прежде всего	15	15
108	с другими	2	15
109	уже не	3	15
110	мы должны	17	14
111	в действительности	2	14
112	должны быть	4	14
113	связи с	10	14
114	в истории	2	14
115	там где	5	14
116	само по	2	14
117	так сказать	3	14
118	столь же	2	14
119	в котором	5	14
120	мере того	4	14
121	все же	17	14
122	когда мы	4	14
123	во всех	3	14
124	смысле этого	2	13
125	зависит от	3	13
126	образом в	2	13
127	например в	7	13
128	из них	5	13
129	и его	5	13
130	никогда не	25	12
131	и вместе	2	12
132	друг друга	2	12
133	одно из	2	12
134	что же	4	12
135	не то	4	12
136	все это	6	12
137	как мы	3	12
138	сих пор	12	12
139	что такое	3	12
140	или менее	5	12
141	относится к	2	12
142	другой стороны	7	12
143	более или	5	12
144	до сих	11	12
145	другими словами	8	11
146	в силу	7	11
147	того чтобы	3	11
148	только на	2	11
149	в состоянии	2	11
150	только для	3	11
151	что например	3	11
152	и если	4	11
153	и их	4	11
154	же что	2	11
155	его в	15	11
156	указывает на	2	11
157	мы видели	4	11
158	к нему	3	11
159	к ней	3	11
160	подобно тому	3	11
161	и это	2	11
162	и только	4	11
163	быть не	2	11
164	одной стороны	7	10
165	между прочим	3	10
166	том как	3	10
167	бы быть	4	10
168	и для	5	10
169	хотя бы	5	10
170	в других	3	10
171	так в	7	10
172	находится в	6	10
173	мы видим	16	10
174	и от	2	10
175	только по	2	10
176	и мы	2	10
177	бы в	2	10
178	можно бы	2	10
179	и другое	2	10
180	он не	10	10
181	если мы	4	10
182	и с	5	10
183	то время	3	10
184	и есть	5	10
185	что при	3	10
186	в нее	2	9
187	вопрос о	8	9
188	но оно	4	9
189	могли бы	3	9
190	то не	3	9
191	никто не	3	9
192	во многих	2	9
193	не все	5	9
194	это было	2	9
195	и даже	4	9
196	на него	7	9
197	себе не	2	9
198	связь между	4	9
199	самом деле	2	9
200	один из	10	9
201	в целом	3	9
202	во время	5	9
203	что она	10	9
204	на самом	3	8
205	то мы	6	8
206	при помощи	2	8
207	на вопрос	4	8
208	так например	7	8
209	в более	2	8
210	тот же	3	8
211	не как	3	8
212	что они	13	8
213	и более	3	8
214	но все	9	8
215	их в	7	8
216	именно в	5	8
217	в которых	2	8
218	во всем	3	8
219	можно видеть	2	8
220	одним словом	4	8
221	вслед за	7	8
222	была бы	2	8
223	между ними	2	8
224	с ними	2	8
225	этом случае	3	8
226	и тогда	3	8
227	не так	2	8
228	по его	3	8
229	мы в	4	8
230	или в	6	8
231	но мы	2	7
232	а как	2	7
233	самого начала	4	7
234	в эту	3	7
235	она не	6	7
236	с самого	4	7
237	воспоминание о	2	7
238	связь с	8	7
239	себя и	2	7
240	значение и	2	7
241	дает нам	3	7
242	все эти	6	7
243	и тот	3	7
244	превращается в	4	7
245	что у	3	7
246	в другой	4	7
247	но что	2	7
248	как она	3	7
249	не знаем	3	7
250	не более	2	7
251	них не	2	7
252	один и	2	7
253	все в	2	7
254	в таких	4	7
255	но как	2	7
256	образом мы	3	7
257	не всегда	9	7
258	в разных	2	7
259	на котором	5	7
260	могла бы	3	7
261	на это	3	7
262	к этому	2	7
263	не с	3	7
264	в жизни	2	7
265	не существует	2	7
266	видно что	9	7
267	но если	4	6
268	в виду	2	6
269	как он	5	6
270	увидим что	8	6
271	в стороне	4	6
272	на его	2	6
273	предположить что	2	6
274	в образе	3	6
275	в ее	2	6
276	в своей	2	6
277	должна быть	5	6
278	в этой	9	6
279	при таком	2	6
280	после того	2	6
281	на нее	3	6
282	то он	2	6
283	главным образом	2	6
284	в лес	34	6
285	для всех	2	6
286	заключить что	2	6
287	но есть	3	6
288	к которому	5	6
289	в их	6	6
290	в виде	2	6
291	его не	3	6
292	в сущности	2	6
293	нас в	2	6
294	да и	3	6
295	показывает что	7	6
296	выше мы	6	6
297	как оно	3	6
298	к ним	4	6
299	хотя в	3	6
300	об этом	11	6
301	которые могут	3	6
302	ни было	2	6
303	а именно	5	6
304	же самое	3	6
305	мог бы	3	6
306	же и	3	6
307	у него	5	6
308	мы уже	7	6
309	но он	5	6
310	эта мысль	3	5
311	были бы	2	5
312	а с	4	5
313	можно было	8	5
314	быть назван	2	5
315	они не	8	5
316	однако в	2	5
317	одна из	4	5
318	нет ничего	2	5
319	себе а	2	5
320	в некотором	2	5
321	том чтобы	2	5
322	если это	3	5
323	на которой	2	5
324	этот вопрос	7	5
325	чем в	2	5
326	даже в	5	5
327	перед нами	5	5
328	оно и	2	5
329	когда например	2	5
330	в области	2	5
331	этого не	6	5
332	ответ на	3	5
333	не видно	2	5
334	есть еще	3	5
335	нужно было	2	5
336	что эти	5	5
337	мы имеем	25	5
338	в начале	3	5
339	одним из	2	5
340	не по	2	5
341	в какой	4	5
342	время как	3	5
343	на этот	2	5
344	но уже	3	5
345	и здесь	15	5
346	только из	2	5
347	можно назвать	3	5
348	конечно не	2	5
349	его мнению	2	4
350	явлений в	2	4
351	бы мы	2	4
352	иное как	3	4
353	не что	3	4
354	в другом	6	4
355	не могла	2	4
356	к своему	3	4
357	что нельзя	2	4
358	в такой	2	4
359	этой мысли	2	4
360	от этого	2	4
361	но так	3	4
362	в ту	2	4
363	то ни	2	4
364	не на	2	4
365	был бы	4	4
366	и они	5	4
367	иметь в	2	4
368	дело в	3	4
369	его как	2	4
370	в животных	3	4
371	что иное	3	4
372	отказаться от	2	4
373	не мог	4	4
374	эти слова	3	4
375	видели что	5	4
376	в понятие	2	4
377	он может	2	4
378	ни в	2	4
379	это так	6	4
380	из этого	3	4
381	только после	3	4
382	или даже	3	4
383	не вполне	3	4
384	но с	3	4
385	не дает	2	4
386	а так	2	4
387	чтобы не	3	4
388	он должен	3	4
389	ничего не	6	4
390	что происходит	2	4
391	есть и	2	4
392	не знает	7	4
393	и оно	2	4
394	он в	5	4
395	ему в	3	4
396	пока не	5	4
397	по этому	2	4
398	должны будем	4	4
399	на них	2	4
400	на другой	2	4
401	в связи	7	4
402	бы то	2	4
403	некоторое время	3	4
404	но она	2	4
405	и между	3	4
406	только о	2	4
407	и вполне	2	4
408	имеет свою	2	4
409	такой же	2	4
410	ведет к	2	4
411	говоря что	2	4
412	и так	3	4
413	на этом	3	4
414	в некоторых	4	4
415	мы могли	2	4
416	отношения к	2	4
417	первый взгляд	2	3
418	отсюда вытекает	2	3
419	нисколько не	3	3
420	и ее	3	3
421	не вдаваясь	2	3
422	он видит	3	3
423	именно так	2	3
424	а потом	4	3
425	что здесь	9	3
426	должно было	4	3
427	должен быть	3	3
428	но можно	2	3
429	доказывает что	2	3
430	отличие от	3	3
431	и др	11	3
432	мы знаем	10	3
433	здесь мы	9	3
434	предположим что	2	3
435	также что	2	3
436	может иметь	2	3
437	одной из	6	3
438	что этот	5	3
439	а если	2	3
440	мы хотим	2	3
441	она и	2	3
442	первых порах	2	3
443	а может	2	3
444	для этого	3	3
445	что от	2	3
446	в нашей	2	3
447	время в	2	3
448	вопрос почему	2	3
449	еще до	2	3
450	на первых	2	3
451	кроме того	3	3
452	и наконец	5	3
453	от его	2	3
454	этом можно	2	3
455	и из	2	3
456	их не	3	3
457	следовало бы	3	3
458	чтобы понять	3	3
459	связанные с	3	3
460	у меня	4	3
461	что эта	3	3
462	не совсем	5	3
463	как будто	7	3
464	именно на	2	3
465	в себя	2	3
466	мы будем	5	3
467	к таким	2	3
468	ясно что	2	3
469	которые в	3	3
470	силы природы	3	3
471	в одной	3	3
472	указанием на	2	3
473	даже не	2	3
474	после этого	5	3
475	ничем не	2	3
476	как это	6	3
477	видно из	2	3
478	со всех	4	3
479	происходит в	3	3
480	дело с	2	3
481	к этой	5	3
482	а то	2	3
483	развития как	2	3
484	с которой	2	3
485	с одним	4	3
486	большинстве случаев	4	3
487	значит что	2	3
488	здесь не	5	3
489	тогда и	3	3
490	и когда	4	3
491	это значение	2	3
492	всех сторон	4	3
493	в результате	2	3
494	мы увидим	17	3
495	должен был	6	3
496	как о	2	3
497	на природу	2	3
498	вдаваясь в	2	3
499	ее в	7	3
500	в большинстве	4	3
501	так то	2	3
502	на первый	2	3
503	в форме	3	3
504	однако не	2	3
505	еще и	2	2
506	позднее явление	2	2
507	образов и	2	2
508	самое что	3	2
509	не будем	7	2
510	даже на	2	2
