N	2gram	Vygotskiy_	VeschiIm
1	не есть	5	79
2	и не	16	57
3	не только	16	48
4	то что	27	48
5	не может	11	46
6	и в	38	45
7	может быть	25	39
8	а не	7	37
9	значит что	6	32
10	это значит	6	30
11	общения с	3	25
12	потому что	14	25
13	было бы	15	24
14	не просто	3	24
15	в себе	9	23
16	что она	7	23
17	по себе	11	23
18	только в	16	23
19	сказать что	10	22
20	и что	15	22
21	в смысле	9	22
22	как бы	17	20
23	с нею	2	19
24	что это	8	19
25	но и	9	19
26	все же	11	18
27	в этом	35	18
28	и это	7	17
29	прежде всего	6	17
30	так как	19	17
31	что мы	18	17
32	того что	17	16
33	таким образом	36	16
34	в том	59	15
35	как и	20	15
36	в ней	3	15
37	уже не	3	15
38	не в	10	14
39	и то	9	14
40	но это	7	14
41	том что	44	13
42	есть и	2	13
43	не будет	2	13
44	и для	4	13
45	в самом	8	13
46	в себя	3	13
47	иное как	2	12
48	но если	2	12
49	вещи как	2	12
50	что в	31	12
51	точки зрения	27	12
52	что и	14	12
53	что они	23	12
54	и как	11	12
55	не что	2	12
56	то же	18	12
57	ни было	2	12
58	еще не	6	12
59	что иное	2	12
60	и даже	4	12
61	о том	6	12
62	если мы	12	12
63	и с	5	12
64	еще и	2	11
65	в то	5	11
66	не менее	8	11
67	вовсе не	5	11
68	содержит в	2	11
69	тем не	6	11
70	и их	4	11
71	также и	3	11
72	ни в	12	11
73	и только	4	11
74	в чем	2	10
75	что оно	8	10
76	с ее	5	10
77	ясно что	4	10
78	это не	5	9
79	нисколько не	3	9
80	так что	3	9
81	в своем	9	9
82	то и	5	9
83	другими словами	3	9
84	бы и	2	9
85	должно быть	3	9
86	хотя бы	2	9
87	бы в	5	9
88	в результате	6	9
89	на то	7	9
90	но не	7	9
91	но что	3	9
92	и его	5	9
93	с ним	4	9
94	в отношении	14	8
95	его в	8	8
96	и потому	2	8
97	указывает на	3	8
98	что он	13	8
99	но в	4	8
100	мы не	14	8
101	все это	8	8
102	можно сказать	2	8
103	только и	2	8
104	по сравнению	6	8
105	с другими	3	8
106	мы имеем	6	8
107	отличается от	5	8
108	в свете	2	8
109	если бы	12	8
110	с тем	18	8
111	для него	6	8
112	с другой	11	8
113	как с	4	8
114	отнюдь не	6	8
115	в действительности	3	7
116	от того	8	7
117	и тем	8	7
118	из них	5	7
119	самом деле	4	7
120	а в	7	7
121	можно ли	2	7
122	все эти	9	7
123	в сущности	3	7
124	слова и	8	7
125	тем что	12	7
126	вообще не	3	7
127	с этой	6	7
128	ни на	3	7
129	оно не	3	7
130	мог бы	5	7
131	и тогда	2	7
132	сравнению с	4	7
133	никогда не	11	6
134	в каком	3	6
135	вопрос о	2	6
136	что является	2	6
137	независимо от	5	6
138	для себя	2	6
139	когда мы	2	6
140	и все	5	6
141	в нем	4	6
142	между ними	6	6
143	в своей	9	6
144	как мы	14	6
145	одно и	7	6
146	одна из	2	6
147	можно было	10	6
148	и другое	7	6
149	все равно	4	6
150	или иначе	2	6
151	в сфере	3	6
152	этот вопрос	5	6
153	их в	6	6
154	в той	2	6
155	с точки	11	6
156	в одном	4	6
157	мы должны	15	5
158	в понятии	6	5
159	и мы	2	5
160	свою очередь	3	5
161	ничем не	2	5
162	вместе с	18	5
163	как это	16	5
164	того же	12	5
165	тогда когда	10	5
166	мы находим	3	5
167	один из	8	5
168	на себя	2	5
169	мы видим	13	5
170	в его	22	5
171	и когда	3	5
172	хотя и	2	5
173	для этого	3	5
174	в чисто	2	5
175	во всех	3	5
176	в которой	4	5
177	об этом	2	5
178	и здесь	5	5
179	или как	2	5
180	в жизни	3	5
181	что у	3	5
182	от всех	2	5
183	все что	4	5
184	в свою	4	5
185	вообще и	2	5
186	в настоящем	2	5
187	только не	2	5
188	как она	4	5
189	тому как	2	5
190	быть не	2	5
191	так же	26	4
192	в силу	9	4
193	и у	7	4
194	об отношении	2	4
195	что именно	3	4
196	при помощи	3	4
197	в их	12	4
198	так и	11	4
199	который мы	2	4
200	что все	2	4
201	в этой	7	4
202	более или	3	4
203	то время	5	4
204	этой точки	4	4
205	же не	3	4
206	так чтобы	2	4
207	того чтобы	15	4
208	равным образом	4	4
209	то как	2	4
210	в качестве	25	4
211	тот же	10	4
212	во всяком	10	4
213	с ними	3	4
214	в основе	32	4
215	и от	5	4
216	само по	3	4
217	то в	3	4
218	с этим	6	4
219	как оно	5	4
220	и эта	4	4
221	к ней	2	4
222	мы можем	13	4
223	на него	2	4
224	по своей	12	4
225	но только	3	4
226	и более	4	4
227	время как	5	4
228	в котором	3	4
229	если это	2	4
230	это так	2	4
231	на этом	3	4
232	главным образом	3	4
233	или менее	5	4
234	находится в	4	4
235	смысле и	2	4
236	сам по	2	4
237	он не	6	4
238	и сам	4	4
239	собственном смысле	12	4
240	этого метода	3	4
241	однако не	3	4
242	от его	2	3
243	перед нами	15	3
244	к одному	10	3
245	для человека	2	3
246	из того	4	3
247	но как	4	3
248	не является	13	3
249	человека и	6	3
250	а потом	2	3
251	в другом	3	3
252	то мы	2	3
253	и эти	2	3
254	этот тип	3	3
255	оба эти	5	3
256	в виде	4	3
257	только на	2	3
258	в частности	4	3
259	вещь имеет	2	3
260	а с	4	3
261	по существу	4	3
262	мы видели	8	3
263	к тому	8	3
264	понятие не	3	3
265	с в	2	3
266	одной стороны	8	3
267	другой стороны	5	3
268	быть может	2	3
269	различие между	2	3
270	есть еще	2	3
271	в целом	22	3
272	же как	10	3
273	и во	4	3
274	заключается в	22	3
275	той или	2	3
276	и может	4	3
277	в истории	9	3
278	все еще	2	3
279	тем более	2	3
280	в собственном	12	3
281	от этого	6	3
282	только что	5	3
283	для того	14	3
284	как в	14	3
285	этот метод	2	3
286	нас в	4	3
287	с одной	8	3
288	к пониманию	3	3
289	остановиться на	3	3
290	не мог	4	3
291	но все	4	3
292	сами по	4	3
293	у него	3	3
294	не имеет	3	3
295	оно указывает	2	3
296	видели что	4	3
297	в своих	3	3
298	оно может	2	3
299	без этого	2	3
300	из которых	6	3
301	не можем	4	3
302	к другому	2	3
303	мы получили	4	3
304	однако в	2	3
305	бы ни	2	3
306	из основных	3	3
307	или в	4	3
308	бы что	4	3
309	мы будем	4	3
310	имеем дело	2	3
311	мы уже	8	3
312	свое время	2	2
313	тем самым	6	2
314	когда оно	2	2
315	отношении но	3	2
316	тому что	3	2
317	к этим	2	2
318	чтобы они	2	2
319	для всего	2	2
320	не как	3	2
321	наряду с	3	2
322	которые мы	3	2
323	едва ли	6	2
324	является в	4	2
325	подходит к	2	2
326	слово в	4	2
327	в виду	4	2
328	на все	2	2
329	от слова	2	2
330	как он	8	2
331	что если	3	2
332	у них	3	2
333	в свое	2	2
334	нас не	2	2
335	на две	2	2
336	может ли	2	2
337	бы сказать	5	2
338	одно из	2	2
339	никак нельзя	2	2
340	со всей	5	2
341	на этой	7	2
342	видим что	2	2
343	или по	2	2
344	с другом	10	2
345	уже в	10	2
346	ту же	2	2
347	форме и	2	2
348	что на	2	2
349	всяком случае	10	2
350	отличаются от	5	2
351	между собой	15	2
352	не столько	4	2
353	и совершенно	2	2
354	каких условиях	2	2
355	понятий и	10	2
356	а затем	4	2
357	при всем	2	2
358	на более	3	2
359	связи с	14	2
360	в связи	9	2
361	не на	2	2
362	того и	2	2
363	же точно	4	2
364	что эти	4	2
365	вопрос об	2	2
366	самого себя	2	2
367	взаимного понимания	8	2
368	одном и	3	2
369	вообще говоря	2	2
370	а также	6	2
371	что эта	2	2
372	здесь не	2	2
373	в начале	5	2
374	свое имя	2	2
375	только к	2	2
376	к этому	5	2
377	с ней	4	2
378	о котором	2	2
379	бы к	2	2
380	к истории	3	2
381	с развитием	5	2
382	этом и	2	2
383	друг с	10	2
384	переход от	5	2
385	смысле что	2	2
386	что здесь	2	2
387	должны сказать	2	2
388	этом отношении	9	2
389	говорили что	3	2
390	взаимное понимание	4	2
391	же по	2	2
392	нужно чтобы	2	2
393	та или	3	2
394	от одного	2	2
395	одного из	3	2
396	себе и	2	2
397	но они	4	2
398	обе эти	5	2
399	моментов в	3	2
400	же и	2	2
401	не стоит	2	2
402	связан с	2	2
403	том чтобы	2	2
404	далеко не	2	2
405	поэтому в	3	2
406	той и	2	2
407	именно в	6	2
408	в слове	3	2
409	и другой	4	2
410	слова в	8	2
411	когда он	5	2
412	и к	9	2
413	для его	2	2
414	функции и	2	2
415	но для	2	2
416	приводит к	5	2
417	но на	3	2
418	для нас	6	2
419	и на	9	2
420	не знаем	2	2
421	совершенно ясно	3	2
422	которую мы	5	2
423	и того	5	2
424	от нее	4	2
425	в вещах	2	2
426	с но	3	2
427	является не	6	2
428	ли оно	5	2
429	во всем	7	2
430	один и	6	2
431	этом смысле	7	2
432	оно вообще	2	2
433	той же	8	2
434	мы говорили	5	2
435	с его	3	2
436	на основе	29	2
437	тем же	8	2
438	понимания между	3	2
