N	2gram	Propp_Isto	Tvorches
1	и в	44	56
2	как бы	4	41
3	в его	16	37
4	в то	5	30
5	то же	9	25
6	не только	17	24
7	но в	7	24
8	и его	15	23
9	и не	19	23
10	а в	9	23
11	как и	12	23
12	и т	39	22
13	в этом	20	22
14	в том	13	21
15	что в	18	21
16	том что	12	19
17	он не	5	19
18	может быть	31	19
19	потому что	18	19
20	у него	7	18
21	то что	16	18
22	что он	29	17
23	все это	4	17
24	т д	36	17
25	и на	11	17
26	таким образом	21	17
27	никогда не	5	16
28	прежде всего	7	16
29	как в	11	16
30	при этом	4	16
31	не может	10	16
32	но и	16	16
33	в этой	5	15
34	с его	3	15
35	но это	10	15
36	и с	8	15
37	это не	8	14
38	и даже	4	14
39	там же	2	13
40	о том	11	13
41	а не	5	13
42	тем самым	2	12
43	в целом	4	12
44	в котором	2	12
45	все же	17	11
46	в своей	3	11
47	для него	2	11
48	не в	11	10
49	в основном	5	10
50	так и	9	10
51	уже в	4	10
52	в русской	8	10
53	представление о	22	10
54	но не	8	10
55	когда он	7	10
56	только в	8	10
57	как будто	2	10
58	в свою	3	9
59	в нем	10	9
60	один из	6	9
61	а затем	7	9
62	человека в	5	9
63	наряду с	7	9
64	в своих	4	9
65	даже в	4	8
66	так же	14	8
67	человека и	2	8
68	одной из	3	8
69	не менее	6	8
70	это уже	2	8
71	так как	19	8
72	вовсе не	6	8
73	в лице	2	8
74	к этому	5	8
75	об этом	6	8
76	еще не	16	8
77	одним из	4	8
78	вместе с	26	8
79	он видит	4	7
80	за собой	5	7
81	самом деле	2	7
82	например в	11	7
83	в дальнейшем	6	7
84	и он	9	7
85	что она	3	7
86	в которой	4	7
87	в этих	7	7
88	во сне	5	7
89	уже не	14	7
90	и сам	2	7
91	в книге	3	6
92	его в	17	6
93	приводит к	2	6
94	героя в	11	6
95	так что	2	6
96	и все	4	6
97	все эти	11	6
98	если он	2	6
99	одна из	6	6
100	хотя бы	2	6
101	и как	5	6
102	если бы	5	6
103	с ним	9	6
104	ничего не	4	5
105	не имеют	2	5
106	в одной	5	5
107	приходит к	3	5
108	по отношению	2	5
109	но если	2	5
110	и у	3	5
111	но эта	2	5
112	и других	5	5
113	как он	6	5
114	в виде	13	5
115	в образе	16	5
116	в своем	3	5
117	а с	2	5
118	в них	3	5
119	и это	5	5
120	что этот	5	5
121	значит что	2	5
122	что не	3	5
123	что и	11	5
124	в ее	4	5
125	мы не	6	5
126	и по	3	5
127	что они	3	5
128	в истории	7	5
129	показывает что	7	5
130	что это	8	5
131	в наше	2	5
132	с этим	7	5
133	на него	10	5
134	та же	2	5
135	героя и	3	5
136	и другие	5	5
137	как у	2	5
138	отношению к	2	5
139	что у	6	5
140	с другой	11	5
141	как правило	2	5
142	с большой	3	5
143	если не	4	5
144	из них	4	5
145	не было	2	5
146	в таком	2	5
147	перед нами	2	4
148	при помощи	11	4
149	и потому	2	4
150	сливается с	2	4
151	он же	2	4
152	роль в	3	4
153	это и	3	4
154	только на	2	4
155	в частности	9	4
156	как это	5	4
157	того что	3	4
158	что все	4	4
159	к нему	5	4
160	точки зрения	3	4
161	ту же	2	4
162	так в	5	4
163	могут быть	9	4
164	сих пор	7	4
165	однако в	2	4
166	же как	12	4
167	с ними	4	4
168	мы видим	12	4
169	считает что	2	4
170	в основе	3	4
171	говорит о	4	4
172	и мы	3	4
173	но эти	4	4
174	особенно в	2	4
175	себя в	6	4
176	это значит	2	4
177	известно что	3	4
178	превращается в	10	4
179	тем что	12	4
180	него в	2	4
181	и наконец	2	4
182	и есть	3	4
183	с этой	4	4
184	такой же	3	4
185	его и	2	4
186	что его	4	4
187	и более	3	4
188	не мог	3	4
189	связан с	7	4
190	зависит от	4	4
191	с собой	6	4
192	этот вопрос	2	4
193	в которых	4	4
194	представляет собой	8	4
195	еще в	2	4
196	той же	2	4
197	но он	2	4
198	до сих	7	4
199	в античной	3	3
200	ее и	3	3
201	его к	3	3
202	от него	2	3
203	даже не	2	3
204	герой в	5	3
205	к себе	3	3
206	в другом	2	3
207	отношение к	3	3
208	друг друга	5	3
209	на все	2	3
210	и тем	7	3
211	со стороны	6	3
212	людей и	2	3
213	мы знаем	12	3
214	не по	3	3
215	так например	3	3
216	в него	5	3
217	в свете	5	3
218	мы узнаем	2	3
219	связь с	20	3
220	в ней	8	3
221	одного из	3	3
222	на себя	4	3
223	другой стороны	10	3
224	что оно	4	3
225	точно так	3	3
226	и др	6	3
227	должны быть	2	3
228	что с	2	3
229	там где	11	3
230	никто не	4	3
231	можно сказать	2	3
232	как мы	9	3
233	вот почему	2	3
234	сказать что	2	3
235	если в	4	3
236	на берегу	7	3
237	то в	2	3
238	его с	3	3
239	до этого	3	3
240	время в	2	3
241	из этих	5	3
242	и тогда	2	3
243	к ней	2	3
244	в этот	2	3
245	только что	3	3
246	лишь в	2	3
247	и вот	4	3
248	ее в	8	3
249	для того	3	3
250	дает ему	6	3
251	живет в	6	3
252	на этот	2	3
253	но уже	5	3
254	в себя	3	3
255	и к	3	3
256	а по	3	3
257	на этом	5	3
258	по себе	2	3
259	несмотря на	3	3
260	жизни и	4	3
261	но когда	3	3
262	и что	13	3
263	или в	7	3
264	не считать	2	3
265	в которую	2	3
266	в одном	2	3
267	данном случае	2	2
268	в нее	7	2
269	в свой	3	2
270	в таких	3	2
271	в доме	3	2
272	видим в	2	2
273	в жертву	8	2
274	не могут	2	2
275	означает что	3	2
276	но мы	5	2
277	но как	2	2
278	о чем	6	2
279	в тех	4	2
280	не потому	5	2
281	он живет	3	2
282	их на	3	2
283	когда человек	2	2
284	эти два	2	2
285	но даже	2	2
286	в силу	7	2
287	есть не	2	2
288	должен быть	2	2
289	чтобы вызвать	2	2
290	а как	3	2
291	он всегда	2	2
292	после этого	3	2
293	в одно	2	2
294	всякого рода	3	2
295	в формах	2	2
296	связано с	7	2
297	здесь нет	3	2
298	брак с	2	2
299	в руки	3	2
300	в другое	2	2
301	образом в	3	2
302	о нем	3	2
303	с тем	9	2
304	нем и	3	2
305	она не	7	2
306	на том	5	2
307	он в	3	2
308	того же	3	2
309	эти примеры	3	2
310	говорит об	2	2
311	между прочим	2	2
312	смерти в	2	2
313	то это	8	2
314	же он	2	2
315	не видно	2	2
316	уже тогда	2	2
317	меня не	2	2
318	ли он	2	2
319	когда она	2	2
320	того чтобы	3	2
321	числе и	2	2
322	это время	2	2
323	было бы	2	2
324	представляют собой	6	2
325	же в	3	2
326	связи с	10	2
327	в связи	6	2
328	он был	2	2
329	в качестве	13	2
330	во время	12	2
331	не знал	2	2
332	мира а	2	2
333	здесь мы	7	2
334	и вообще	3	2
335	это еще	3	2
336	всех этих	2	2
337	на ней	2	2
338	но при	2	2
339	в данном	3	2
340	с другими	4	2
341	ли это	2	2
342	в нашей	2	2
343	во всех	3	2
344	из нее	2	2
345	героем и	2	2
346	по мере	4	2
347	тем не	6	2
348	не сразу	2	2
349	переход от	2	2
350	даже если	2	2
351	на смену	4	2
352	и о	2	2
353	чаще всего	3	2
354	в целях	3	2
355	одновременно с	2	2
356	с одной	7	2
357	через него	3	2
358	то он	2	2
359	человека с	2	2
360	очень много	2	2
361	не имеет	4	2
362	за что	2	2
363	со своими	3	2
364	этом он	2	2
365	ни в	2	2
366	и здесь	12	2
367	их в	7	2
368	им в	2	2
369	такова же	2	2
370	а через	2	2
371	человек в	2	2
372	все что	5	2
373	входит в	5	2
374	к его	2	2
375	из себя	4	2
376	но для	4	2
377	со своим	2	2
378	с которым	3	2
379	где нет	2	2
380	он стал	2	2
381	на первом	2	2
382	мог бы	2	2
383	которой он	2	2
384	в египте	14	2
385	из этого	3	2
386	и уже	2	2
387	уже после	2	2
388	представлений о	12	2
389	что во	2	2
390	не говорит	2	2
391	том числе	3	2
392	человек может	2	2
393	как на	3	2
394	этот момент	2	2
395	меня в	4	2
396	сам в	2	2
397	из других	2	2
398	свою противоположность	2	2
399	не дает	2	2
400	мы уже	6	2
401	понял что	2	2
402	ясно что	5	2
